Y,O,Z,J,X
z,11,71.48700148838503,15,66.86458416069101
p,22,78.83319522881052,71,68.99084788511128
x,32,69.30758879248874,29,31.60180257080205
n,78,84.12595624811281,7,25.348421981816493
y,45,47.72995278475389,55,28.83829923336416
z,54,55.87993759236423,67,55.01702514302077
x,65,66.48711097375852,16,60.0730229787068
s,99,56.02308423001019,93,64.70867383455116
h,55,95.89547985654738,60,47.296822849191514
d,43,56.987523143638,25,34.39765005844349
m,21,45.76825040656143,19,76.3404939940596
r,14,42.046492587208725,71,89.98302180155537
v,74,77.21464010290963,96,68.3583280793696
g,57,30.95153203232246,56,47.28849886373463
i,91,74.56980775911465,29,12.71363323304946
h,81,70.21462933015926,22,24.7532178363577
i,34,39.83365914878063,23,60.39787146475311
o,88,18.07673669885459,3,50.606797049094055
n,23,34.59570152088474,7,8.752043127702159
q,35,78.51292338413734,59,41.68135230684031
u,5,80.29174693237339,83,95.18338339356902
h,52,16.104020189319645,6,49.74997544320141
c,21,63.80208339591332,69,53.855229894359944
g,96,33.337686958349025,66,68.28395191606309
z,68,10.912186803986756,81,17.492696779761197
n,50,6.230632825263038,94,61.871514944278005
e,80,49.8855673018675,13,3.941904015503539
d,50,68.6750714134976,3,13.455817913499546
l,55,65.19689488568102,26,39.904670808932416
q,87,67.90273816014127,83,94.96020025660799
b,48,71.49511500351335,97,88.25538054190146
g,77,56.0074916572049,23,29.82997007748549
u,96,59.40871337664021,99,51.85393116515197
d,10,65.08194040294755,62,87.91112655637697
i,12,56.863106658453745,1,52.5592885970782
x,60,67.59305176935293,29,7.6349888004627715
j,13,86.52240555334161,6,85.65547708172735
r,58,80.40984947261461,65,42.51008644513314
e,25,67.23682888577557,28,61.57219073195949
j,78,93.75925491935966,11,9.787953484055178
k,10,67.23546310326125,20,78.31270962425101
p,14,89.10283864705629,26,5.054792179797096
h,12,28.921396561056934,41,31.4076820690235
a,86,46.958163943814704,25,75.3728973784096
y,17,47.148597286648574,10,20.256176218587697
y,22,99.11653117292548,26,20.299758506043318
f,12,79.6709808967274,47,25.88187836494925
b,15,56.64045051195856,81,19.56178230674468
o,28,97.34993790067713,59,40.48840228856195
x,78,99.61914816624474,36,60.9571386058809
s,31,65.64050520741235,64,43.68718794291513
k,32,4.318411443192582,68,36.85284881928931
i,56,18.476206124995887,79,18.84431651802646
l,64,34.64420105216435,36,76.62751202583682
c,66,20.48076216556951,95,83.94279005921341
h,85,64.75381003141013,24,20.981281477617586
c,29,24.951611178687127,95,48.02335651578824
f,100,92.96809519961342,27,86.94325318178522
d,42,75.80446492498764,58,87.6209908371045
k,3,72.42538642712604,63,43.32199263916431
d,41,32.25793396706461,78,28.7163713226778
f,84,4.21508647044464,3,72.51035590592483
z,88,61.20140501777177,88,95.60015864154448
a,2,22.9469108392245,64,37.17535258732043
l,24,18.739150600842603,69,19.437671021857195
j,86,31.99981237749957,38,10.757168917777083
r,50,52.09694259851533,46,65.23560507459003
o,76,25.26256776397521,52,61.693490988023335
n,70,49.55130500407303,84,92.63544209785427
m,47,84.39310222458542,16,6.100839607213116
s,56,26.377264791336675,83,88.06888773914703
x,66,4.523596931542507,44,18.003280500191288
m,97,89.14102117476558,21,12.537773316156253
h,3,97.82649128221583,4,41.667585800194196
p,30,61.18074657745562,2,95.91342999497145
b,27,54.622552635655495,82,49.62224663175816
j,53,96.55726559258004,69,10.30391595314516
y,82,54.00825036959894,58,97.20720453434585
d,60,36.050310427693766,70,60.55245515266212
f,59,84.39373377478408,52,67.99130457754968
u,45,50.553089990883514,46,48.31338141316381
f,22,74.61015003483502,80,27.270102634440462
z,77,6.1209736369365775,67,22.678771236550244
f,11,36.730905960170034,0,43.79677309923142
z,36,92.53367715536992,83,39.51499315883732
t,10,85.59810814394714,78,82.37523802957057
g,94,66.25593298725065,18,56.72770260914515
n,6,78.42413875845284,5,87.43473098551168
s,24,26.543964383077125,14,53.69927573179619
y,89,25.901035060947407,69,91.42816520490813
p,0,58.56725229168549,43,97.79813739279646
d,24,52.880885545022004,4,76.09223834112632
s,57,62.61143486403415,73,54.70427105613022
r,16,57.77204136766104,8,70.64799107562959
z,34,21.581532052254314,88,34.34314513860055
f,60,27.908999977288495,91,53.24335674138633
x,98,1.5496321383348999,40,65.18267078001301
z,53,80.25282126021817,59,77.93253027668719
f,14,78.92018285778089,13,33.23801994809546
d,51,22.556640018150155,95,75.70739592928498
i,42,93.8224468994393,34,73.9225060560393
r,50,31.2575443742475,88,57.68947060974272
n,57,68.32746215385383,41,41.65989123373871
y,1,94.57868052799884,83,41.095068815956225
q,22,82.67465072425107,21,98.99428516013398
q,99,63.46034248887693,58,96.04770612590251
o,70,55.35115723666315,61,25.408615286653525
l,71,93.32375057370076,67,56.372031791803565
v,13,63.47644192358567,20,76.33569578130654
p,98,91.37441363014833,29,12.684318144192941
y,84,39.20481951171176,53,64.46085503792698
f,72,66.8830642967552,38,58.496273108675254
y,33,75.24765821001657,23,36.0009652855573
y,45,45.47734851956221,68,35.356272119030095
z,15,64.75662654556285,27,84.82980517441739
r,42,47.70155278842259,43,73.87903532977155
v,38,37.07468720762136,98,5.388487796406205
h,55,95.71983662479006,28,35.30731317821939
j,95,72.35724178667998,1,79.84539673732553
j,6,75.91987638709436,4,59.49183199345662
z,97,91.26202379499634,92,44.41402093010878
v,70,89.77223969534113,0,49.10579088649958
b,92,6.914905750427258,93,96.63270397578634
d,66,22.224178716002573,18,35.083557118121966
g,35,79.65111715320728,75,4.929455470906552
x,96,99.42542161415338,40,98.83175712013796
e,48,40.252110032572766,22,73.11987586638863
c,52,12.917647239858109,63,88.09066113599431
q,90,17.310215941987828,71,97.19967415275418
z,98,44.53697252583564,79,47.53086825054843
t,64,8.033272542531932,97,75.48539459586169
a,43,34.938475415769275,60,69.12817706854145
b,12,75.36000109049823,15,82.5672914792438
i,29,53.57649121508968,7,49.65989450029047
x,22,33.896115634401866,69,36.88854951822077
q,85,83.50594002548245,79,95.25229305751398
f,79,37.80320373779147,46,4.427561898021981
y,12,83.60017778910354,97,65.31873486278865
g,66,41.844147769980836,70,4.530930763275787
w,49,77.66150225011273,93,14.662923642534121
b,53,11.453089465401423,25,44.513908417989434
c,15,0.4455707567852629,28,85.40054987916677
i,89,48.97990648735103,41,60.194424926027764
i,48,40.89870126555692,77,17.374588585473884
j,14,44.05203826760855,24,8.37150755966115
o,82,18.192704612720746,14,33.095071636888974
g,96,46.63042994590813,5,15.341879660493463
v,42,84.70193057666147,98,43.37797965077005
a,61,52.681281143474536,77,10.271945202735944
k,61,7.994703028170536,23,7.566004105626167
y,29,90.6363649021055,19,14.597455955438466
c,48,70.47781820686619,33,50.943934262293276
o,62,93.44252286114423,63,97.50240919244376
y,29,77.87067348071663,97,61.87224228473561
c,67,29.234552625908183,74,68.39899291667277
w,45,27.675391209051348,56,94.76510412367057
y,97,64.29871377562971,23,30.43682880940971
f,45,18.573554878135035,75,29.71545883007011
q,33,17.85387664165291,19,80.30165828184666
h,72,79.38576857542061,2,66.60046576347038
j,48,87.28786317865573,28,76.93194019839254
c,21,62.75539553654311,7,8.051452301396079
m,23,91.77660198889492,76,65.69462559796473
h,54,28.64674976476693,38,2.218551296763527
p,51,45.82339624713869,40,88.46220304539393
i,88,86.97755149092775,38,53.10054967288402
o,33,17.984916335231027,51,5.0486802207982855
b,42,0.2761477559523495,17,72.2574182292256
q,9,31.9072926551053,27,61.32230614925557
i,37,71.08360567081104,84,8.94692805017262
f,7,55.54521104193023,96,45.047769821062055
j,7,42.79634140427939,70,65.57684536283192
n,98,50.56531548490344,38,89.19403465373698
y,27,53.36758395259081,17,28.41911468299224
g,81,3.542523550941823,11,31.3030728173598
s,89,4.109679687927493,43,82.91356840138808
r,56,47.97522112830901,16,57.307590687227574
c,23,41.15530516853381,29,66.37835461464996
h,88,91.95686550558179,10,4.146727450956744
l,1,78.81339543874071,46,77.55138836441901
t,19,26.084356511415574,34,7.361786619062438
z,6,72.80160098311376,84,0.3049537340009789
h,94,34.038248271031236,5,52.154328584768486
k,21,6.62613148558936,12,50.022851026010485
c,58,6.360247408509623,17,8.947012503619511
f,38,87.77381674110188,10,32.38428948681737
h,99,45.49056367452845,54,8.508139947562764
q,100,96.4728845412927,52,65.00864206230615
x,50,30.405154103733224,61,15.675324733718721
o,82,26.93271998001816,31,72.50982994348489
m,49,48.94372228631424,10,78.17307035684313
l,62,14.218506965433797,57,9.190052656167557
j,72,49.32032286906317,24,68.28927681900592
o,99,31.105259305251764,27,5.87943529174213
v,78,39.64281697352412,73,91.8945356443998
r,76,6.660238130500473,31,73.71244707240967
m,11,72.37194806286855,99,4.312488215848564
q,79,98.36193879413598,76,85.74758863279864
a,65,48.713731451784035,50,70.13593331853801
d,25,34.44288216198467,30,11.466548709284242
c,47,68.69935571212777,48,25.770819405766254
u,14,99.782600242445,94,66.55307050288192
x,4,24.11916962263391,38,60.398325993489266
f,72,35.21395724041796,57,72.09106823161139
q,21,77.66633381002912,33,92.34016375156858
b,6,96.86949057723875,20,65.60693142710208
d,96,89.90268951974943,88,93.99822296298346
a,80,3.8285728440401567,55,10.375971379694548
z,60,26.379470047354324,82,53.377121546021755
j,15,91.3591486874896,82,63.40413281578681
o,4,13.540760411347307,77,39.9535424015277
p,40,89.16651746747053,7,54.81949689705945
t,92,91.92834984733045,20,64.15860463923144
v,87,93.93361274047538,2,86.04652655946666
g,89,61.14844124311415,22,76.97311787790802
u,18,28.808032832314357,94,19.319236830396157
d,34,98.05133922000431,75,41.86386345283866
c,97,70.53018803261979,57,36.390592850710725
u,96,8.173245033027554,89,41.6163800963196
k,98,97.61286832663224,16,88.51122926351837
j,72,0.5096771752437279,32,46.98273696494868
b,44,48.30641028854193,99,55.8765551152003
y,82,65.51939370107071,46,5.509133441497315
v,60,2.2269398193642265,5,95.80252893237677
b,9,94.70024885690431,44,34.72742216719572
h,9,98.38998836819118,99,62.33149037866587
b,98,89.16203010480014,38,6.070455010007725
m,45,53.30637940619396,49,90.12236043879832
l,40,90.19952279518158,72,31.945301859741438
e,73,13.731935606634437,43,81.81632040240258
m,71,88.99302951738326,29,3.811960319028518
d,98,87.31878553800256,29,24.75619386896608
a,41,22.368214024289113,52,59.61850121703447
x,84,65.94845317155253,96,18.24713856012259
s,20,22.885036521680636,5,16.28028791999241
s,57,36.892760587248254,86,9.877003023087905
u,64,48.943199477771884,71,57.29500007384376
f,58,10.231046860421378,8,5.579911663889847
a,17,22.68519187107325,26,80.25185650386095
f,48,86.42414484502815,0,49.38831255277826
k,99,75.84365619659782,92,83.47230844342288
e,1,0.14890623120085156,94,3.423660197024214
v,63,85.0362321540802,93,13.86878870961078
i,60,57.68450639610958,17,4.838091638644815
r,7,26.69733339301824,91,21.7643959981475
h,95,53.09411192040341,4,18.024762050332377
q,62,77.50182369053587,63,73.32675561577943
d,39,94.23327629416997,54,80.96421714042108
t,21,26.86243419359937,99,20.13299548580887
l,82,65.58398333978337,42,0.4622845515342977
r,88,71.32514119497777,16,70.39069269772772
s,18,90.05144109077636,4,40.25595063094749
a,63,5.886865611090686,32,56.71304172702756
i,69,42.24147539140032,37,98.03475984041403
c,62,10.773766805303264,0,4.974438606767995
r,50,56.645426227532234,23,45.699219006655476
i,31,65.91371068474238,44,77.6948132751746
j,2,28.466317143862476,28,74.25662976846898
n,70,65.30699210380484,67,1.121295654609078
y,91,31.746211653581145,25,78.53551751865051
u,0,62.83088333182336,55,15.683632985372986
i,74,4.459307158680758,67,31.007621782875184
x,2,31.780313534858497,65,44.71332355811127
i,51,20.408745829705133,96,75.65892342114145
g,47,88.49775730802187,41,9.663021280673146
o,6,90.436821936823,90,4.088762266371527
f,19,16.009509344772376,83,80.7836041760483
f,95,9.088266109378562,30,62.91057285198591
f,57,46.82011004559128,6,67.34595595224891
p,8,84.59482547815614,93,94.23904564993254
c,78,33.52975065197333,100,14.839125511989959
b,65,50.52040298093695,75,61.995685435276
g,11,34.11019029107557,41,79.62658668843588
v,30,3.2250170514858456,99,89.75170071351852
u,1,2.117503247194885,69,34.92709688788367
o,18,81.29986246631577,33,27.19201545343096
n,100,50.526747437259324,71,91.69960954240011
t,2,23.006335681446068,83,21.202794059681985
n,66,69.20448256870614,55,5.005957831516139
f,15,52.20594910726549,14,45.278114613750354
t,28,31.868142079462526,64,8.633157330169915
l,95,68.37915352268587,67,30.68460189373686
s,32,84.83092800510951,86,6.447278358147712
v,63,40.700648043619495,15,97.85293797515577
q,15,95.27845300278685,14,84.04318909946711
n,17,33.13297744661218,9,87.08720195446962
g,57,88.38787018789822,35,91.66779959138522
z,49,33.80432929688174,20,69.83594666492449
e,10,12.692399074724658,6,80.87330801258045
w,66,73.32373647838702,36,60.02881712907301
v,81,48.196229001967474,16,60.04061355572675
k,20,46.9916593723153,92,57.997861795544146
z,100,38.12286338558653,22,27.81407696518935
p,83,5.152956364097417,36,0.7747591087398087
k,82,36.44194001534697,44,28.88830873515871
b,64,97.38758791415792,14,72.84528662657878
f,50,54.31524063340682,26,52.423995865740224
n,48,2.754531219812517,99,50.44127657843484
o,3,41.988876698023134,75,66.41232895204891
h,24,41.719279086657956,82,59.47234474498959
r,66,98.27537544374559,51,6.68776307632426
j,41,93.23194895833802,87,73.71534545652345
m,19,10.260638484215455,60,22.505788024559525
e,9,76.5199836137858,66,80.14190554582456
b,1,38.923448746393774,84,47.39767270109378
l,58,81.36691190759801,46,35.69231049411082
y,2,23.704933676135063,92,26.683905706741797
t,55,47.9916086676452,47,53.83828554320874
v,5,25.061329205544958,7,0.10840288375502105
l,38,48.12061223727504,73,14.416779214394392
t,24,14.13224959460171,21,57.682381537279106
h,96,91.86846490960728,34,63.560047404217116
q,72,94.73195647366384,95,93.33996887112336
y,99,36.85593578249494,51,24.10236505544514
p,90,0.17708023096922876,88,7.489842367521115
n,79,56.12763771416647,6,64.55743561030765
i,32,2.1262854078750837,34,85.93424964339297
o,14,51.612268126078,7,69.16636667640796
j,64,62.7583123663542,57,92.80258487240083
g,20,31.2443638872844,86,96.88138209626422
w,68,92.60441913276468,85,30.802543642403858
p,20,18.204059107354464,7,30.992517369852692
o,39,93.05242044784117,95,97.36867218885409
a,37,33.82586122082601,15,9.700038241379183
j,43,8.870603048721403,64,60.012359298238316
d,10,31.553711602242718,17,15.549916915017336
o,16,52.04195174788304,71,52.109241452091624
t,58,80.4606923278295,29,57.9084836961058
w,25,41.835948514699105,88,73.56949905291722
y,54,4.021885962001459,4,8.72529736954254
o,72,64.87945124798014,30,53.84238860534668
x,77,24.650415051093834,20,10.244215339704965
h,68,76.03019397186294,48,68.18853833838534
w,6,30.243812656415937,51,80.29889679022219
q,7,57.79176292884619,52,24.345581990168842
c,27,13.143720233249368,75,53.596180014678076
k,30,63.859609457109165,90,60.76870465507489
y,22,78.31384389242403,7,7.239847751231688
m,22,35.50296001408605,13,57.22309212085388
w,16,56.86201784013264,53,83.62021001356084
c,96,45.77946890000704,90,22.858960976990673
k,76,45.16473970403353,51,39.59243767443661
b,84,65.36975118949893,23,36.62937012899563
o,24,16.122004857315876,19,73.20953185066664
y,99,0.7412497688607522,21,87.88977195242883
g,84,28.182508688696007,62,80.21377860010023
w,93,86.8983300668967,16,6.49158089658326
u,93,83.78084544810108,8,96.3000347981149
i,8,55.63287537659163,34,86.54739654984792
u,96,39.23249496581545,99,97.89231685908113
c,21,33.78850095658421,5,10.812220557795161
l,84,38.7124973593563,63,60.43408178187889
u,24,70.06565371020743,73,74.40795471858517
f,100,20.646354796630806,35,0.28498178799539753
r,71,82.14217719632734,20,7.345261581618834
t,89,75.7873233420842,57,11.99141282679368
d,96,34.086876660408926,6,87.76786060162073
j,55,55.49630181216857,27,66.52070017883528
t,73,41.88687256967961,46,26.057339189098272
e,34,59.877070240955774,9,28.015318731284733
n,48,5.399983805413877,71,7.645986147782846
q,20,97.92921769673559,47,6.025856571810673
k,36,79.96774943193499,58,2.96536727900486
p,53,78.98912234667907,16,83.17304330784592
t,45,50.945417993831356,77,49.86008121251098
h,25,75.64954889768558,48,3.393268703707064
a,55,9.944240450923548,37,3.924843043255899
j,23,29.24973631507024,62,64.05988196265989
o,80,0.10939072731416255,82,41.6092312836543
q,54,92.39109966688281,60,73.14086251762741
a,28,49.95197705663264,86,76.27581661785571
u,44,48.96496790421471,44,11.554804698110456
w,42,88.10817671105957,46,32.377908558403604
i,45,48.40499701168016,48,88.40626009931674
x,93,26.4831343245993,15,87.93354061314172
z,28,86.95915206137911,94,69.11023544272057
u,91,25.033106126249336,72,84.34584714139957
d,75,9.25586494350722,96,74.73649733472121
z,71,62.99879567112884,52,92.34015280911763
y,16,83.94465465904015,55,71.10964063634523
y,0,76.1206459133784,29,70.22256778583747
q,33,2.955056145769386,57,70.05108799076835
l,6,15.79340725715397,43,83.58712563652857
w,45,82.6815930977354,33,68.73156213309866
g,38,87.14439688364958,93,73.93519561117965
v,90,60.42368229790789,53,99.58573654829915
