V,Q,O,T,S
j,79,40.430477387881325,84,88.45128019502711
q,36,66.50996905382434,11,41.93313251061802
e,79,76.49440924998855,43,96.49573255300493
o,46,70.24342198221903,75,28.111238760161704
k,34,56.724123366392,39,11.153815959828206
o,72,32.55446975707519,63,96.1018459755853
t,2,30.37727113601235,94,8.793000966721499
x,45,22.407166945183988,48,42.66092648329565
m,57,25.783700391913555,99,9.365343990283492
m,83,45.0155603799823,48,42.77733026401819
c,46,54.0992053191106,3,15.174262297316076
g,52,16.789029596985984,11,44.97605467181391
r,90,57.847773670023216,19,35.257340125814416
i,66,39.19644852819785,77,64.21140989869426
r,44,43.92536211617053,61,85.40777185281226
s,68,5.419621358612147,64,0.4554442624240873
m,28,5.303640595684389,78,70.67497841648638
j,22,92.31461301946109,67,9.477094433764943
n,94,19.659920646472262,76,43.58795101569489
s,57,25.917472088628337,52,65.83986647390785
b,39,13.733643180260103,79,5.018692073709108
u,15,36.034129765971244,59,8.095227922931192
d,55,64.09380104633902,46,69.2635461908975
x,57,3.729091505160831,91,48.731672702454446
y,37,20.000645839725905,42,85.45388666746578
u,52,91.82239378670558,44,15.144448567343494
q,65,21.891529278239,79,36.44779397421066
j,95,46.92136215073448,42,21.19244535438697
e,68,80.69360346700577,9,38.38626480694592
i,45,54.74513016710022,39,47.093002969506955
j,32,54.386522409205774,43,87.37159145687474
u,31,3.1595092471260355,7,14.54902972447637
v,46,58.82805351374532,25,43.64933868632668
n,67,70.09029337564002,69,62.17848084251608
c,57,49.27508007682796,96,97.54545231141563
o,88,37.29902063781022,15,4.904661407629063
x,4,3.481612987799343,78,60.74303068217628
j,52,73.11509390696087,35,72.92225488671149
u,41,13.338485755835405,42,61.27597288439882
h,32,64.42554457001634,2,57.48681606666035
a,33,95.59110453513117,43,80.61880057023927
u,98,61.67727540770475,61,70.0765326210207
a,10,68.79872500880988,98,51.093497793306355
r,17,93.09380064179985,69,33.41688991815249
u,28,58.74770969455005,72,51.593717870602184
i,40,59.8147645840306,94,2.980189434704006
d,33,72.03412971501372,61,25.270658404182267
l,32,88.08005008875872,21,44.043604004033924
p,11,19.092641437119095,78,89.71693269800573
m,60,91.72526228250412,36,92.1905959902105
p,8,46.033319116400186,13,0.07654192395369908
e,62,37.02412674922766,85,28.182429620566694
r,46,14.765125376388877,98,20.426798304108097
g,35,68.46812791221882,56,51.01479946348171
e,52,27.37289736693501,45,84.07891789594132
d,16,53.7063401339405,74,96.05207620973604
i,96,86.64161248499249,19,42.905258493112065
x,62,66.66529677006424,14,50.21980836731596
z,64,57.758978285081355,78,30.970742264190456
n,79,41.25420498326082,2,51.39676632331132
x,97,25.020970623437456,70,56.00440737902211
j,19,97.45995716741744,9,54.120853516190216
t,62,95.83469921392152,29,19.561810393844723
f,18,34.072295568482744,17,15.108039301297094
h,60,47.392880241026845,5,61.954289196387094
h,20,30.278231658804366,93,86.20847072134885
h,85,91.34237158546603,90,58.21532863384099
f,42,74.87587423110912,5,21.71605767837437
j,39,54.67187530913796,54,59.62074138783091
d,53,76.65041219509658,90,18.08944597599622
b,46,92.11158395227326,49,23.753897524333546
g,22,78.21512740753191,63,93.69083902727867
k,97,7.000104946021379,95,11.113394085640548
a,36,92.56633446394477,40,14.58559147378563
y,57,55.18106191546006,31,68.4541539639317
j,9,71.60009614002254,45,75.11041063135589
u,73,80.15032426066173,28,9.454361874245254
f,83,65.7894614543417,51,4.7493181757933485
b,73,51.11779265473311,19,12.54672737476824
k,31,22.049690167983382,31,53.16013687154464
u,21,10.292190836305771,34,52.60179966974031
k,3,45.32143867858739,65,72.29746826707681
a,53,8.491746024755464,79,88.43339083448156
j,17,82.0608018862892,38,76.67580828447521
i,93,12.923696649879513,55,40.17828707661156
c,68,60.70967085956619,55,43.16025224735643
w,36,26.425042747955306,16,62.419625498192296
q,86,69.00957775405419,38,90.36611466627387
s,27,7.974598125298438,63,86.18999778953416
e,82,56.76852864959926,44,31.48716628255591
t,63,32.27565852834455,56,76.68764255527537
g,57,67.24336045530116,86,13.516405766015671
y,37,36.33011687187605,12,45.22736965115763
s,81,34.84378224555908,11,71.13007887250815
q,42,59.89381053707496,46,53.41461099857271
o,96,57.068635061214856,63,1.2543494495286356
d,22,54.08024513673958,60,38.3532642066665
n,96,58.299027145472415,40,41.24829059978297
h,34,79.63475932623199,39,53.390763053370286
v,95,66.8863186112068,45,18.51213933935244
j,69,62.20551007845773,97,4.105727225028
i,57,92.95664701236002,85,89.10527229480661
z,10,21.758091401112413,77,24.92824194147607
o,66,1.3116643754731538,4,7.104387121798316
d,30,19.29712312164017,90,52.02197707158665
t,54,50.09825493788769,55,98.03249624317895
g,79,7.121834336241529,91,27.694041905262324
p,90,30.05617732490009,77,43.51064916539465
w,42,24.755939177177787,88,35.64935347095383
f,21,81.8127814692698,82,17.64084777258308
p,15,48.351823744588465,28,42.821441976808394
b,23,66.24200027076601,19,5.065688279035452
u,44,44.579378752225196,33,73.96613739117257
p,9,79.79044163370685,100,45.27058632962594
g,85,6.638160259972659,87,97.22619854455299
l,76,7.058249500622782,7,70.55685255165724
o,16,57.582355843455126,50,70.13336607989136
u,10,19.557551321472843,71,4.580607839996764
q,27,86.27590675306914,1,93.78279343592808
a,33,25.52152360547271,14,64.85318008111818
y,97,70.39944200377845,15,1.7704536809306837
b,74,20.417448008240225,60,68.0937687938335
x,5,62.460733124042214,18,90.68876774064597
b,17,3.70501460210122,0,51.652177514024444
b,1,5.000891280669373,90,84.07808108968825
i,18,33.87653786297248,68,58.58720732005076
b,41,57.87536921262995,18,89.5222549462399
b,17,69.13023612567278,32,2.0371985448488727
r,42,14.769478196422492,7,41.32651594872817
j,48,5.7690843839481865,5,81.98309802486243
r,85,44.26495660216317,38,77.74957044169375
f,96,36.41179282992909,86,3.7830473738599046
f,26,36.424756576819526,10,83.19984132057783
k,28,0.3476654178083183,100,29.197100545409626
e,6,0.29193990958654714,85,83.7183059181373
t,29,33.65502445499652,72,1.9463495199707248
k,50,94.3594278393807,59,66.82343193674404
a,54,46.78095572774647,22,40.64654270886867
m,30,7.67439630340454,42,79.43093271147356
q,8,58.274232826684944,3,26.76971340325561
v,39,35.53937793265271,5,86.55473611563211
d,84,71.71287447770874,74,39.595490202200935
v,40,53.884603402520526,54,54.11270391515088
h,56,28.15934503785147,87,96.29609154192248
e,61,68.54691797519162,92,51.338445506773624
x,88,0.8428035103979492,76,74.08977613417855
q,28,24.984359164336034,33,65.06198424543355
b,40,75.01641570784165,51,72.85774763794608
d,97,42.08753385047837,48,3.6621788245619347
d,64,22.974178508872466,11,74.76139091780917
x,6,42.631735688573144,54,43.22992456938395
e,46,5.669807937425519,10,36.80010536204505
t,23,99.0517203420049,7,66.2056274156456
g,61,75.79859010323727,59,92.66477637482856
a,55,0.12793477641003248,97,38.23757796396614
s,90,24.242608099276197,95,43.71755402002787
f,67,37.9660544551999,9,7.169908139441084
o,42,47.530381926170925,58,17.197619385151196
l,73,44.431633774842226,12,2.7150120654659604
p,23,74.02995907638201,42,38.70405476671787
g,5,23.83798055615752,90,15.407654083821253
l,73,4.439915084653146,69,80.81882376579817
g,51,18.758214532376062,55,49.29145110248309
s,92,78.61326448717698,61,69.76386913911837
a,48,87.83277513355405,79,88.48022522408931
r,31,30.837110839076153,91,75.46447054349261
f,32,18.75862357554462,64,71.36250993733988
c,18,61.46349042379594,88,73.32548009122085
x,36,5.571527830268375,48,12.248049200263234
d,70,66.16784383733804,82,25.652076024309835
n,14,0.1996909562613336,88,91.85876112657034
z,74,79.84249459459946,25,23.883648053669514
k,78,37.34570154461251,77,74.46323185659848
f,6,89.02522457573149,75,72.14389987450762
e,40,89.42921275739204,100,47.39815928713419
o,12,32.492727920125354,61,39.21470996591972
s,81,27.608164786566714,39,33.210966919529326
h,15,3.985676086154033,47,3.928151703818261
i,86,40.514285884875946,95,5.686101579927804
m,98,65.79119697359246,49,89.77191659023694
f,14,61.17124315918212,78,99.03497770439992
e,91,62.07607907117287,63,73.07383177026307
k,79,31.339413741408563,31,19.616174413427455
d,68,76.6791591538066,56,41.35975995205812
t,41,61.095840876766594,90,14.127299700984963
o,56,59.011909436260034,73,75.15949243225162
n,18,66.91409295442206,73,25.146316558244052
c,46,7.178027258359709,98,11.023572187653585
e,73,58.10481776466532,39,99.17188183949199
i,30,90.69124959525774,91,99.46649420173964
n,0,85.68449826274698,27,24.240500461022506
l,8,84.67652911694293,44,76.1687047034695
u,38,93.6944919236655,78,80.21246476410111
i,39,53.25964148209914,98,38.62808942074744
o,81,51.1578127183408,28,94.44961810315789
p,2,64.318416098387,28,30.517948473951694
r,29,82.8727301468158,32,65.99334011225785
d,83,99.26926146537205,46,45.47219973282686
l,74,69.83372407372882,27,69.74034942676913
h,21,85.43325429562572,26,69.61745206557099
i,48,27.762508039467537,10,56.59283684206156
x,19,30.544144162937236,33,76.26797936668817
q,81,62.26404299277555,7,83.15897728530808
s,54,5.291576868264347,82,11.965917369177193
j,48,43.21104658682857,1,55.092110933271385
k,36,53.9898639921663,11,80.10095971237547
s,71,70.73383781190233,99,54.64527253009648
s,62,57.39145145040825,71,47.59107903966603
z,59,46.279024075838926,83,41.692565554223
l,76,6.804238898313186,64,78.68363248971396
x,45,91.47927261652372,1,89.38053352346473
y,97,64.11877098552753,70,11.840773648833192
t,9,50.898900312051886,92,26.082250807991336
z,65,49.100990731294644,97,70.8090366591629
m,35,2.6630756353195784,64,63.179563665446366
t,44,97.3529411219032,16,64.60483168890805
a,66,8.890334080975082,58,11.114609567050703
q,68,15.224564430170151,81,96.69417140331701
y,17,12.667602025566582,38,12.451789175734095
r,52,28.158302318789385,19,38.04629020904346
e,31,11.984354324350132,10,12.008535303816359
h,78,82.73574456008612,85,18.64628298132881
s,55,62.55511674137363,61,48.36473437854303
v,75,58.21998618582588,18,86.62224263070787
x,8,41.3385127685263,46,12.361294342954976
m,25,55.269145650724795,81,42.07365222632603
l,73,62.01423542010659,96,61.640144998489845
g,8,79.38103986230031,39,46.76279801816943
r,49,33.40534502329644,44,84.3876349831699
y,66,41.078368662595764,65,27.436400547045192
i,84,93.86953900359536,87,40.25864741537614
m,19,44.72616751852861,32,60.56932957601842
m,3,26.305322904996164,88,20.115278895831544
p,46,46.04634263927808,34,93.0582488508202
i,22,28.00618678330086,33,89.70080535989918
i,69,0.10175357900252813,32,31.133838192280983
n,87,20.295404717633016,46,42.73918747691619
a,45,74.20239599088944,41,56.14702317754479
f,69,89.56537840217972,99,41.15880989124283
j,6,28.830455544562973,6,13.436632746077038
s,71,88.54895468406241,94,92.30960853199083
h,79,76.979542527576,12,8.516672095016842
a,16,59.93496805376795,45,97.21385087892615
l,23,38.404642817306744,89,85.10531886743053
w,89,3.4771038959272027,66,32.997361165263385
u,30,1.2114490383488774,32,53.418832833271104
h,88,61.00328211057615,6,44.85221708943833
k,25,17.250727017300914,84,43.61494788008214
o,22,24.827800732104055,97,88.0919333344548
i,48,73.2836556984523,96,4.7713719121289415
q,93,57.47800642541841,41,69.2220634486454
n,86,88.95673941852979,53,26.447837909959627
t,16,54.23317298460248,10,76.34318751706189
y,14,37.0725307247642,3,3.1118758531924473
s,41,1.6241703827868714,8,77.52338700143221
w,28,20.30329826432099,57,15.510813308131521
b,18,96.6553793616315,91,73.65376364205625
b,49,14.679041554815164,42,22.63003656674084
c,1,95.63603175585112,53,91.84250735806653
t,90,96.71955062262303,28,85.54128823065477
w,2,84.84011959529478,94,28.684089337164266
h,62,33.460118342213995,33,63.52429449467194
p,16,26.466710040162656,90,75.94751055408794
i,88,91.34634574160984,30,27.97749067661155
b,88,70.42157513234531,89,89.60006874126788
w,65,9.933483221612448,83,1.9072260589758083
y,19,33.953107606281094,65,18.454511974110655
i,89,54.96247013873988,44,90.24588433498761
i,0,1.9498830749887897,34,84.61738042012134
j,93,20.54190033555974,89,55.36401124588506
s,72,77.1834529156711,59,57.950765658652045
l,47,44.21313435078833,27,98.21330469430005
m,14,64.34168940307445,18,27.509480725368995
i,67,90.34671739725033,67,48.92330257249131
r,27,93.64288348974898,87,39.02700063338852
x,11,97.37662197386942,57,81.50973988756907
l,94,68.1810992723482,50,63.94080613575708
p,59,77.62166847328106,11,66.66061910807363
h,97,1.7053762169041753,72,37.21398146659581
d,89,27.4861463955527,40,29.514793004578344
u,70,26.676894650516047,34,32.32900260764168
o,53,71.53177006038516,63,13.807301971601028
y,68,65.68759669934545,80,62.97758822348265
j,86,26.854275436329978,12,4.852164174968965
z,21,73.1574372046265,61,20.407387155541667
r,61,99.62290345470942,1,55.14826656109999
c,27,86.49611534641937,55,91.52952516435595
v,26,96.23348170808082,2,81.20538484508344
g,87,75.90001346452219,68,64.15662449401535
d,99,99.60963429870229,53,74.90971641283966
e,3,91.06472083483249,48,84.38982722063372
m,44,23.14519455574341,60,15.708952275395982
b,58,12.285179509061239,17,89.75477370374168
s,89,63.72437255013196,42,42.708960811137466
t,22,94.74365294743136,52,81.65627915878582
w,44,85.76189059447012,13,54.62949764912387
k,73,48.215931221445516,76,0.24262913694029775
f,9,59.15487353826931,20,6.2766959303971355
j,85,78.01907159165287,98,20.336054478220987
r,9,99.10645950094856,61,42.036975560361654
x,60,90.59447838521274,0,81.01967995975085
e,81,36.079097413041794,74,90.53067366174709
q,86,70.73784659419789,0,58.005701723142586
x,37,32.0828794186186,37,88.47499878724831
h,39,23.280156797576634,4,72.08163504288594
s,0,6.411330392777225,88,44.34360905780037
l,99,93.86947005545588,76,56.531752895361166
q,59,16.393194100720144,42,88.78762579742235
q,81,26.358638689264513,55,20.82904779836362
t,3,25.013136196606656,8,98.13232980190092
w,16,79.01942941248402,17,31.780350289391457
f,75,86.54562801673312,18,16.508862248903522
v,52,89.94190581176743,34,3.238010390999091
p,84,55.2072958337115,31,64.35500225116138
k,98,73.2140612561997,88,60.07741049176724
g,45,85.65293838459507,24,16.34906096810813
d,27,65.08317854078197,93,50.74923658174784
e,1,18.637966185370146,87,1.3606673430625937
o,38,76.19876114760265,73,28.803274939938216
j,6,55.90644742692261,32,77.85428550294776
n,62,68.94933016509877,39,32.07330179179058
u,56,3.659706123670603,14,84.69677990714693
u,31,24.939717653001146,70,50.688642956946914
d,43,9.976283190236689,24,63.70416954241571
f,42,34.00084095566721,0,44.9969864172562
x,90,6.574810749276072,10,4.602441847908922
h,53,36.02329607224025,40,6.195253493594
b,77,17.283677411813635,61,10.44345430644491
n,16,92.77322238625794,82,1.0496966935856777
z,90,73.94255411636283,87,97.89693128369879
i,100,83.81292914973274,96,7.502149221221099
n,23,96.9826031403808,33,14.89225648781536
l,85,59.607169263141145,22,8.744355770556144
g,51,76.73776161691963,52,49.253660465249894
q,56,45.4304960947281,34,56.09304459470182
o,85,20.658901904540873,64,48.096123761842335
p,71,49.22974236560537,40,42.81894047948204
x,15,92.56144194404112,61,70.6165393981675
s,10,5.6170823959777465,91,74.90739460565501
k,100,42.233781280283885,27,16.752185881409055
z,68,26.672170880294367,8,61.37655944628676
w,17,74.84354330421377,91,26.530890986669363
a,3,68.8702827335536,48,2.1835530373458756
a,55,26.1667353616714,58,90.54998911123458
d,16,98.1165585860643,26,50.0085814641925
s,68,46.40882333713054,96,53.45609297705276
u,84,12.864617391849675,9,14.661469531974024
l,29,38.623305848130876,3,38.58333545622473
s,74,85.06993303267542,91,38.93256559076641
v,9,18.654949490349004,7,24.58385990060802
z,88,47.100466214048396,10,43.01748903637617
t,91,87.6814898708502,25,30.34266128100489
d,42,19.05262330777815,16,4.829813951622497
e,66,87.13097686272096,34,21.942305740156865
x,33,34.21740588769768,62,32.82928218607586
u,69,78.97841203683437,43,60.11405191152417
s,67,90.22461374636951,96,88.00462971207435
x,14,27.462159723456537,92,51.1907802298594
s,29,57.358708741170595,25,17.228075992443703
j,94,27.70601492716861,10,93.57479703336904
b,11,57.5862863240725,93,3.9056289636409502
o,81,26.551653451721013,37,49.35144844888886
u,34,31.7672559511447,66,9.381676588694887
n,92,72.24521757390582,68,0.5134962144203836
g,78,1.8349754740284885,29,99.13220784974625
r,69,80.03405582383513,4,50.00671476423941
b,25,83.41288471823695,51,68.78121907966064
w,33,62.40000364644311,54,2.4024740090188956
t,11,68.68291895464333,30,91.03001210285737
h,39,49.92245768746674,26,25.486557660131727
i,74,75.25086876652264,26,58.74458951918498
a,77,8.079694685649452,8,0.9151139078939496
f,34,21.33786301654301,76,10.185783979403762
c,17,15.114014109295415,46,52.95052044500164
s,42,6.858504115568698,70,84.57024857618703
h,2,85.32071607140992,54,47.41482352995515
f,47,28.42710416462264,5,47.941483685759444
q,43,13.730365304275816,25,58.73893884882007
o,79,18.31191378093959,10,46.161447244174845
s,15,65.60042047169756,59,71.59883514116973
z,86,84.02022637881646,17,31.300142393107556
v,25,79.25008098266902,81,46.70882667490325
c,14,71.64952004842495,14,50.62320672333859
m,60,70.1560187906772,43,62.895895896417585
m,82,49.638423571267865,89,73.99901708903269
