Z,X,C,O,G
x,60,93.5690731131112,98,58.560773436741506
k,22,19.339251775133626,32,80.2144375044511
h,41,45.752454551423405,28,65.84155567555754
x,55,16.470718521955096,18,29.217701835469978
a,46,68.39472477979618,19,97.51023806452841
q,7,87.12123954667605,17,4.317036770411886
k,42,17.110851206672685,37,89.51354271714871
k,14,5.506891406873993,75,1.1921282511950904
g,96,48.52444732345037,75,91.41476335279769
r,23,39.114873950439424,39,70.13013192189047
t,82,90.38587667292994,16,45.26415020134845
b,17,40.03998296465888,99,88.1757085936866
b,90,55.05996489577463,68,86.13303735859405
d,53,1.6120149903560366,95,50.4662925730638
y,96,8.84626069645391,1,37.46272746038447
s,87,90.91050026008742,80,50.68564595923532
h,55,65.28534814190449,15,84.8187946198031
d,75,99.9204701776002,15,59.89006965549994
y,19,22.929451255069843,100,12.904359085430006
r,24,43.27697118749456,8,53.60865682228481
y,15,12.26281196668264,12,96.31999825314959
e,94,87.44504783847691,21,85.71907674413858
w,44,57.13535937008529,20,8.368923817847717
f,57,68.56111867925064,21,85.77158497151814
w,93,77.47131575278705,72,54.88663528351475
s,91,84.23124002453396,18,36.17622172093249
x,68,80.02597288036522,17,36.51936556777068
n,1,41.11001992488214,9,62.01456234597323
u,78,7.840848511779663,31,30.735600653286678
o,48,68.5975301701567,58,63.918574260595776
p,95,92.29566481459169,37,62.335031501596085
x,45,50.192333406672674,63,56.75288009469098
z,15,31.638641496898877,51,19.185197793338695
o,43,55.90475796564728,86,6.357122515836644
j,72,81.15856649419759,43,87.70084395198012
i,5,68.84065989895865,29,53.31761158721105
t,28,32.53576714486698,39,37.1848655817635
c,28,93.38224546125798,44,75.063162182044
b,11,61.639084387576425,53,89.41438898315032
i,54,83.37026773414193,51,51.531215382308915
h,54,83.51191039554928,83,19.864374362609727
x,93,72.14769264575096,74,64.94429731072202
r,16,53.21391096661478,61,36.066346897864
k,100,28.85427677139677,89,75.23001269776523
o,52,44.95661452232318,91,92.88023208426375
v,32,83.08165989506888,91,28.13568475991951
j,50,32.71416008089627,39,54.31775189123653
y,99,10.711356515564042,68,50.48683674954061
l,73,49.17431255022099,83,95.75221510018163
h,40,56.39196021607952,10,93.7067806326646
b,43,14.880568386708937,79,11.139381759139644
s,68,98.81477081101445,33,11.324122662499148
n,21,7.863989461319354,80,59.042099667673995
s,17,8.685952750199267,61,99.86272211759578
f,24,57.704631480543455,10,23.424236898161755
p,68,97.31980305679478,87,21.535514008533752
o,55,43.28677074846294,26,70.40344581366507
j,70,96.20148292886253,94,44.16331762132647
r,25,59.29107148719592,38,79.31647410756536
f,18,39.39190461109657,15,99.9661657402929
y,50,31.399162966603612,88,79.8635178119908
g,47,22.789223753620526,93,78.02523571663728
d,80,75.62656399995082,1,30.5585041560539
i,36,21.31492793110662,68,28.79037038460085
b,49,23.144093968763848,82,18.884109903618796
h,25,18.215822596729293,91,61.08641052980794
m,36,94.44482839543652,7,28.90048106995846
n,80,63.10065434634251,39,59.2734675516961
a,6,80.65451422511846,84,26.532899744836147
i,69,73.15302108911406,31,28.221757051968744
u,48,54.156531604235944,80,18.39536159313855
i,53,22.266830736745856,43,83.53483384904828
l,3,29.48874892051816,49,58.36073796234595
x,5,79.90474240544268,19,2.2300240725041887
b,5,49.02854654836359,49,97.46227613604697
k,44,12.795397644010764,87,41.38005676083259
o,91,70.45662655024557,44,72.16449085810282
e,4,57.78546509381647,50,19.57208659522871
v,27,71.45137017464567,52,46.79678355451489
v,81,72.48360899973095,39,60.40431959710979
w,7,98.19980626736509,86,37.613351647452
k,7,1.6105606683383566,34,67.55067540192881
p,40,70.87215314697823,5,20.937264462631987
m,57,68.53893378464974,93,88.00649615939234
b,94,63.944175937835624,71,95.05875979777811
z,14,82.14203152581591,91,55.87554895690773
b,38,88.44413302352743,99,83.56018510014297
i,27,73.98185667225266,64,21.623654987221276
l,71,89.2452599068181,4,7.369719405190289
r,80,67.9309468845042,25,41.69100092804329
v,44,77.38527579957999,85,18.524702579752518
n,95,77.96697313167417,37,46.711335025628166
i,75,92.97971712046227,2,75.00330241735632
i,93,50.96023546243781,34,85.10747959934298
c,65,24.14983049116498,91,66.05419113407362
g,79,84.18295596251205,93,96.6694723063568
g,95,32.581531411332485,6,25.739887350919354
f,23,44.275286613642976,86,49.61784926307713
q,5,27.833465084851838,46,18.54652942356527
r,37,19.03764167013291,60,76.72342220280937
a,45,75.689555163146,74,32.89786763057702
a,50,29.885958327894723,58,57.136697544158096
q,43,48.96104689823382,55,6.259365261275917
c,60,46.689436252335156,62,22.823508800080827
o,58,93.16056995332673,12,39.779243655762606
r,83,73.83541696787216,91,2.7891279589053797
g,38,63.05183717355337,54,8.753697486961498
a,44,73.10299083131846,32,91.60685193880616
f,10,36.752556330308714,46,65.55593175421158
y,37,79.25342537628762,33,15.34156273087226
l,75,38.10211341759832,23,46.19896207580333
v,0,63.613172119303826,58,69.59171302203242
u,57,45.721463581536234,49,9.061917288399023
g,3,16.890290793539776,96,10.56007167236629
w,100,52.92461739637425,77,87.20985354957801
s,89,18.611970409551816,30,65.30438752782167
g,50,52.334142305345885,29,18.951035153341568
f,26,34.212321031523516,64,58.54888377810536
l,78,73.53494560234553,25,58.74446111066316
c,8,26.503165193487355,79,70.7035320491303
r,28,26.715540208680878,82,59.16462805786862
z,71,19.42640192787214,13,5.0515223774852185
j,96,39.936540498176264,29,74.66592260560265
k,45,50.942641596198236,70,49.74120207724516
s,44,12.207455177110837,81,91.56688404826944
b,47,90.17275436000125,35,73.25444587005788
i,2,19.492471785142772,75,82.51968268729837
q,0,1.9614704549351436,31,53.15819787633431
p,57,53.98592464630722,70,27.098780472707883
o,3,3.389858336808338,42,55.60892060320467
w,63,20.795066201702383,64,70.83210934393567
h,50,87.51130678616616,80,91.86729620982351
a,46,22.58947616161465,91,45.623270191552564
x,28,15.423370858696117,30,48.98482664975731
g,31,82.2042498640508,15,82.43825046816762
g,46,97.29292531253739,47,17.501229952383568
a,40,27.04292423569249,71,61.51611364598032
j,95,16.927306950096145,16,64.77183344476619
h,28,28.940194966633392,71,65.71477536414073
f,13,66.37134041207334,10,50.38575676412744
y,18,70.3331987242727,11,41.76539835307484
m,70,5.763680665002346,11,37.92297326187298
p,1,11.338062963357787,97,4.4855539481642115
z,86,36.20400070787685,51,76.15504635791255
k,85,29.692771152816533,58,50.5435246792535
j,5,57.13452519764813,22,20.988439228531853
j,3,92.03735270351075,3,95.54877591353257
o,63,32.2675917246244,64,70.91536276783695
y,83,33.62647401690945,12,76.39806513790181
p,88,39.80357034647003,16,88.84778014961913
r,51,14.008113757732543,91,75.47313329706495
q,65,87.42311505199079,90,10.615060884389882
v,72,16.547815742291363,46,8.314451863230454
n,39,34.976658474492254,10,7.2513010254220855
e,73,89.29830646879884,70,81.05055076054335
j,100,19.670076245276803,64,32.97524178682857
w,65,19.802734586419078,73,38.444870174708456
g,90,76.66923427314619,46,99.27295816399662
c,52,94.93714112414055,35,40.14608386178108
b,92,37.86620948807665,13,6.951215964098267
i,63,75.4402546406414,75,76.38850514848777
u,40,14.841568849600018,23,88.35820517310027
l,60,99.69990083640965,76,21.742421745375918
m,64,82.4535931945945,66,43.31468629656206
r,79,12.692504407732141,55,39.05452791773809
o,15,80.88782209024707,13,98.96541283521155
g,16,27.314327268360238,50,51.01859854114521
h,23,97.16323568173154,58,14.541903485440999
h,27,48.119322762579294,72,68.80505377770233
g,82,83.8860094600822,49,82.34297475273668
p,25,3.149568595293306,39,60.69407208329465
g,99,84.72346557262817,96,61.139334464988984
t,6,67.8277244078794,16,69.7024710374352
b,66,19.734647347756063,11,64.06528554030692
h,57,98.3947507743195,2,62.533103160772676
u,11,27.658619632333913,71,49.62900721087403
r,20,94.7739736841461,55,11.604994097816812
a,25,43.761977452070624,6,11.63963936302661
g,88,12.584070226786558,100,7.634095559805165
l,72,94.72180473958275,37,47.209919844086336
c,1,95.94549687365873,78,53.30645782082165
r,26,29.74676314239738,78,54.98778026985469
r,85,18.419484996109816,21,84.14352264251748
o,41,91.48467467261881,27,29.550230062336446
r,12,93.30125555037323,77,24.8089798755312
n,82,53.84634535196432,14,76.10994129699228
y,1,1.5025042394545718,58,33.326740321329964
j,18,74.31923397994477,26,56.589161256970655
h,6,62.191338806411714,66,29.750514033080954
x,8,6.70447264697046,19,29.13521429200464
q,36,63.70764079720338,48,3.895253293677514
l,50,46.87973367467229,72,13.135785391981592
x,82,73.24228812508477,62,99.57915228893329
n,73,59.431696323251145,52,83.27012138020096
s,77,27.235818604129726,17,10.117584320037631
t,63,23.009075273052826,22,9.751458726892992
c,65,22.532250101066797,44,17.519680379626823
t,32,69.82652853305615,58,70.5559695369606
o,25,31.70546652089158,45,39.074433446784084
p,23,7.717780940271735,89,44.24903818916206
e,37,2.1776376224071803,26,33.40651918899389
k,20,47.61248274155031,86,19.259485830971034
g,85,75.97644099491885,26,78.11398696001703
y,71,12.23144379683967,94,51.09270052318083
p,4,11.950184951414345,73,40.46860537138299
a,2,73.08185378537183,63,10.703387988459545
m,40,7.287896475443678,14,82.13910444239258
m,70,35.92616053934145,15,64.53556965580077
l,77,79.87243939078198,19,86.00300413172019
p,22,34.86528998319145,31,46.938521599428405
g,70,66.48883412541248,34,26.686699168528015
r,86,15.630126619515039,2,51.534652987389606
b,42,60.3341535498865,37,73.64160740774263
t,5,21.925987960263626,40,5.991935760358114
o,63,92.89313879604214,82,2.8559516058392798
s,12,53.1778442102554,86,37.98553507772099
k,29,52.08023811853503,91,18.427424624062773
v,16,73.74779835307407,64,87.88932526839108
l,14,75.06165787036144,53,57.73660794271309
h,36,5.549993791533936,55,54.37638115103298
r,48,10.14410351026923,49,42.85262797750811
j,65,66.43337049171582,92,85.5740679057163
v,53,71.6336092858228,90,18.207363740549642
q,5,46.81555048752819,76,46.53545276867621
l,24,98.01386957154196,36,3.327435221807251
g,26,8.748153757426635,75,73.75942269889727
m,57,97.81487403840713,84,46.383916507593646
d,41,46.26815519144314,79,74.72894459512824
n,48,36.7296323347776,18,35.738564052258106
f,70,96.89310882233086,35,40.657550816891884
h,18,28.964770942379104,41,5.7994637576873505
u,33,18.625807704597996,82,52.22815508346375
e,32,83.16587088345156,47,95.14095705903303
k,65,52.80285570638156,44,83.83238995643883
s,31,68.5093601588654,75,99.16816349812075
j,83,58.86460518294294,5,42.14143941761471
p,56,35.972745875887355,88,99.45835071555616
i,9,47.6269352449016,4,23.12989427815484
t,83,89.68936082183616,60,38.88591929995364
a,2,60.44333399599212,23,75.856924241794
c,11,38.764205999790406,14,6.304059595881628
l,16,18.622366650848832,26,31.792176394799142
x,92,52.15541584619512,37,92.25769322486221
l,5,25.5843648518126,58,95.53311676072322
h,76,76.81157044489078,48,14.03304300644982
w,33,55.88050783932294,69,9.35254763322575
j,8,68.75634759264017,36,97.25620051602459
m,85,44.14843118966694,71,82.23374535375419
e,36,51.53456659700267,8,32.71675784634572
z,99,27.986928492269982,11,65.41646133737969
d,19,30.293068526410405,69,20.80864286384476
a,83,63.23308063049436,55,15.821119254440996
m,8,7.352251525423692,12,49.98371208346162
l,23,56.80246195005378,67,77.78018802831203
s,12,89.19356059506005,70,83.02501474459328
o,82,96.1003094184055,99,57.53117387361095
q,4,38.90822191787859,56,32.65753831716677
n,39,45.58023327576187,14,61.69543306174331
q,35,26.859073176004767,15,7.490603222476833
v,35,34.28891786301285,52,91.67583861167307
o,45,0.25029959185758344,70,44.36125759182611
x,54,48.708739805708,80,37.462239889688995
s,97,77.19290065741801,3,11.167143969885185
b,73,90.13846173690995,90,59.53115008361516
v,72,51.10045611682269,55,16.51616337960543
k,3,24.764711420907126,65,11.875557228051791
p,51,77.78608785454331,85,20.357785820810502
f,55,79.79619608373795,13,48.87974401085543
t,58,87.87774084442592,95,96.8396023818736
p,49,7.4040400844523795,40,21.88440380157234
w,97,39.30253984035901,6,12.966773232879735
n,52,66.68945215306388,73,74.54505316885545
n,12,79.80009282973506,77,38.32059970263912
t,78,78.7413155019082,40,37.19810570566365
p,85,80.40118709287755,26,6.912936348012455
y,5,54.579818069249164,98,24.685981418044413
f,20,99.07451864357628,95,88.39358046211827
b,71,16.956518547149667,64,23.06255675827392
l,54,76.39793770337833,88,98.46562071927406
r,81,58.70618891534536,59,84.74799109973596
a,39,14.904326273803537,62,6.852415047711425
q,16,95.87358941136152,16,88.81990513709616
s,54,20.968953282504554,96,10.494134181536596
m,15,81.17867204342123,86,10.801521067013297
u,8,32.704775429369015,3,28.604747629203096
l,47,53.8368754576743,37,13.019912589182226
h,86,88.24490044878337,30,50.59916425251586
z,77,19.242983406051383,95,85.99140608471393
z,11,29.560581838573054,56,43.41338155143042
a,29,10.816406659817268,11,56.43571889724037
h,97,35.56719686660057,53,64.66686405929202
f,19,7.506491251636948,62,98.73582809212145
j,60,73.48255082515624,94,52.897109192996396
u,2,58.23710003593976,76,31.208343089996593
z,35,46.38697300449539,42,39.95347011856658
g,87,64.32841401464431,100,0.28146957566472786
o,88,12.954258193520818,69,33.00945958888233
p,41,1.988178411084518,6,48.70427035117019
p,62,87.39293047040965,11,30.365600072658616
x,31,67.85948207024971,66,70.1208054126666
y,38,83.55539818589118,43,1.5487593642027453
l,23,89.09507252721582,61,90.99332390302799
r,17,54.50947059673308,67,52.85699909610808
h,57,24.34390745829903,77,21.582301658810888
p,41,70.94722122486372,18,78.79011516496804
i,8,1.8412377804386315,40,38.83340866221139
p,54,56.269979620374414,60,48.71724446774722
h,20,14.990053381477065,62,32.07123487088184
q,38,54.102420050472844,73,34.5353849307098
u,42,45.25728815859752,22,49.76981790821882
w,4,20.899634302868453,72,18.200450930006195
g,63,5.910547112110198,20,8.96954420409999
h,38,47.24131819789867,8,43.31089203692543
d,76,55.80722376551643,15,73.71801563619088
v,28,98.03354219668816,8,99.55492839826455
p,10,53.92118502069763,36,24.932634263137654
r,79,50.12330224717704,27,21.225246461814727
h,68,29.32678804147246,99,68.43450581875001
n,66,49.884448680679185,11,3.816754060521066
q,66,62.700396749417344,31,94.86447324868175
j,21,33.81674402319713,94,89.8538191515609
b,82,97.79483698212128,53,85.53125688907377
a,80,15.579786819759512,80,84.1374155128801
m,87,85.75305483946813,42,68.25496471378005
b,82,23.484704071998173,58,94.40359162661804
o,56,48.212232791686475,50,86.455456087641
j,30,94.5144838933887,90,22.193683863441727
c,91,7.722689513545122,78,94.90905106147399
u,72,66.24468778145409,98,17.59988734638197
p,40,5.184825569070206,5,40.636419379790354
j,50,15.441596546473946,60,93.4885692150857
w,48,47.945843048867786,4,65.56972558271448
p,71,97.24116301402795,92,84.42435100687638
g,58,17.90183335105877,11,18.970290307885584
d,49,4.2256704005569246,72,83.12389004330342
t,45,84.77630418469259,37,96.46253337756464
x,82,48.61921000141466,64,38.830443876373025
h,7,58.83143576898754,90,29.119059030300566
p,2,87.22890170099498,94,28.815695538995257
n,64,51.248199931615936,57,14.986335670419349
f,90,29.528277781442636,1,75.21270972214482
i,46,49.473597631263,90,58.110392441628555
b,1,69.54188683573709,63,81.18303257735282
w,93,72.47754259465677,95,80.03742860763427
r,67,0.9277818327539378,47,20.811682232730845
q,95,98.89860061223277,84,33.4100082334459
o,76,96.06714772475033,23,40.426827491695505
n,48,46.21003079953897,71,28.497375766716736
e,43,93.37739704013156,99,33.025411698161555
k,47,91.08486658837506,68,32.76894580338791
j,91,59.270420261803714,59,84.94544043818073
z,72,81.54316645827771,10,80.27809150697851
z,94,12.363793990718097,61,3.5958224031026553
s,12,71.39109774126942,29,12.953622758497952
t,17,64.73073384352675,81,68.14519524058512
n,61,36.288481927970736,68,45.104027770809886
f,73,81.8894101322179,61,2.3066544083011897
g,6,78.072019262406,79,27.377216955106366
o,45,12.69493967906884,8,91.39821495556203
e,24,64.74949717292061,61,71.17948079913276
w,18,52.65020434054081,96,70.07322484955696
c,82,99.36001529209634,100,28.976311782019703
s,62,0.9898685227173409,8,16.988444528371925
e,56,62.807020091889285,86,68.559757461105
w,88,8.688598449211494,73,92.30674478039361
m,92,76.26512132616425,41,7.877088101711149
e,69,2.2229343735708174,20,20.541469345658726
n,95,55.08798760900173,76,70.74994139278326
l,21,12.605413048315006,75,23.30222275023557
v,67,34.959630900107676,12,62.674043772841614
i,9,75.66371060354813,56,38.65236670070428
m,21,82.62298056375201,20,24.079102444447066
s,19,46.94491568518278,89,12.559918825682015
a,37,55.31267917808257,46,97.61408978732105
k,47,92.28853213303671,83,77.63983920570816
g,56,3.411572477337965,71,86.54465168140678
p,27,68.25956197400157,59,51.94017223258187
m,21,26.75113355630112,67,18.678955882425885
w,76,62.77805756556326,25,28.524774570175783
j,77,14.926502190347545,10,21.866371182653456
t,51,26.393389203987706,66,4.426311411380556
m,75,52.14137033058077,58,77.27672769190964
g,28,79.71958123011342,29,27.714880581382694
f,59,1.9053262032741936,23,8.84047874793561
