C,L,J,Z,T
e,62,83.5360028214255,48,85.27193812211672
g,1,59.20661085098258,55,54.9291123044952
h,74,0.518488769791825,92,54.87880024275843
t,99,29.10129331246457,97,22.384331543824864
j,45,64.74460411681892,54,43.31372377928928
x,25,47.64585656792298,66,22.852261233564974
l,88,31.259859715523298,90,35.74869826544401
y,77,49.82434974621608,100,81.73598649201804
y,7,28.557119382962036,73,94.91134594147937
c,70,50.400275539659845,43,22.27294066015223
c,40,65.84722622333635,19,87.21254272086085
h,14,13.529978194890713,49,18.589862679670553
z,59,98.56833958732568,93,57.687871659178235
r,43,54.8850168720376,18,93.26184277961794
c,74,25.535756615572637,49,60.023155810919214
a,6,20.97848941798517,15,86.91743355416276
i,52,96.4990593342112,20,52.58343993089364
l,85,90.37826418589808,62,20.16021186263227
y,19,90.7558191038389,35,79.1332277012516
i,63,56.19579968513535,53,24.721518591738246
z,71,82.92190711853614,9,52.835731269138556
r,87,40.920298670376056,65,11.55387057710816
j,12,26.278143906904482,37,71.60639153707825
y,1,68.18096583518762,13,39.26398429212743
j,26,62.57801494080633,0,12.900680753338412
f,56,95.65664641884777,77,96.68738837791882
a,69,98.26538278297956,29,62.44915059595934
k,59,67.3236871110419,70,8.664528089790213
r,0,23.427871101182383,94,5.675331304893982
p,14,17.674892201391224,36,68.00998355301645
a,48,33.76475798453061,39,99.83130879723059
k,46,7.568414134193613,52,39.135629347522205
m,68,0.6557871436403517,56,14.66360910698472
k,35,42.40856839398798,77,88.81876451858581
k,33,39.033607929579325,2,26.39795545969551
z,63,12.94796194602803,69,34.577737470320336
u,28,48.36861237604515,94,76.48095468713122
u,100,63.555498236151756,39,98.55779452448981
z,66,4.03683944192057,14,10.35135059467076
b,92,84.84659949606086,83,79.93880694888014
n,90,98.52497657633438,98,83.8620375471432
p,7,15.414805260027187,78,64.94763590375273
e,65,55.868726615163666,21,41.41860805009039
k,99,45.04316864684091,93,24.262746020858973
k,65,2.8797654787671823,19,19.140199737247965
r,97,50.45614351043037,70,57.96480508507065
s,10,89.53352536286653,4,62.04891767785388
c,66,33.456908585699566,92,41.57106412176073
y,3,82.94027952467927,24,34.53878759811462
a,89,51.71692714695793,48,51.70517387646195
s,94,64.3935303128879,73,61.06606030580098
m,83,45.92104193058659,13,37.79541805688792
w,63,78.12078579091735,9,16.280260189607187
w,25,43.2915576365589,10,25.494505396927845
z,76,92.45928687808136,99,60.73649908458981
p,66,11.879906706690946,2,60.56822681332188
g,70,23.530131361761764,60,19.323955393072822
f,25,77.74438008171703,33,25.60840026165928
h,70,67.93007355268415,80,70.55445951338967
t,62,11.455988350831248,14,22.506761544882714
u,15,19.04335869006728,81,9.475031670636792
v,0,63.2637296206931,88,43.57290464403837
y,90,83.57570203626923,47,82.19233906253159
c,70,63.51791768488442,30,83.68525408668403
d,35,45.033798336174726,7,54.068904282469276
r,13,35.54084760633048,5,77.81420807744895
d,29,32.369888499253626,82,12.537178803510308
x,46,68.62181588068738,4,72.33149441774113
b,52,1.6921908544485498,11,37.91564907877517
i,95,87.67765873181588,47,77.18673826994814
m,28,73.971721443013,1,19.36385712398948
v,86,28.61109639905908,7,46.016191808581176
x,34,9.409220509532046,41,43.19066422561127
v,61,64.94738348335146,1,23.48974115165946
t,45,60.64256749826748,12,40.246579893195225
t,64,98.09081945618298,36,42.2836203399784
f,82,24.021260330377313,19,79.41603553172058
u,3,47.086377838937096,80,25.409030323040525
g,95,4.1331980682654645,34,16.10735096635655
f,29,14.575837912597711,87,66.60294159771524
q,98,81.80108060920382,45,79.05312762238424
x,55,50.5834670784014,73,77.47838373847988
i,95,42.8233255076061,57,16.869969749126888
i,83,83.7272403702512,22,41.59832229423665
l,88,17.146858125315912,26,4.2692222275517615
r,77,40.72367602873087,8,40.87897015243802
k,56,95.89281558407407,26,4.33656136818974
e,76,4.392503044975737,61,10.25741799241361
q,58,94.10241086228865,29,36.60132112992017
g,26,95.97048234208796,92,62.689232724936396
j,9,68.13792504704467,31,70.70276612450913
t,78,83.11650962724636,86,54.56505971961788
d,55,85.90122989544808,15,7.025762875699915
b,66,3.9638985110115432,46,20.577215433637164
w,2,24.006735905609624,87,58.02262160448338
f,44,20.04283736121725,51,41.758948595826915
a,70,7.944454042291216,72,65.16303665346935
g,81,8.33554802711145,58,48.85131079658962
k,5,69.63484980131614,60,12.414794544697283
j,73,99.30163003020866,4,54.66133782651661
w,39,32.88831850324373,5,24.326910821188807
j,78,36.41028386481621,21,12.127257838282246
t,24,71.33415457562926,7,81.49325367305883
d,80,86.60252053498172,29,61.491971321656266
a,13,34.26934646621421,46,19.11848633171974
s,23,10.196824492114054,24,19.347724725057823
h,46,68.86095412385687,76,82.8961571520723
b,0,8.586324537596667,75,39.48954274835965
x,18,17.172052514151826,92,55.69627813575212
o,46,59.10779688697721,91,40.45885123034113
i,21,25.55010431343986,91,92.63290435057819
k,35,83.82733453362955,70,36.368800856338936
q,27,41.7916838841452,20,55.29535165643367
o,93,86.1877243466477,97,50.2079211858461
g,34,35.348156982969705,24,10.685620840528387
m,85,91.74139449252984,63,16.459603014288305
j,39,11.102548369496967,79,34.95590157383789
v,3,25.927596944013608,34,76.94501078980302
s,88,26.659253012360516,89,15.039270113415526
u,57,34.61307248061344,37,62.42286558277779
h,57,94.71398210582873,4,49.70441967703781
k,55,68.00660637287152,47,31.110914134753344
l,38,55.23431282401865,90,19.24773241117588
x,50,17.767727537078226,77,71.80014426084203
q,22,29.827073106481773,79,53.92325080494267
x,82,0.17055250083515272,76,91.12272272039246
w,10,72.34290186152327,47,63.03365812719287
h,77,85.1539527260109,91,1.8369845576344246
s,58,82.8272338614718,59,74.0081278058795
s,35,54.838686279437546,94,77.67630401230552
w,77,9.032170621435975,27,14.460319774401365
r,88,11.291007657305673,56,86.54484185994427
t,83,56.49227450431835,80,34.99771772802279
h,92,22.485845841962227,31,41.061296913070166
z,57,69.18794162189229,70,86.84481115566741
i,80,70.82526658546824,45,10.217344507489779
h,23,18.25192966676864,17,68.62644370360275
g,96,26.346360426202754,100,51.219086536727964
r,32,84.44352654487642,6,68.08402689680652
m,20,85.43747179150463,59,45.35629236381907
o,99,9.024832683259199,55,57.35288152142051
x,24,85.84360068186061,19,22.51550319508646
f,47,47.7006538746894,34,80.33507761249453
s,22,86.65294024034533,33,44.894468417922084
v,67,94.51066852706212,28,12.597182248175109
b,76,66.80022865590519,88,6.5664077246131995
o,43,62.25241905181067,39,78.04472032164249
l,3,45.11513209392133,33,98.91902393488431
e,42,2.3497927426932796,59,74.65715499350392
m,37,28.951107633268336,63,35.11160026275607
l,69,9.612387654280885,33,45.30167892012288
o,30,37.0783206976318,15,52.64873569892165
i,1,16.390564224906644,92,94.89610516585053
j,83,60.17974829752717,0,22.477673869445468
v,20,29.555050038659648,75,3.3773218720588805
i,89,84.88757781602752,2,95.58141356811836
w,19,94.00406379055606,87,12.453016630911385
c,5,79.08908871015204,69,74.83147992935332
l,53,4.42259548457169,55,90.97411349574861
l,2,79.19411818532667,35,55.43994609184588
j,36,4.381002367303422,48,93.76506763084342
e,3,90.1802063524741,63,95.19039035770128
s,6,73.56236358958121,43,30.059945650548837
a,74,22.622721488014463,5,12.072712611642345
m,84,47.842917888217166,19,55.3257967112126
b,27,32.10173848834273,50,30.843514569336307
n,67,27.336382704587837,13,13.753511708922339
z,87,70.30405156238561,30,98.58300304566377
z,81,38.103172391455786,37,73.75743315750354
w,67,28.643880268881293,67,36.30309646653475
k,90,76.78784005884405,63,97.52125441203174
r,71,5.769699831722475,68,18.558188143667753
q,44,2.346709063988428,24,97.04380276231636
t,28,1.1281170054758594,58,24.16815176866637
p,80,47.58733674149747,11,27.67106188936307
o,64,33.91750615337881,36,16.844149788216555
q,60,57.94494798618369,66,27.011946207521454
z,17,94.44043062904349,63,74.45195697909043
a,72,24.953200048428247,35,51.418730391185065
c,9,84.85610071410395,75,93.60251168306777
w,4,47.929434699557675,7,40.61659023070817
a,87,25.170478498763416,18,47.00080843775971
f,34,82.50059277899823,12,67.66805304746445
b,72,34.3775659441902,35,34.10001982712411
e,21,98.43957237415125,62,7.030908692092774
b,73,69.26691668569468,9,26.095987511269147
e,34,38.68427969064091,32,38.657335821740176
y,27,15.330395537745156,13,62.992651351798
l,85,89.65887925224905,23,61.983368914759986
n,99,63.44466498256494,41,77.46264745295281
p,95,33.499580266709195,60,41.29884780359713
d,94,21.344476350539733,69,69.25794900445062
x,11,16.09937754012791,64,57.3408449246722
p,51,40.55511969774618,6,31.75129309310384
q,97,97.13915875930658,51,85.8397737521696
t,89,29.150873103097187,61,67.33120139219898
d,38,41.743114468858224,41,90.50129798375256
q,30,40.230815043666254,80,65.03518167062477
q,78,9.033437072171324,46,46.361643775806485
q,28,48.60521826544271,18,79.00184180114249
y,57,21.79588327213329,68,88.0792551458282
l,86,35.871215607306,17,51.425297138712075
g,44,79.2273164035186,22,10.098152351122192
r,56,25.985312050227915,42,21.38687674015154
e,94,2.3959896148909587,90,88.26874987736637
s,62,30.037113207632625,28,30.38146055058727
j,83,68.92079028644557,20,70.04316353291628
v,27,78.7323385496681,64,61.068862009375266
f,20,4.1675574670780975,73,21.22959629222436
e,38,21.435753466907293,8,97.5231619245289
i,59,70.3380226397702,82,57.844745512568906
m,95,97.71448612422239,7,81.44357206550794
a,87,49.520423674345736,4,87.25001852138332
j,15,65.33266760203838,12,27.37557733066467
p,93,1.7384850806256735,38,61.02949124563376
g,83,35.08355831428942,96,72.88077043082339
x,56,76.79656446211631,54,82.33294414622125
k,63,44.635775931160445,61,20.083062263117245
j,87,57.80431635748147,93,71.9155602731183
m,65,90.38815075959175,97,14.570306881949369
c,21,24.31302748300528,67,89.88621067855598
l,72,71.15657863671095,72,26.591998943679375
w,23,47.975540587860046,14,38.91706414973558
v,86,97.04890089330827,7,64.85219836944096
r,28,29.394798629305207,0,78.89695814368417
m,3,25.638619037538756,47,83.3027783214329
x,32,68.3353731980306,58,59.321259287585846
r,5,75.41890697028713,23,47.21022691059284
b,85,37.16296158311433,34,40.779715781287486
n,45,58.6263499506035,29,6.108410514709917
z,79,49.34203645545245,99,3.526460973333101
m,73,78.28304430144509,77,2.3364230767941696
q,27,22.777760067171847,48,92.86686894091399
j,66,60.47468675721019,4,84.4006183578736
l,1,26.355632582242283,70,33.51991106345681
o,56,16.951356616427503,84,73.4608852635959
x,17,9.597521149240162,73,47.40873735334469
t,60,16.39386681290912,26,90.35552224835462
v,60,54.47380828581794,31,89.53100518662266
q,98,12.65985449239695,96,3.478753889087882
i,4,79.09595296764049,5,68.95332034373048
n,94,13.16912174353455,68,36.32618808858991
t,85,93.98375572775997,7,87.24514373261852
w,59,31.869066759486774,5,87.47248272123485
f,62,22.848224372889035,86,71.27585490835212
c,55,60.517002060077374,35,14.40262996009124
x,20,76.75054616451114,72,36.585564028984074
p,68,27.398678510997488,35,72.84536951074743
a,85,1.0734055131893405,94,71.88626806869976
o,92,76.87129394240505,39,11.443810886887462
x,24,45.27113671530013,49,12.108132942515915
f,84,12.088266683196524,82,41.46011626026057
u,56,2.801407538562395,14,51.43813998812927
w,22,42.81696661419827,3,43.44418529459668
c,52,93.24923564333136,63,51.975757398928934
a,2,17.493382742758136,58,5.711126379082709
e,16,65.28831317320815,84,68.54304831574468
s,96,36.180667718557494,29,97.70079163738023
k,32,30.84344979994166,77,17.37918259333768
q,64,94.52188812093891,28,97.02473211284237
k,84,55.88159898043115,23,35.008244313919064
m,34,71.00664506026021,61,90.04799519176552
t,29,37.249627597695344,84,55.41335028829227
d,49,31.889596655143993,1,12.782633177113656
x,51,26.62423193416956,73,82.20021401017328
h,67,36.085444498288744,68,80.77261533358275
h,65,9.725793431532958,98,15.47822734015244
a,46,8.360670164470086,31,57.43225080669928
f,14,99.24705699803933,11,6.7044083450187975
q,41,8.0148489399946,9,98.22683504859037
f,49,8.288939359341207,45,61.55624454201817
u,94,15.93537406756732,18,75.41475090836207
m,48,54.79458959613,12,23.18411942917553
z,83,91.82155900415641,22,98.7775105196948
y,46,56.002047025569176,74,55.79549711760563
j,39,31.032902491434132,6,92.36583396885814
e,14,14.953063785924737,15,96.82135750053087
q,37,19.65145826369148,29,26.540304625667822
x,49,20.209923946628216,26,76.42391191052215
y,28,25.593145735844413,81,97.2192633040056
y,39,15.941911169336521,43,50.111773410740625
e,57,75.66385316712262,58,52.05139399741879
x,24,34.00422949900946,28,94.84324302605319
c,70,89.75532504660944,97,43.45611907571969
y,0,44.73757249666042,53,91.7532397394519
z,7,28.777180379034572,50,63.79659454875174
b,63,88.24661808299005,61,93.73785091600946
n,95,66.08085367033276,92,40.080547517413734
n,23,96.58323055918154,23,14.38310790520152
u,2,85.20870077803337,67,90.40104338338081
s,48,41.91693068477753,56,73.1451956358401
h,15,48.16991917581331,97,23.721475323478312
d,45,40.17911811146019,34,31.76431219809833
o,45,35.88967940187287,13,81.670998420879
y,92,34.699115056449806,14,18.669060588432817
n,70,78.43169416427575,12,94.33350268732315
k,7,27.49716753222665,60,31.766086707623643
x,1,50.53752953241405,91,89.08066503106768
x,86,97.85367544997528,67,72.60935571335827
c,2,31.435310732225087,15,39.16032834502644
d,40,0.48899721186059786,42,77.01748469994777
j,60,50.40568150851369,19,21.66555534366077
m,78,33.34467766691856,47,69.63185268219118
t,85,83.76079134776901,52,84.28373704470478
p,34,87.09101230683245,0,78.15629824512621
s,37,36.39914799056317,37,99.289197654541
b,77,86.70639028605196,4,9.987776312956465
w,91,91.32374224716673,1,43.39450749311082
v,65,20.58122532774317,17,21.931280093954307
l,13,85.90251191597571,10,38.939640188102665
o,57,68.23807449624589,0,53.030837225846575
b,25,27.718731162264675,2,15.248474498191412
l,33,34.235291449490546,25,37.12909429990731
y,17,55.808540459883616,55,21.333924186260887
v,17,47.888692163438876,10,72.51985130608062
z,56,81.78251948195727,94,30.13322916521497
j,49,0.9069465337189442,74,36.84534891755161
s,84,89.50526838140347,23,38.7418516991742
e,74,2.818296824433164,85,53.473848018320915
g,90,82.7488063683273,0,0.529885073334313
c,55,15.160090860238762,1,33.92987793183659
p,78,16.669503166873056,14,54.5055149408481
m,49,40.25955383925339,85,21.2599305057661
y,88,55.96380084106231,100,44.04746203593537
n,24,73.70926992968569,23,31.119195599543538
m,9,84.49096543316674,86,85.60226340247952
h,50,5.248779862676423,65,31.025258288472113
q,96,74.86039905797583,67,90.45168671957559
e,27,59.580548517854616,27,98.90442539447027
z,8,70.04983445553174,32,14.593089246858836
p,42,47.48435965093976,19,31.70277997363303
f,90,64.30279065181583,27,53.6249479866252
x,88,21.01980257537871,25,4.314346431548854
e,89,21.721193271304053,29,39.40303296083185
g,51,74.17031955956371,50,50.73146731268299
u,39,86.07802513689192,96,96.7382553860328
l,64,31.364377150099788,48,22.808907345639717
g,91,48.83200039951474,90,86.34419316977713
t,2,56.78673930979423,71,8.600706027707572
e,100,10.236303368166155,37,38.380454775438096
j,32,83.84057247319335,28,84.73636827465138
t,70,55.286454703135654,61,8.793836986766824
j,45,88.26742263898801,15,16.534107770897332
b,79,26.21549856726636,13,91.39287004170616
q,56,97.36997331054327,68,74.94491958100545
u,86,74.48102369992627,37,41.743693124691696
m,64,20.564005985361224,80,75.62367243218355
s,93,42.03130231604996,84,64.21256065254633
w,4,3.1033587082806124,39,74.95907679499501
i,76,67.39315118314488,6,28.161444135101064
c,59,58.736041273706576,70,10.384294537877814
m,48,55.324226289728784,86,31.182895020378034
z,6,50.02273755152139,14,91.91836973648988
t,78,62.25277481819668,58,76.83431249307841
e,93,0.668006173818636,65,11.658425688655461
q,39,95.87515000664207,18,81.07567476706183
r,58,15.368707084372934,70,15.71875012128402
y,17,18.73109928255977,21,19.583620942488334
q,41,11.553080551981465,8,94.44936794264144
m,10,38.14079136331785,98,68.35081850723228
k,70,0.46345068910828013,50,29.055012910427358
b,90,29.39273311702777,24,79.94203949981842
k,36,35.8195686712475,64,61.52459070376506
p,8,0.07446402213693304,37,35.81763934945258
d,28,78.90833609707198,98,7.501354166696162
z,64,23.069696605731625,42,38.316373682468665
w,42,35.13603467133037,36,49.731192099659836
a,29,13.648211745313487,86,78.89808742684232
y,100,76.89995634501877,58,50.41854257662156
k,50,79.7946546505874,3,32.60967853088575
e,3,56.50741348997699,54,51.984930878775984
u,26,4.818997761164267,60,90.41678405878653
f,99,45.427082262723715,95,22.54289939215569
b,59,5.963404271795836,7,81.60962852185708
p,11,45.3178373705601,18,50.09770462880863
w,8,79.42625346906436,58,48.97633327180693
j,12,73.03250348846156,8,29.81328712193091
r,62,26.095827655040704,59,12.370909552453135
i,17,63.67095268635213,98,12.222617219540366
h,64,34.813407913150684,33,87.4675233419719
r,62,11.161174805407558,42,53.40289213345748
z,13,91.38044332730935,15,5.942751047519856
l,5,20.287176930002637,82,57.46537134395351
p,31,90.73277737530674,91,75.20256374796757
i,91,54.02512744178328,49,39.153780347558694
g,55,33.55971775409567,62,59.584855075266105
