U,O,S,G,P
c,70,68.2019878093834,45,45.896608254853255
i,9,99.60525530537272,2,79.44162079735145
f,71,64.22669049957864,74,78.03076914028009
g,92,21.525781076325114,21,53.62279402657024
j,76,95.70496036972655,26,22.36265502174497
z,16,15.513525322940303,70,36.912082912722646
h,92,17.795762143148796,53,30.222503241264143
s,99,63.67543681142834,19,67.37804278121392
q,95,2.801109448662875,36,37.714965647683044
z,76,5.140002498147411,53,69.14159610349606
h,23,14.779073879139215,36,78.43350194771465
d,30,63.621036345447976,46,13.687505328603699
i,99,44.91307206495061,85,26.67532690253932
f,66,18.502955977654867,41,76.91342854368844
x,56,26.103714592696914,3,56.49586689418692
u,25,6.079089061527165,35,7.100965114797719
a,39,23.411749293698282,53,74.8212991099797
q,4,58.050263250000846,49,96.15821981188034
s,1,13.083881139774878,77,44.94531826915669
d,90,97.29280728988724,38,57.91676395233915
f,35,59.22208011271922,28,65.22549140960959
h,94,44.37511746914993,98,46.97929732189121
x,17,62.223989980739034,77,13.439621627663389
d,50,45.8014850342187,23,81.83295674436482
e,71,10.216094046626733,83,13.809426443161355
q,10,66.1068184285312,12,36.878213434125804
w,92,99.015230545307,12,16.41127845407987
u,36,76.68326121923737,95,46.018221483298525
w,28,68.62052002879136,76,49.295417681307626
y,34,99.60088946245322,74,71.67492759187101
u,73,48.32403750101717,30,88.21364683377105
d,72,33.377418317789,91,36.09848450355499
q,50,38.310308774317335,10,71.00933680627615
g,30,28.19095245268396,90,60.251495139343284
r,5,76.33031710492862,95,91.99521141438512
q,67,72.43492420085045,19,22.589102753766
s,46,32.590427346541325,82,48.86770429902565
q,88,54.14624111754652,50,49.65635651845345
f,6,50.73674564998674,8,53.33900531699477
p,83,59.4002746771376,78,84.66613433031327
w,11,11.44968481772166,47,53.66468615748825
d,55,94.23456326335743,30,87.80803403026987
x,12,79.00181513333511,83,85.2977976488638
g,76,56.619110212932554,68,8.724628068860996
w,18,32.55418657734923,60,18.21873886646923
g,73,48.99522296138634,50,51.3095125673514
x,51,59.59532519870141,82,89.31358216652585
u,2,13.915800840029979,12,70.15156690747365
p,76,75.01366983937876,88,59.843310813167825
v,73,99.78906127927897,85,76.74886444205413
o,36,30.215084248157698,30,87.97320841839444
t,14,70.35571290883665,28,66.40906967273249
g,36,22.806804320378227,92,76.39691578022214
s,60,15.895029794810178,78,63.713963608384596
g,5,98.04353793674453,53,85.5013881106272
m,2,93.41796543055611,19,74.89895207035391
h,5,89.74854516290249,48,56.634341052829726
d,22,1.7942979222049238,90,25.297482427607243
h,35,83.6492645327026,75,62.84532055247446
o,75,62.82902577720526,37,5.125038461084497
e,48,85.36403549650224,95,46.16034571273787
o,2,0.7293032450441439,88,72.04272045429587
m,56,15.272533707994008,17,56.21863482199151
r,24,12.99155657631882,40,76.42099396792332
m,71,99.10226764344738,72,56.44120092524801
d,80,64.06425884691717,60,18.080601138331907
p,2,49.094214565802154,3,20.633282643158978
z,76,90.91318508016033,13,25.358181298430782
b,22,41.3824139053373,100,81.3577113157194
k,65,73.49070030853896,91,19.655683161878844
n,22,67.24643663689693,66,26.73332449418584
y,34,14.667406462519128,88,31.117584767936847
y,87,53.624458306031094,56,5.750002721599956
m,1,62.93845035123174,91,5.42735550616017
o,40,74.85146842840719,19,24.680233001756203
x,78,66.04555181032018,41,92.27588327785521
l,56,68.62632089316357,99,1.6392935687757348
v,45,43.1243100931803,28,81.92465406071605
m,79,33.88131624968745,27,67.85112159533277
a,10,37.293492333754855,44,30.995357335422035
d,78,78.53994456420752,90,90.31980298885995
i,64,10.55869360327909,73,71.79216079477725
l,49,49.06603706702251,36,23.262461708370285
l,13,11.848550631236998,82,15.229700651655897
j,15,9.92502677968864,95,75.28043261899064
f,91,91.50687964931443,13,68.98757792958466
h,7,27.74076306761437,62,19.16802134557556
x,90,16.769995399199534,17,97.32013827589668
n,92,79.6994001700719,87,92.40607019111977
c,59,95.46603006652036,93,58.73418420933644
w,35,51.98754055394923,44,70.50973337457171
u,19,61.25924076529571,0,77.84211773576043
p,82,21.091917895870637,14,9.044969403136715
t,65,75.52336931113832,9,26.595346197756932
w,99,4.900162468793601,84,48.18475289254928
h,18,50.4273609478376,41,23.584947044252957
k,67,85.3892130931087,32,49.80761024774656
d,82,78.77507136155393,36,93.7233274055965
u,34,92.12739002989694,50,47.82910588992634
g,67,70.24569150295271,98,88.13876795171626
t,73,42.77361265225878,73,4.32519740397701
a,0,60.90664637394263,69,18.765015206610258
l,83,9.421985419056755,92,15.35151193852512
c,90,63.13049238630043,70,53.12080710902184
r,75,48.64026569216201,46,64.56605281484819
d,25,88.39234221239765,39,82.79454395090104
y,11,14.345935107883523,78,9.39247403727771
s,10,19.90270465098154,53,30.881555727667497
i,77,29.7870420413086,27,91.66331123801469
e,59,49.24904480070009,86,45.992051181358065
n,7,52.24533590688445,8,41.66116424109379
a,69,31.10917000544563,20,22.262300788949496
k,62,37.43295399402506,75,94.43474446109462
r,22,54.97977723463316,67,17.51365603052569
c,26,18.524871405924294,60,32.857316109650114
u,20,68.99216370947323,85,63.84994845150928
d,48,67.03528376667683,13,12.656149659437066
g,55,55.95959931528582,41,75.15720447528585
l,31,7.808043705741586,74,53.07248911593974
r,87,82.57428120617668,15,87.75620198009938
i,61,62.36078528755229,74,43.6121546566257
n,80,3.2797582697634553,3,65.91363065626994
y,25,7.044459520853197,40,82.02355804136053
i,46,17.285102773663407,78,0.33624635811123627
d,97,84.89337359930519,63,66.40818411764229
v,60,96.09226032001439,78,52.13176094818145
f,94,54.61550451930708,60,8.111932477350493
c,83,66.75514569759869,76,35.96285640125731
c,80,37.43917976955821,74,88.0305037259259
i,18,17.67722455284594,93,89.16000233605675
f,83,65.31268331321128,80,69.9858793266041
q,98,18.2787537091898,98,60.27598534487435
d,54,82.81681329815996,51,40.31367526869799
c,17,81.58565331136398,61,89.84927144720687
s,74,81.28590332256115,74,7.875895224095364
c,62,9.192610129792023,61,81.5698601166713
j,91,48.64127383393083,24,60.70125930956281
r,17,62.008499861198715,1,64.73645690588377
o,28,64.72242053566386,88,18.49606862366211
k,23,38.78650482030093,41,90.20045853295791
u,93,92.23130382233798,26,87.64480181482385
v,65,29.41547755335042,88,72.86344947700806
p,86,59.33918572392724,92,12.44473399085184
s,63,53.30316357815163,12,93.43564442372298
g,56,2.9795888108511748,32,41.467031202339335
v,35,60.27504342096607,7,98.957861186132
a,47,57.9709086589467,68,38.37801659887842
f,38,29.260784799824968,96,71.092565960588
l,73,4.814803485384333,15,89.72016165575891
d,80,31.396541582965554,43,20.371801954349746
a,1,22.526519888598727,21,77.49816198570925
n,93,61.263240772475044,63,51.664337136206974
e,88,10.57886754497308,43,92.52283922129149
m,5,41.157047401793264,64,99.94825722617188
u,17,23.694625884231748,9,9.058993633551982
s,16,20.16861649084284,24,72.15348937202975
k,19,4.298435186030258,9,86.99384156539251
n,21,1.405056832760787,92,34.20694047215992
i,18,53.90037190593209,24,42.579215860445764
e,24,6.7894125141527155,82,29.451283721456434
l,97,70.34710350023633,24,78.19033438060681
y,43,54.208972656645486,44,21.981986564361065
e,16,64.2988041784198,100,43.622907365276745
n,13,23.68418707382699,50,72.39925839658711
b,51,57.98290470870597,82,37.27903749007078
n,65,49.94892433337412,43,30.681748979944643
z,12,22.59940804226592,90,61.45026658354311
u,88,91.05793874042246,33,39.06653864731366
t,1,34.66438669350411,100,24.812688366076774
z,34,2.4119423723510502,100,92.60501741337156
y,46,43.070778121230255,10,6.797824754293147
a,9,76.70268933363946,29,20.04003263325742
d,67,83.55243207888577,99,88.46348505992277
g,49,46.319328523628734,90,39.329079412541
a,98,43.92648898319924,52,48.89575390148947
w,31,30.371812334888215,58,77.11810570355335
i,90,0.058705239718959135,23,43.208975361760004
x,32,57.57360578014824,82,34.38160262728255
m,6,44.51649494714183,75,90.65080011143726
u,88,15.958538532270595,40,97.60565874588877
d,51,63.89388566229764,30,1.1898299945679813
r,31,3.909150692021568,29,94.05018317350982
o,88,69.59824454396579,2,41.6865745175785
a,52,22.886274334574818,8,18.818653693982412
j,97,90.10952794892664,6,22.292700401483124
y,26,77.40501029997017,85,82.81716392518744
w,77,76.93735374161977,81,22.159399750642116
r,50,39.83057418230703,7,19.06918482586445
g,4,24.7353469697961,22,87.64127660160284
x,53,87.04170507110504,51,1.1789385582963607
q,14,27.585060811593422,96,14.306852430917871
l,63,77.13393453137324,75,22.772117494134626
e,64,5.483343502240601,90,35.78511705663615
c,37,6.008728411645503,17,98.07902147139743
i,10,77.00408302040474,76,76.10744225131545
u,37,55.71120227429465,33,16.111283888235096
x,95,63.96943819940334,87,91.25663670195769
q,32,27.834233943035493,21,47.67127433079173
d,11,39.204421268246634,38,71.91485761275382
e,12,29.26872346242724,0,80.32193025828023
m,50,30.032499670382652,78,83.02853242205063
s,13,35.78121052666452,87,42.386843136862396
j,100,89.178916227657,46,55.10368665208987
o,68,10.722298406336606,17,46.24894231752733
w,22,51.93228703152738,10,97.3538928043348
q,21,39.26542132322528,73,72.26795883414185
a,77,45.58303336613616,82,18.864640569125413
f,85,42.64874391423322,100,81.6456638991684
v,21,0.11319117390928835,58,45.925977005795616
o,48,50.16926612329444,11,56.718932277157194
l,71,35.80372337295813,88,89.31891020245598
c,39,9.412585394714402,60,64.45895261349197
x,94,71.89271301214286,26,8.502021013666782
x,50,62.52043505662282,62,9.380769995494987
e,32,21.35664398318934,94,99.80033371570475
y,29,61.00159799251158,49,72.90333381659957
t,43,88.27322852979907,67,1.4041174267093837
t,36,74.86543578668463,83,21.63501286126912
t,91,47.56920686543498,92,10.758530446723903
t,21,28.482231278240434,60,60.65989474155691
z,59,90.78683652263967,71,34.91153779203078
d,64,66.95698362678102,38,52.754064836092496
p,92,78.84156842405487,91,8.561109013611045
g,42,8.247801553725708,48,58.58354806239616
m,50,54.39888127494529,78,35.52515324327486
i,62,7.648717036389674,54,66.95964027879019
q,85,87.56536922389989,12,36.81459857046049
d,69,66.88129157295035,28,3.1335972437804505
d,57,13.799865923981958,65,56.31978686336997
s,58,86.6971874068861,31,56.14959873804454
b,100,77.82042980545076,59,50.19349201278563
q,57,4.750935153785707,85,30.44970469423727
l,50,90.5137648272909,92,49.829228587763666
r,17,51.466642324180256,16,63.07333123264785
v,94,84.35765284092106,20,24.70480251042716
n,31,11.577443148683187,72,32.86078217910591
m,63,99.14316196127231,9,87.18915680446797
y,29,77.12042423076397,53,14.01825155872305
y,66,44.96041721039875,27,24.505481056965785
i,77,22.146159270180675,94,29.368102979375045
b,82,10.866558434471074,17,10.14441008899668
m,18,47.760751936737734,60,7.503224450564483
l,95,41.86419478643234,94,1.1143099591097494
w,53,77.05036322791696,91,92.57186802033534
i,27,10.909369968182581,21,57.65164806537012
x,84,8.42602388171062,83,77.9345285959911
j,14,89.28484370534323,56,0.3009194549311256
h,69,94.69165724797003,83,36.17386111909303
i,4,22.57427582853242,51,26.49781218189583
e,19,8.065709403725762,49,30.683315385008612
m,10,94.11790661372265,36,19.391584052125154
z,46,16.194001261976297,5,70.83554032382648
j,62,39.036343973775836,58,10.957999190744271
j,80,16.457008374449156,81,85.76621404178812
m,84,53.11649867230132,31,54.15670576888919
v,28,91.9384077126885,60,54.228641752063226
d,97,67.41623424915888,79,43.24626374923967
w,70,40.89485794556985,16,80.92049686057402
v,60,35.42416296078251,90,50.69442382150827
n,93,29.108568618849027,22,55.784453806619496
p,37,94.23008489973371,41,3.4476951912826848
u,93,71.68965152807874,52,66.46229825147786
w,95,72.70466717884013,17,84.1174675246262
j,81,8.037681401681397,1,90.28586084856394
o,46,1.600143332744608,47,16.579342579545266
r,81,52.03550947167401,76,89.80632144195152
x,66,43.16266325119612,67,86.32050760408151
q,24,29.523177893882224,52,60.91903154029307
w,44,26.93265700910973,97,28.544939669400915
y,12,2.3012688504700396,36,95.07051300943957
v,91,1.1175793682827506,66,51.036624594781486
y,49,67.01385741604292,69,28.081550293687485
y,24,43.04344528915793,45,24.82145018206088
y,94,53.8843834761194,67,28.069900482394118
j,72,51.90719915340106,41,89.8254378686703
b,7,20.797599581644878,61,0.17238635265656166
m,6,34.78466773902458,70,17.12457637316318
u,24,94.39701872436972,98,84.06238020355732
d,55,41.80863809454435,70,71.3419048909686
i,30,37.87553380814192,34,13.944497762529506
c,91,41.05590604346309,13,27.140254886700333
c,21,63.07723587182272,30,42.782994486053695
l,66,1.5923270127057076,23,43.58476562396294
z,62,10.538486095115672,70,6.04102693500872
t,81,65.9851408901044,46,61.20462203121808
x,84,32.95788986428272,42,63.69551660970514
l,3,20.469918578925693,92,1.077717518609711
n,44,75.59364885266702,98,46.8171967539737
s,31,85.98292422168204,69,26.329780614478814
m,65,1.0293323030403423,80,26.89445097879364
p,81,21.039454644237075,45,59.12064870496822
v,3,73.15455488597901,74,20.484217764773803
u,72,72.48920459598828,90,34.184909041814294
x,13,2.991747006583323,81,12.54280304004629
f,96,57.599377853906844,19,20.48171613240253
n,65,90.48729956061368,75,90.77721858086657
g,7,46.5422025232627,53,54.05680457176673
o,32,76.22029392782093,30,25.209832698675104
l,4,88.88364661147595,41,94.55419957579768
a,60,4.424361688901657,14,7.612966551358369
c,65,83.52930242227731,98,57.627025831116754
q,30,65.3952841141256,23,4.697778084487226
s,19,72.34637672737836,44,19.235367913202627
b,7,83.25225776560622,93,30.280315086734188
j,79,1.1563303326118324,44,63.52166411018207
a,54,43.628154371581964,97,39.18817700567397
t,29,18.182406910874704,73,88.14772900251704
b,40,10.45047123298649,81,12.605539492769058
i,74,12.199428222038922,60,52.95012788471908
d,83,24.69264346797444,21,38.77800290086504
n,50,74.46577130921163,98,36.15594293200447
l,49,31.18321329529533,6,54.05285974045276
h,47,41.72260350934626,35,11.062149888143813
l,52,96.2484204954968,40,69.99818326508546
w,40,50.10793710391353,59,98.91643364976021
g,6,31.685483566159455,29,50.113629212151935
v,96,4.0312869738617145,13,22.169119150409845
o,14,57.12083128690384,82,2.1778130739734447
h,78,97.7471760864126,6,75.95670271697
y,53,73.60201864293046,84,46.34183390146014
h,92,47.82619518143931,22,63.153573873637804
c,6,61.70694852843942,64,43.75067334797408
c,19,16.961768973332713,55,51.21067954740823
o,75,3.5712948539823652,89,49.98171908105531
k,20,34.42425358392293,48,83.23574140396278
v,20,77.44541534034063,51,54.56477630200691
o,13,17.85788092458859,40,15.55210250267658
d,13,59.753871717928575,17,4.168848034874717
b,48,89.22659574135766,19,42.60835011001562
w,89,24.59980271485658,11,70.07929666467184
r,48,7.511065650303039,20,60.684826878148016
s,9,29.082519839203503,52,87.70155893628005
i,30,75.85950024959554,73,32.31008756193786
r,75,86.69437577388126,59,90.61606304982249
m,22,73.43755763517495,2,88.79409732314623
z,82,77.5141337896325,49,78.41284770364301
h,90,11.141468394327703,54,27.05829884067348
w,55,35.870008829718934,21,5.19467718425809
p,13,38.95143900399025,8,56.501501663459386
m,89,42.2554339519006,55,70.68039902756084
x,81,57.94896707399849,78,97.31532609283514
x,57,78.4942210295297,2,37.01908065324558
f,5,21.421241747578524,56,31.964858757829706
x,85,47.957223329333075,84,74.99793747879579
e,82,42.26806939874799,2,61.825381345344624
z,9,74.26670713635134,57,76.52760273597906
w,68,66.49386350792271,4,66.24958622314551
c,83,43.68687525268663,72,84.00494905292672
n,61,79.20760951983378,97,47.79810710503217
h,48,32.96080793457404,98,82.29706066600279
c,6,57.92785277568062,12,78.5835115554618
c,39,0.943587793229439,54,58.64664013239159
z,15,74.93070206151032,41,16.404049817211174
r,59,58.449258692162076,91,89.27781541495622
w,67,75.21579308979017,58,13.868642556787414
x,27,34.32986951530987,25,66.08869056468457
h,98,50.283280536808576,64,68.77070451695585
u,0,56.457984194178046,48,44.438363622866525
a,81,55.61900050515052,56,25.167018637664285
q,0,32.16101622414115,7,13.06990630457604
z,14,44.84655200770985,38,57.62558142905733
p,17,81.93341973084068,79,32.765309596457804
m,9,69.88698878059132,73,65.9743285404391
d,39,57.91260809828627,47,76.8352599598616
e,12,97.13562600194838,70,26.233561097872204
z,97,45.10539447079923,50,79.3836644962287
g,53,79.46187727162152,11,3.419699752573424
g,92,14.507041287524125,13,94.38795025849159
n,82,65.54634117074323,89,38.56154972544229
h,23,19.008652696496398,42,19.53492436044131
z,97,79.02511058339282,68,86.79061921206466
m,97,77.43391207199585,42,29.354757236847952
z,65,69.46980235086912,96,47.46132946746169
x,81,96.17320445453099,89,46.69731629411977
n,18,51.656105475474554,68,14.58520943877356
o,99,52.167728695808776,89,24.09880515342506
z,16,49.198080137766354,24,58.44688287777004
v,69,17.54864546620203,88,9.45723614865458
u,65,93.93913485967602,69,29.183184419209198
x,12,17.736971250748535,17,43.50462979040998
c,21,35.91314473496748,58,72.06842449271133
m,96,66.84258225514714,72,86.6214544101134
s,19,79.0619445826168,31,68.8431369203152
m,77,70.97059131079644,2,12.096487951645706
w,25,0.3722021681505372,0,76.78377690623549
