J,V,H,I,A
s,27,13.95319446429799,48,26.519775221698737
j,64,66.08112354875031,58,31.443767934597723
h,21,18.844414835781798,33,48.59798622901319
v,83,60.78007958821653,28,68.23912622096262
d,99,23.662372649071585,81,26.094576763388478
b,1,3.9050813383803784,8,76.16297482172646
o,94,72.0995402786486,37,27.949736830592563
c,32,87.77316506262464,1,49.54992279162872
p,14,35.0651156957393,42,16.156497876367727
v,8,43.173199642700965,74,47.19090847429599
m,40,76.26267196566067,78,69.9124561277003
d,12,88.17250879975333,18,40.500897542720324
w,66,1.249431873007234,3,42.39311577308897
a,25,75.30378512362113,71,19.232866119954917
i,31,39.00613546971468,81,73.49008211569642
d,55,2.263587303264669,3,74.19942298419858
v,13,81.2866478358805,35,21.865835996016813
f,62,47.94527260892654,99,58.97321213525311
a,57,35.889087451162446,56,41.981932604508884
e,24,48.23980304227094,9,32.04358823500774
c,88,43.284833852473405,88,23.25609216029424
e,7,46.47642231331935,62,81.7890166055201
a,29,77.64713042572747,57,76.49622459984674
w,70,51.549086905285904,39,82.90899567353824
p,23,21.66047418682101,18,28.104816699178382
e,80,84.59975929187841,85,85.27787352562297
h,95,20.593826625972667,67,52.17045372309551
o,64,73.84426323783114,87,99.29580773243885
w,68,26.225057049356504,58,49.490810539488415
r,56,92.49185402431392,98,18.369761184291278
o,56,68.03073009272538,62,47.105417734323176
y,56,31.45912301678534,1,1.2646636504261344
d,47,18.802916353778354,82,31.28104825045086
o,54,52.25448767871653,94,85.97666140744175
g,7,74.4519740121211,100,3.250797561385088
a,6,23.10273478417315,3,6.233998550069297
s,85,94.93484109349617,69,41.11030059482002
c,64,65.90627157622771,10,45.289575191690105
p,11,73.3337652851828,5,88.96470944700619
a,56,10.067830479886942,80,53.59265010850418
b,70,21.490313757374857,55,15.873221272036664
h,25,24.665262824804614,7,62.618420437523014
x,61,61.288343619818974,74,20.702377527864634
f,5,81.54085684870081,81,48.98148792157087
g,19,13.67694102891399,93,32.61414443410163
a,47,62.08640813400596,4,40.806938149455576
z,60,4.598184699313412,17,22.07325840378096
f,2,35.33210481016765,5,81.5937323601415
r,53,79.5764524930313,34,18.32180146887552
n,29,19.99078788304528,29,99.2794943309986
z,85,30.9663165996483,94,44.931403088608036
d,12,38.636099210696116,22,72.23225659358269
i,40,83.4539783443636,12,50.77924313209811
o,92,73.59033704375452,29,38.23092108526133
t,58,91.05288037877669,70,30.672231026648
u,24,56.88958551381654,77,93.37796313751197
z,28,7.111300386193942,10,1.811025831882651
o,43,66.78902583128261,46,26.73108838702447
m,16,37.64644688690731,37,99.61748289754068
p,73,19.906717214305047,82,58.68064763322288
d,33,81.74303550681465,70,56.43757769703252
a,13,20.443621466547622,42,12.062218801202995
a,21,99.1495440713226,17,61.12035267740878
h,42,78.82561059611241,79,0.5462824788051823
w,80,25.59532371597054,76,46.57359007151642
q,74,18.2331026594018,28,93.42470749815953
b,77,98.13627936406134,31,54.833330876642314
i,7,98.29048885829712,83,84.41413317660368
s,90,91.82155619497505,22,32.37433806835123
y,54,21.19638930185491,85,87.90885354115005
x,100,59.798694338494585,26,14.090576474493599
w,94,37.43076837570798,58,37.50299100442559
g,14,27.48532962435901,34,86.29993692271508
e,53,82.78059362380213,46,63.85038336517106
x,68,63.375188977974496,92,95.97210173429993
k,42,54.432162086961,38,55.53832281958543
l,80,84.20730151564116,53,63.596017708189244
m,1,25.174830880878474,2,35.73267921004138
f,58,59.026643524834036,1,51.22500802952923
y,14,84.53788068775515,38,19.915456375155582
l,90,33.032128521167515,2,15.343878423274893
l,17,61.04698307874441,1,71.9495280590429
z,92,67.62464235867192,3,63.494718311984414
x,88,4.662727636374053,31,42.23333583824584
w,66,74.07917857923871,46,92.63745143546952
r,80,98.11029675782964,12,14.721379594679584
v,51,92.56163941254204,73,93.29487384165483
i,97,5.282544034780212,50,67.10614931182482
d,99,41.29986529459563,7,46.02634050077642
r,37,48.33483660261598,73,69.52194509515364
l,28,76.48821776915835,59,61.770542581657985
q,64,21.466593891734973,44,32.18766626083337
k,68,18.190294333877187,53,82.93653351779004
j,37,66.39902168132666,79,75.90067038777536
o,11,30.566874562498704,25,88.52109847589034
j,35,95.43848192042446,70,90.32508394329744
e,87,33.56418129761302,100,93.5001733191089
f,3,56.71814573807538,39,39.83439492230184
o,78,79.54633402073978,15,47.049054258138135
b,84,3.16579805075875,36,89.7251342730194
a,39,59.56093239893342,5,22.559211951209836
s,96,30.607845618789774,11,93.58741141480654
k,30,7.731668684789151,78,29.588487064833103
m,3,10.513338312370523,86,77.64302097319985
d,2,74.73294641123972,84,97.03414185320393
o,82,9.584761839233769,93,95.9740441956775
h,21,61.61505166479701,60,94.4997168304191
n,51,6.881487304880163,95,52.87602342112911
v,36,65.03519449646264,16,45.76483332209865
v,94,49.201719799872755,68,81.02241761843352
t,25,95.14081461564855,10,30.24064832244241
a,38,35.87120608911649,20,75.39764488471631
d,51,99.73589635623601,41,79.79754079328565
s,25,43.0593913992428,17,82.59700214037697
c,69,62.614814961662816,66,23.597470905184316
d,92,89.91724820396246,36,64.00973633188462
v,32,2.2680520443584595,15,21.056866810674723
j,19,54.72266924606287,60,51.735584218564426
n,1,52.6883059725745,93,67.01684738679393
h,51,29.51203653023854,21,3.6129393462361437
w,57,33.50448405456133,14,43.22087276850366
y,95,46.08410163704799,81,38.1528038678841
y,73,17.637651238863327,35,69.99938354999354
k,35,14.129477276255276,98,43.67660086002203
q,31,81.50681932617704,8,40.932579626251965
o,91,44.76099044372878,29,81.92753824483955
s,65,18.863102833626222,51,50.104189845999315
b,80,81.05254720095478,65,78.80469654720217
u,4,82.74754899349354,11,35.2332830942972
y,3,57.71162066007784,30,59.161987593624
a,76,17.32158346159933,74,24.24625471782903
y,28,95.99782089315444,4,31.195697951196667
c,61,6.704766086844371,64,16.79021833999026
g,50,67.21039112019426,36,78.50147395629517
y,11,33.550012696586215,42,10.892513357154876
y,45,33.848330095512566,86,53.19994160519327
g,65,24.71354266755359,35,42.541208954650486
l,20,13.480554456804217,33,83.85611694700769
t,66,79.42931923411089,75,82.39211655852164
e,69,39.89054636207189,60,97.08415607419333
m,91,10.97991549716265,70,42.190885164408655
f,44,51.47099769765096,24,70.3918154928893
l,4,72.92736070999256,27,38.046556172791135
j,67,45.600702095981994,11,39.07146041011218
o,92,53.31426950647897,81,7.124894290852035
l,52,18.480751718520704,74,55.58737450108788
d,84,79.61426588533683,29,74.8851795724513
j,74,66.04607682463696,20,14.301373488069247
s,24,74.49160153680776,57,18.850980562320608
f,33,48.27886947803057,38,60.283157634878734
g,40,71.40759284982032,45,4.281148904428022
w,81,1.3539016328547149,100,4.7057382190939805
h,24,84.60899669536587,72,19.02820217189367
t,36,65.04606262557992,74,18.332423903437387
m,41,89.19585025048286,22,97.55901707519531
d,98,7.931218967896569,36,79.54051312946874
u,10,62.63536493331622,97,96.28243538750627
x,16,74.95722865901533,39,47.692804106401596
r,41,60.27097401611107,39,32.636960442491336
m,1,24.299156623733175,79,93.87329638156396
r,60,62.510450150793595,13,7.074698619552688
o,42,52.554622946697826,49,79.26838663031941
g,37,17.698720814356406,44,99.42301567537312
x,8,29.29867565678055,19,23.087272831914863
t,12,74.77570605598612,34,28.259897959114667
l,3,19.22625609786617,100,62.415217996640806
h,93,13.117723491791333,15,12.837511228429666
f,52,13.760612584547339,60,68.18578425378577
i,78,73.43297021152482,47,31.191426814104663
l,58,26.658198929751475,37,90.86639979763069
u,52,10.34494853796617,7,81.53283204823487
p,95,93.50075388008953,64,41.57730674846265
b,38,0.7744586501827078,23,85.89412187642583
p,34,60.4075591415841,23,80.84711097414531
v,27,25.37721594315885,63,2.9236514175421724
a,77,12.809670418650565,29,11.683930496628282
d,61,96.958125129536,68,3.9579605665012174
u,11,44.671018584581866,86,84.82906940802005
x,7,81.12934375834631,21,85.07580887004764
k,30,38.84575992711118,8,30.949550066833176
x,68,56.88080626603915,45,4.9391639595302905
f,34,39.28421474405667,37,63.0462047563469
c,90,43.53022190039311,51,46.60828188859154
z,95,78.51616326802761,87,70.79737164872996
a,42,35.56265029441966,69,39.18754019597556
z,45,99.09026729783334,23,2.332840452327045
r,28,25.58037091134837,20,8.530264579764602
m,7,43.815691256991926,85,68.74151654056413
t,94,8.613682839771153,41,56.218624424906395
r,48,93.37167185374446,39,70.07243057050148
f,44,86.72724329933143,83,79.57765363674191
u,41,40.111106725297965,36,21.54702890874014
o,9,66.4250300277109,55,75.75946859132391
p,59,40.65732980617723,56,25.724222023896402
f,22,12.625457775102367,66,7.573473152326615
b,67,8.97894960790132,98,64.439058336559
v,96,49.2752189057151,78,53.401781157465344
m,23,34.97766604423818,20,29.45907602028314
y,11,74.08158225821275,3,18.25227281635725
b,72,35.92362315496721,65,74.10250366977719
q,29,37.75426619591127,62,66.22517994818107
i,80,37.32738328499392,40,59.459293314434284
n,15,23.99829130609098,34,51.46702995534802
m,14,78.98528053385752,71,34.16537892708007
m,94,56.70438146089653,25,64.61656833269957
v,68,10.73297298649194,8,3.5562218882059904
h,15,87.51409395163635,79,79.48747367155673
i,61,66.72861761618574,35,27.813108890021454
o,53,98.71800364890923,36,26.82544870138409
x,28,21.865950394465617,37,40.11311275402345
j,71,54.317914904342636,45,64.3171000828336
w,27,50.35920752677436,8,91.78572402412144
w,78,95.62472505045567,69,88.31328157753042
v,85,82.22877030918097,68,38.429548132653565
h,41,96.24724613524782,96,63.84527486721141
a,12,14.31612376638628,73,80.89059636799105
w,60,20.75482191623751,21,12.491297791902022
x,21,8.002992587672054,59,30.56264489113769
o,47,32.93309529020131,85,36.2135107813849
u,81,57.30426189999861,76,32.191928213575196
i,39,72.14584378424799,55,53.68430301556584
m,86,4.290947415239077,58,14.09830621072803
n,71,18.12950625030213,38,84.73451554166748
k,48,15.51073512254556,62,91.47038548752556
y,63,40.034347870409206,0,60.71625964781321
y,84,4.104109047250127,74,4.212094837910341
f,81,42.36218734567149,66,56.69226305864733
d,73,47.450481585092895,41,24.139319498026357
k,38,38.63234256297093,77,32.42607408562003
v,24,29.60998950788538,14,15.898406622573669
o,93,33.830200310300725,14,30.639045658048826
l,24,2.264757713456367,91,89.7323880196391
v,54,50.58580005050008,82,47.471844006588185
w,41,73.16724253182109,36,20.2963682987265
u,74,4.574283441837657,95,12.825471396005906
u,47,31.698159875211772,23,78.22536137802682
c,61,80.2088221988531,34,25.286978980394302
g,32,63.65010092207035,92,86.53182526279491
f,35,66.58499620417972,42,28.541807606163495
g,59,66.95488483431693,10,12.354338279397536
s,29,98.37961766797866,23,85.28609997931818
u,1,48.066882254410714,98,68.40009376529531
s,73,6.379934802969278,72,16.172696235669104
f,55,20.80973251992233,31,38.99966480134985
b,53,48.255523362787365,73,91.57479836432603
p,17,32.79566992781198,88,29.820386955272483
n,10,82.60604781199822,52,75.37329638183785
k,53,88.32275418769319,47,75.73865220906583
o,83,22.05337606428841,62,55.95135276661244
g,34,18.63780214152556,46,3.294859974812636
g,20,82.0443999937913,96,29.921639012830138
y,3,81.0012117427604,87,69.51787151255246
q,33,82.67389398042504,18,99.82313431985584
z,60,59.98005382709193,99,65.18482524866117
t,7,71.2536079663902,76,19.89625100486567
r,12,64.9853622500163,99,1.2099939249193614
v,50,90.25147021552598,19,10.377959202174502
m,68,77.72695160829319,58,24.416502305781528
u,48,48.00253202097511,52,90.27270492141616
c,11,89.15555970430455,9,45.3345360202534
d,26,84.98260571926662,46,21.434091650665266
u,15,63.070963781264645,40,60.46035478136365
s,31,81.85851839068332,67,58.709789550927304
z,30,35.42781005097256,93,92.44734288750247
r,23,72.41533661336209,97,89.30419311403418
w,5,82.7874417390124,73,87.29922511969754
p,24,43.695498157705956,34,43.19911225449611
n,42,79.82221033450865,22,74.61783928258492
g,73,70.34592113373282,72,38.01417722173046
l,86,97.10310565766454,65,58.79354912698736
o,91,49.02981908875621,82,97.98809366592454
s,51,24.952488960272568,26,69.87135460039012
i,68,77.60868039835452,41,51.62017917204762
n,64,27.483288512305325,51,62.69713337183035
c,45,33.05142551682818,1,15.042424989669613
n,64,57.79569461207837,83,9.831884178442973
a,89,66.0848467471557,48,90.6831575082762
m,25,41.16109171233765,41,11.463136776008664
j,68,29.49969560195036,24,79.05910593967376
s,15,91.40903446970773,55,72.45699973045858
k,89,28.153610112290185,50,41.198672844526044
g,63,82.31543694333958,50,90.34422420619697
d,15,39.82221021312208,20,17.054178012842513
l,49,26.16296647915509,18,18.394699701912366
t,14,62.11478773585187,51,84.6212525837022
f,5,16.029242999549854,37,65.31248109634777
g,57,97.51761026448344,67,39.488213060005926
h,98,28.599774637019394,57,72.78324576545768
o,42,99.90996878116515,28,44.9917533373147
f,94,87.54107973232536,72,20.490230477773462
h,100,99.14078587139001,86,34.774396521813514
r,22,91.28711746479547,76,14.005274597201645
x,44,53.76310222812134,80,66.40253816601106
s,35,46.55222096451491,10,44.50238705538756
i,23,25.85576031911706,58,80.90977461600336
q,88,77.1988649942929,16,90.28576335815994
y,80,17.445155738752682,75,84.33342390139859
a,0,6.188866444128294,51,60.27847026358042
r,41,91.04424744487612,35,54.34304708676163
a,33,30.76625019702601,35,81.275139637059
u,100,45.907795074846256,53,68.41215489259241
y,80,32.70314531860473,27,10.555264751772809
x,33,85.86733642130126,11,48.3378638781343
i,71,74.13470651359823,18,81.98896446629104
g,16,82.28150429573927,44,7.099295543556394
i,93,12.154009041595149,63,28.587541638514992
l,73,13.563898322707946,27,30.90723054258251
g,49,66.63536524260017,40,28.31519760714869
a,18,12.322853585968542,55,63.96114560033327
d,76,78.08459009640086,79,78.17384215350474
z,70,54.13811039098725,81,45.93806241838978
g,32,20.603265509380908,5,19.73362309673662
s,98,5.1113005167346515,69,62.41961323892262
t,41,0.774881769683744,53,42.23479839839279
v,8,18.981594785886678,25,16.106096176454944
u,16,24.31245041081872,55,43.8772371789099
q,29,8.052802765796018,74,71.88491697997596
z,86,53.22528115096691,99,69.54845600007428
m,31,65.972561968221,9,0.8735375648369237
s,90,82.48849970422017,34,65.64483406682238
x,9,43.76941326472243,48,4.28099044408391
o,81,10.408694561746357,36,55.05403673781043
a,3,52.00217165600268,98,78.21035235484229
n,69,93.82413505002724,5,88.14234974187714
i,40,8.731177324141315,77,1.2556142592528574
a,41,38.54092650647096,11,46.37691497494363
p,9,77.4160843938185,60,2.335373243759842
v,29,63.25616723518803,25,21.72725515041608
k,27,41.902340089010636,56,60.476434514619505
u,80,43.96011356392721,69,21.376231831831326
p,68,3.748571750405283,58,32.72001190197168
n,85,6.064112024322721,3,62.538390444933945
c,96,2.9631209451764007,65,43.60613923519484
m,95,96.63373936341173,3,46.64330634881407
r,96,69.35026588571242,72,19.772838309655683
z,9,3.0972123797373685,56,41.505245314947835
f,81,62.4608718312597,49,42.02815534889391
s,80,72.605502675112,1,52.653695310173696
g,7,8.210546910992111,61,55.24089768939531
s,13,43.25232308180929,32,15.305675961257382
i,29,67.4193567398504,34,64.3574142459282
v,68,27.442974816258804,38,68.34695697950461
f,47,53.79623973181628,37,77.87797327504296
e,26,38.45665899510011,100,64.01932761549932
b,24,53.764856385859126,74,52.49986304937402
i,32,12.673234930490661,100,3.644482507753466
k,27,60.00938306167964,21,9.667496752019966
k,17,61.19331544760273,62,86.040869505
g,44,60.36620371200245,23,11.4030862742182
w,64,55.0094550026183,69,45.035772573565445
a,29,43.946404915851275,48,21.650099518460518
c,7,49.67533148309515,54,44.58930374150161
b,69,24.33616921064633,96,14.615608102329647
t,21,16.328851260445397,92,93.9832850931038
y,34,89.4680545066511,25,19.339377082767285
l,58,52.114180450140694,79,84.88580058277823
q,2,37.85612788823415,65,40.427202008245914
f,46,68.1744400097755,25,41.63101024932193
k,12,49.81987537856808,77,43.24164417637865
i,78,37.120196479122654,42,27.117088219705543
f,34,93.40390081795023,45,50.79758699082675
o,87,68.69052516164403,31,3.7940999507023454
j,73,87.93034278846243,90,92.15246262152225
z,28,67.16563520875991,59,52.5102554067774
p,10,42.526011690736624,100,35.98568531994882
o,38,43.05223099023024,93,45.00703221280957
g,93,10.926483502805272,79,41.660086998762125
f,76,6.312034677289946,10,44.085753141958385
m,85,39.954035656967235,45,30.217166227126935
t,45,80.89313837964906,39,76.43294721168718
f,47,40.939780695587494,43,70.99557929409586
u,17,35.86374336078958,80,56.74646397097324
v,11,77.06940836038244,97,44.72689621414146
c,67,48.31216566311105,72,1.0435827601338987
b,36,8.463554574988919,22,47.297737629843816
p,68,93.23560397503584,7,57.90340649544547
v,6,70.43809796144323,67,22.19330044633523
n,87,29.47022811964215,70,5.019329128735817
i,73,0.12707106075249275,82,45.69955877402286
d,53,67.39938910482606,60,82.1875278640193
q,96,39.26412185583612,88,79.44176421772305
e,84,62.039086465233005,55,38.083879520437314
f,38,7.015778840845332,15,43.57668328470689
b,44,4.403635763669989,15,49.223757920390575
k,24,9.499719635000991,99,93.48198940347606
