F,B,Z,S,O
k,32,90.28108627726643,33,55.442629303965354
s,99,12.955218074761754,69,15.47445391253679
x,39,24.680325877014642,22,18.66269890587231
n,85,28.993655764731752,64,26.157888165022836
r,63,92.53200188752835,74,94.20337226743104
a,29,83.89071167971312,65,63.61971296748054
p,73,42.91347778539903,59,89.33176677716837
w,86,35.94313594915596,25,44.22397468865573
q,84,43.4639426162017,14,79.89772478551151
d,42,6.43013590998226,96,44.64620653355508
i,85,87.65044598980907,0,40.923509857270936
g,47,58.73614298138329,41,0.7874880245085758
e,63,91.97697528908427,8,41.343847614260845
w,25,60.716361229652314,14,34.35108252829227
o,42,69.533934721412,40,3.2952156570083546
i,43,11.732925403617978,90,43.47629023335593
o,18,76.30047363702552,42,40.35561501185674
s,7,40.74937262157001,22,28.04415772138841
q,26,96.46386662932971,71,85.26914557578657
k,58,51.26441565176991,0,45.32393004289089
z,90,8.118017892247064,80,43.28407865582402
d,86,69.82928562567679,10,8.90720864169322
m,47,95.56716439847229,70,33.957609037539335
y,53,3.497642912153065,23,43.40389961112995
f,37,12.04611693061457,68,16.00847070819086
g,94,34.92786608466298,11,44.199232938724094
c,0,70.65532827990805,25,71.89466956592902
k,96,28.074702621641745,99,58.629260487761606
o,14,64.71017925269726,45,91.22286963549574
k,99,37.20569304845542,1,33.86313540702811
d,67,24.308198732757912,97,57.91207780867693
k,82,56.90693010980379,20,90.03768314660708
z,74,94.25005596691435,95,77.44266324487278
j,82,54.874663798902965,58,67.97683442618205
r,93,15.467091539451872,29,59.0684473259277
q,89,34.847956946137806,99,77.13641776418572
x,91,71.9128972969372,92,69.22084774003287
i,18,41.005291940065945,84,6.70101282894252
b,81,19.503776042725207,93,74.6160471647756
g,81,37.149696094784325,16,33.58607948159642
v,86,45.09410118591063,26,83.21046079770416
k,19,71.06491889812614,65,97.21661664575988
z,65,5.8468318410651925,25,50.09339957290672
s,63,65.79031303223573,52,0.31910300150240767
n,38,52.78677811135901,96,7.687181320135128
j,91,46.41347522296249,14,99.47775805315146
n,30,36.09136073273177,23,95.78918445482209
b,65,83.5009863054334,46,99.27877841667578
a,54,85.07850674180433,30,96.21654522098763
p,0,89.65781712309347,62,52.91836723912574
k,55,84.04345873664309,99,83.64080520108375
z,97,81.85219208757161,14,19.738362530229757
f,15,66.67450420332385,1,46.6054256209334
g,38,95.53146044190976,43,24.681746167904773
o,89,53.620473218563404,20,68.27832328320768
j,37,72.21559418776692,44,90.78972908145172
n,13,13.44758536907259,97,9.353979117177458
h,31,92.54293015463365,100,4.889791857450798
z,42,54.003949139284046,87,30.90245039555284
k,56,9.224704924602312,22,76.78197148050383
t,64,34.239684253141846,5,65.9618197574882
a,20,69.43819009519886,45,41.393459308541445
a,59,9.000354199078542,12,30.748538013348448
r,95,15.348963658408055,50,18.53337258190251
c,42,58.380183589165824,87,12.879236661245974
i,28,17.98408072857647,84,94.3360181727659
p,80,0.2804534813176107,48,14.227297883218416
y,66,75.92238671234702,47,45.54215487145123
h,72,83.04599477357588,67,15.866741216132906
v,50,29.109935350554906,25,89.42921043447272
u,48,45.50647472542756,56,44.40794577314588
o,26,98.41170066290348,68,48.22757957974687
s,72,25.807732680119667,6,65.4157048748512
z,15,28.692145594610132,25,11.924231268215902
v,52,36.48398444953618,2,42.54073580573679
x,46,75.69355131821872,51,42.387044657573355
n,46,72.9876631587267,55,36.931813118961266
d,66,17.806144089255415,28,66.1492224680608
w,18,86.96820474555153,8,93.22648491457947
q,67,49.1423306922705,74,15.574211417861239
i,69,62.470381062006176,10,44.98479886070969
i,52,80.02813338274294,71,21.51135933110987
j,49,97.43793343544034,22,28.337274855190497
n,58,71.42894751465305,39,83.29740988007599
g,37,32.271042820109145,48,16.773009521351124
z,2,10.230629986727868,46,33.63952117612362
h,40,32.412430018625315,43,75.68710816087747
u,47,76.51871691344846,12,53.159758185367046
w,92,2.8420446001154565,58,30.43074485648901
c,25,33.727431057857174,89,42.788511208620896
z,32,12.313898262983258,81,71.46981489752872
c,51,4.188329289855275,34,72.93510094459053
d,69,16.600418355613435,16,41.37325089240987
g,44,75.88194385584424,86,91.44817317026262
z,42,40.050801162538185,32,91.7965214435548
y,77,8.444817488922919,82,23.184759540227397
q,28,36.63179137818028,31,33.65126837705302
u,19,27.946992642448954,22,46.65730158443881
y,49,25.79093280120166,44,4.3262850208928505
d,26,27.641567482860353,55,17.048287967333476
h,1,47.11034338606809,56,25.41812510029825
b,66,84.09318098563962,67,40.89089861315445
c,21,62.97626098105765,9,96.96698034068409
y,18,32.500824696184125,37,30.427425569365763
d,40,92.3575967720881,58,37.225382880471216
z,18,77.93118964680897,49,98.10016781695329
o,76,59.563670766179776,64,58.81964914967269
d,2,58.27256810783324,39,67.13897691633147
s,57,39.36395732919807,43,0.6556109891695305
z,53,79.77538551077076,94,24.821080721743492
x,66,12.159650577774993,100,86.94092702643731
i,45,73.52558155545957,22,50.93385633504256
u,14,83.7726659079531,4,76.9192606118213
k,59,66.31602071373294,81,15.098971466893673
x,42,12.316112285786785,99,80.27982347915187
r,80,57.20141245178705,93,60.778544824642154
n,80,12.046064323697669,59,13.291880205050898
h,72,3.532582497360315,93,2.910130388505927
i,32,73.38719525771175,25,97.26771371641638
q,28,35.0977665008086,96,38.35076693036756
t,23,76.36403478830938,75,16.85586315682278
c,66,12.273107608402533,49,82.18397751796121
c,17,62.59357429503202,88,92.92349380012469
f,49,13.187450775753595,31,61.09248300320564
q,42,55.791449924606795,30,37.42039478187722
v,96,97.87519508226823,88,57.95763594739578
j,93,46.32605367675852,77,58.33718349491194
x,73,37.519731353121486,89,25.144880430102724
c,88,22.37683040364049,30,1.6572205186578093
c,48,99.75953268567983,86,52.32928114554872
x,42,73.27728718286373,17,13.258033370592548
a,63,46.996826482639186,18,40.73630045341222
v,47,26.67612000491634,2,31.73393492073884
v,79,55.641210151468556,6,92.21699668135379
d,33,71.54993345545164,72,49.39245259267523
g,91,81.15575146772048,65,9.612795858555012
z,63,80.23978987262358,28,84.85971737194926
v,76,83.09723946594724,22,31.82307864312415
c,60,1.4760622276150492,45,48.25022201114263
w,39,75.4723563823882,50,10.690222702008557
g,14,13.947256620577352,59,60.56620497693548
v,50,98.92378847950634,47,56.456479044557085
u,81,94.00960177726922,29,53.49132602048796
k,10,79.98604615895843,55,58.3066580775404
v,30,90.88943571368932,100,16.15984029320321
r,92,66.29684377390835,78,64.98043128028087
z,3,50.8119545363123,85,49.94777874182551
e,88,68.21049884219175,26,84.6146811854535
b,38,80.02399923717017,56,96.3972365952106
h,58,51.564134484743086,20,75.51952860260558
z,3,68.66021281268051,46,31.622614379144398
l,46,37.87222254810947,38,86.39305523019557
g,67,47.15910557734988,26,85.75582193450792
u,12,85.87842687302347,52,20.954633618453432
e,76,69.72961930811967,73,46.00632382401412
f,45,46.71722964334959,59,59.57235955630266
f,84,84.11138725519918,95,39.02566843580506
n,59,49.820765479717046,29,22.645905178355076
n,7,10.703785264930366,17,71.84209163600701
i,43,77.68628481109494,72,47.391859504494796
z,59,66.20169296835371,23,78.88375109117347
n,87,13.174186375452246,63,32.41678674551829
x,51,70.05785382927266,61,32.161170200525945
s,81,21.352162980602053,3,35.848525675924535
e,71,13.427413815942145,96,0.43565084269326926
b,100,82.45250545639122,83,94.30666503683561
x,93,67.63069710361987,92,16.06880999507878
k,52,1.098484984762771,71,0.6167385167518136
v,35,58.31468430279286,65,90.436167936615
a,59,67.00798814948226,73,74.39654894888146
o,68,72.60044205033448,65,53.40378149238354
x,68,23.00089187469576,95,71.70398107072158
u,75,36.12690370967074,100,60.48223796734037
k,34,40.75003979315949,28,2.7995369590491537
o,40,30.826902160802828,68,18.071099256094335
n,31,66.11132633713545,69,85.82996299894127
q,61,37.093458697648884,13,58.32259212012987
c,66,45.91352873858442,67,2.7291683367096087
y,65,26.70302562063994,49,50.20852143017037
u,28,30.284485517379945,74,35.56895804149518
r,100,51.50802782492773,3,52.17241128243819
y,34,9.95421798384777,28,92.25093540409887
j,6,48.08375417612608,70,17.378456790705275
f,52,10.34066572012813,88,74.49529073119074
b,91,44.27980261458707,71,6.367783266876104
a,56,78.57261338014182,92,45.060750399574864
p,81,60.23586136631797,79,90.35733327678537
v,35,2.33909324221544,88,35.881840536575574
b,2,46.25789136084677,62,12.301706348636943
r,66,99.82014674705717,49,23.700484284801327
s,89,49.013752890228325,88,48.56814154280909
e,15,0.6773578968882532,11,47.80834012273192
s,77,3.7162412493015107,5,35.29311580745982
u,31,78.9304171788603,76,49.761948960423254
h,56,66.86442449191745,20,5.053333353651313
r,24,23.426179539586368,62,29.981708614031866
w,28,74.31673552375688,14,56.70180363249919
a,3,27.59197722168111,34,60.8240890541366
g,61,79.00740577306581,81,63.221806974651194
s,39,98.95283433964777,55,79.84955181552937
n,23,28.95434043577896,46,74.64049028612794
s,13,78.14126262242644,70,73.17643108058328
f,45,73.01181278859984,61,93.2572877544593
c,8,4.95477994751059,25,99.22256562856792
y,76,52.6965343292842,7,66.54155974953585
a,65,67.81719068826727,68,4.750422927183228
y,6,42.62651264645415,1,36.643862397521296
n,46,7.674819065735338,71,87.59025497299146
w,63,58.148527927481155,57,71.31684945185603
j,77,12.423407940209586,10,22.54052752939656
y,96,60.52600682883984,66,84.40004273722215
a,39,73.45510637835261,67,84.68300117634764
l,39,95.5831887243362,88,99.69532891319123
f,74,70.61008223124732,77,48.044336828788445
n,16,31.629521610757326,3,50.5589286644371
y,98,28.32212601281523,4,97.6418762988042
h,57,47.128855359462776,68,60.0708081605825
e,23,35.228651894145145,63,91.73839660170353
d,44,26.066771496044726,53,94.66421046777185
w,54,60.85452485326683,0,11.474612674926654
a,87,62.78173590765886,83,53.59885973903735
w,35,11.578791596808834,59,38.52152235075395
f,9,1.2155767862527145,40,62.80998460437745
m,48,92.68192404653328,64,66.34182851260324
h,49,40.56659335076112,74,90.5363048978168
j,76,17.34452495391221,3,78.9583440666351
i,75,25.0911761354082,25,46.247364344874995
p,35,60.38192821452233,84,71.62415772938677
a,14,0.8009634160149881,2,30.176832282003197
u,61,54.243059721188125,36,97.40226306481706
t,57,85.82885014471015,10,18.311503692071163
a,31,30.917273464026064,70,87.54990249331735
a,4,62.621090004265824,53,44.34010919091712
c,36,6.0223170297398765,77,10.540285531264482
t,28,83.97543674432877,69,79.7442743385133
d,60,85.07236149717855,76,67.59311672358031
k,100,89.42011138851319,2,87.47650040448059
z,57,61.804656851872906,54,36.953482195477974
m,61,16.899265101040427,41,84.19930329867115
p,39,37.640416528560635,14,59.36144445818101
t,66,81.40331935652705,50,6.86594942008194
l,10,75.45997779855922,89,88.54777679235578
e,51,0.9153091813107639,95,3.0485630374379347
g,22,26.600695835379017,34,61.671637993470455
g,91,27.3561984924818,25,79.83628139940593
j,61,44.354342169111604,1,31.003519834926486
o,42,7.569425911253669,100,10.555309698070236
q,5,9.157800458419608,95,52.11175171805774
b,24,33.18912699684905,45,83.23707762201812
j,72,45.1243996245816,30,28.524663489440194
c,12,21.93864420898015,14,12.442790031059303
u,78,29.309454908151423,35,43.41631896599931
w,28,12.3033600533483,52,46.62002182268045
z,1,73.44758371543037,62,98.16537196863355
w,54,65.4869937924887,86,82.60429231257554
d,5,7.448770851541431,61,7.691317984942514
z,16,85.09100866751574,48,99.53981546464067
w,12,22.170448480199788,57,85.73826298947853
t,75,68.79617812161364,81,59.68806995997107
s,45,91.46182476596391,50,98.2209860361622
i,42,88.6547915504008,14,56.96651439759236
o,1,89.9074591694973,9,48.25983601509915
e,17,78.26967887261596,71,72.78318478306906
h,1,22.07668089923032,20,75.78065314949558
m,70,48.27012006699547,72,78.33692300648386
q,97,81.61661381240638,71,3.0002242195938167
j,27,48.2379039262464,25,55.812162407650966
s,12,75.8313634320409,94,27.35682010965893
n,62,66.20915644788705,43,21.477001810323003
e,57,25.83467204547126,42,52.46886807139833
w,16,74.65302409339,66,62.12586651733364
q,30,98.16228315299628,37,28.735098633607357
a,35,38.03640478262711,18,66.27049245907148
j,71,42.524119376406155,67,23.87051682478515
o,47,57.06923419177973,23,23.95182099528895
m,18,94.54994535129771,12,49.72684164772873
v,65,5.7691121898607705,85,98.1345609336983
y,58,38.12192471124578,0,84.09287981835436
d,78,41.35947131929908,7,79.60766041063457
w,57,53.52014713201707,75,47.00463198002597
c,2,80.83452487753212,58,9.754137941623242
s,56,56.92094685129142,47,14.012988249286218
t,18,88.54941644561892,4,72.68877569014107
z,94,78.37063587319724,1,26.75980379130375
q,62,59.461108475509626,0,98.43033424355248
a,30,73.46571973688741,53,2.841359260548215
j,13,11.6506047619919,35,45.28335671786778
t,2,6.124652484247772,16,49.029342691129244
s,51,43.28175095796609,16,53.2759769013859
y,66,15.928368625950352,87,71.34167595838355
q,45,3.2049144488679904,85,14.65096172645708
v,49,64.88917706925498,78,2.77711557251602
i,3,13.405536073176162,97,92.99539309702234
t,11,86.14500334729821,99,58.89009972582772
u,56,10.81707529771837,6,19.77913475724087
z,84,44.48784854831372,39,25.774788208970445
c,38,34.62982571769153,57,66.39651600128502
q,38,48.5453666092981,15,54.748197639129515
s,26,32.159577091094796,51,54.75485562579675
c,12,59.74596748464096,53,17.632263152471705
x,78,99.62769403308585,20,97.13812363352747
g,19,92.00336234604855,45,89.14179505036076
h,52,9.410728829379,26,46.23679428905139
t,24,50.08332211279652,29,69.36965638291905
g,72,80.47393658677555,34,53.62799699656146
v,0,70.04784896518399,88,82.42186715457372
m,59,54.57571522689155,48,5.22071741292457
d,54,52.825589717694875,84,32.041386956006654
s,40,65.95595297268281,60,79.2523059692443
a,44,4.828083377446246,76,86.21743382965994
v,68,73.04355614678042,86,9.216207296440382
m,51,42.57957618450769,55,71.24344929843066
v,14,77.0459995055632,3,24.15107238481713
d,8,27.1488055215112,55,87.27033925334962
t,86,85.27646841095304,35,60.919152162332516
z,72,70.19212728668177,13,14.93382158079114
i,48,77.8744481607023,100,0.21223960523870655
a,4,63.305498676016036,87,75.32390955337199
c,18,79.50788045397455,64,21.721881188632697
h,55,2.6176312372449217,39,95.10503175234196
u,71,21.951611077911913,67,21.501379030882273
b,5,73.76489208540478,31,33.55808185215725
l,91,92.39971718885408,90,70.01383204569372
l,32,61.4088053313251,33,3.7702245779088095
k,99,83.96223826431704,97,94.95307356521229
t,8,54.070721933592736,24,63.91953576717763
r,25,79.69725275609888,15,26.979981706031552
f,68,8.904332992458041,26,96.3931353367397
c,4,44.68638453108619,91,36.53053338268069
o,19,38.744670985382065,99,23.966577238828346
r,16,34.76160031317853,38,70.43676013764119
n,25,68.17815295144163,99,11.459884811204702
t,98,7.088925817305691,29,32.424753781301305
z,58,49.01654585375499,54,13.517710297513919
n,74,71.00510055325799,85,15.73125956686482
r,71,8.814565652501717,43,98.98876668902132
c,14,6.268424132694372,52,54.55032549241372
i,2,91.1095741651754,34,77.05546475592242
i,71,14.418944375164322,7,3.29307357085431
v,52,91.1767830282077,89,28.764745965346926
n,97,38.058716857562025,18,40.49972346739473
v,99,35.14582875601525,57,60.76370950738341
t,92,65.8428751521065,54,14.564256033515722
g,63,13.526290070528779,34,76.52606071977367
d,58,18.94677154554143,47,95.71138472232188
s,25,1.5182510365116197,7,99.73121107620221
h,96,11.817350086756463,50,2.199406915324209
p,65,55.59565025623709,80,0.33823295573813805
a,50,31.29940860814966,71,92.56936930535618
c,52,42.28916307838924,95,68.36646401533183
g,46,21.85812053533872,83,21.91708718958001
r,66,76.46901882993103,90,63.01198370104652
e,15,87.13428052991144,44,89.59949670809085
m,5,94.02419654816893,56,92.88641218572273
u,12,38.414845371516826,55,83.26987663765152
x,16,78.4016358840444,17,75.14295954728615
y,70,12.226286776852469,80,50.41368763788691
k,66,91.94758445893848,51,1.8021645140229525
i,99,2.0652845179701784,0,56.037666526622445
j,62,63.05150341265365,0,2.328005984694048
h,60,47.27227155440428,9,78.63150802829135
m,48,56.63442187846157,21,63.119390937267504
c,52,25.029729191140106,86,30.72185186980888
f,9,51.82517354229489,80,83.01055008696477
l,100,0.5856739293916391,92,46.17714645296973
v,27,30.036449658310772,36,35.73845038284791
i,52,2.5678757873268676,54,65.40814602349847
z,17,7.837452438758774,48,24.265682951722624
u,11,44.25511126822571,35,18.08529870965392
m,35,59.87991489473431,94,13.074215737722595
r,41,26.9335901583439,31,59.1558521735329
z,89,56.03541227966132,79,89.66352559034887
h,5,11.019030440750344,52,12.94399451974555
j,7,59.67884156051305,24,76.41308813285487
h,67,24.53113347987864,82,41.88344659252139
v,20,80.0263469136884,7,34.4279680399061
w,74,49.25986710826839,92,87.88993584160667
z,96,80.81589953051238,9,88.55476549228484
t,4,27.714232503922332,81,15.748961051111888
u,73,95.1595158166958,3,69.75782452258592
b,65,30.097375882650333,90,83.02593965927402
h,52,17.280171401219356,30,75.82322521716075
g,75,21.522781726832495,4,46.15062381216835
q,34,37.00468641384317,10,59.681922266670185
b,67,88.82630023428328,84,5.878441257639155
