D,T,O,G,C
m,30,32.810177576633535,21,93.87193155029044
t,57,92.10320407702623,34,2.6410699847185026
m,10,47.15453301554966,32,63.62011372416634
a,62,27.184841772195657,34,16.919670747246375
k,66,48.3843253766602,46,48.61855125189929
y,69,24.029777833488218,10,13.232406740581936
s,41,68.47656218765844,69,50.90355897702803
o,73,24.50544215373267,68,83.07357718119958
o,91,85.36769492509558,2,92.53418595510308
s,27,48.12564781403768,39,48.09243884876735
j,5,18.93106909610228,34,84.65106406495325
e,29,75.73826944234712,67,41.617141654575875
n,53,42.45199983706583,98,98.41890614211117
g,69,83.1084466096596,17,53.603346945295684
e,100,28.297758328662535,45,8.090738649276009
k,45,0.6309683362844098,14,95.90761115425136
z,72,97.48387338589541,56,30.759063762280825
h,39,94.39806964786462,43,10.587831424629279
f,36,87.83855240560474,66,14.375823350243754
v,45,1.2549560454449105,45,89.58218735806685
w,13,14.93049229729122,5,68.72246419383285
p,89,55.864132811235656,53,21.914366210898972
s,60,82.72901014078569,22,84.40811372594906
q,82,51.358464919268634,10,65.95503496810227
b,43,20.027796431990364,40,62.04002195215435
n,52,56.479765445187994,37,9.05386090816881
b,50,52.83107258993147,30,7.838341289711193
f,23,19.59085291171766,2,17.990028670596924
l,92,79.11147864256517,72,16.13173053830498
a,93,80.8208971589089,64,14.394573063500438
f,81,43.00157930786674,16,40.5031199387824
e,28,64.41697119930342,83,26.050234238633053
o,67,60.251318260693196,96,9.833773530234978
u,93,9.274633509765618,22,77.3911852958952
x,50,65.53366134762662,57,1.3068575837353436
l,15,58.86137501800754,60,63.06611420058567
d,82,29.53622911994074,47,59.86305341351789
a,100,22.631572210369967,100,15.227652178649077
s,52,86.68533691488469,15,2.0394873789309043
k,38,27.648777864607197,79,62.748272744710974
b,91,92.68424335479294,6,42.53628712363013
x,25,38.354429232382,72,83.45714699154657
i,90,92.57329728754424,47,31.296796709187603
p,18,48.66214240580925,62,69.56920932471145
d,78,58.90265158863775,32,87.69164088326539
p,20,43.9305107149295,27,76.87811181992707
s,39,26.001565653235126,10,19.477204040757577
l,12,39.05720618636187,80,21.601544142709315
t,29,62.559828562064226,62,9.941356165922965
b,87,87.02521746938639,37,22.08085034911771
p,99,62.4635459840297,42,12.45891949558927
g,61,36.70557703697893,48,45.22525934004371
c,99,30.055099022690722,81,96.8481075736351
u,34,24.748667265328585,55,71.77879990808096
m,48,36.863130170821314,24,67.5380502810117
b,67,87.0520809552282,23,7.564965152353098
m,30,70.30232812501303,58,72.60495035505134
c,79,83.93303932830307,0,35.791883319507136
s,91,99.26244026116811,98,8.652651776238397
t,63,70.54931365075086,66,41.48398060790177
b,22,81.13943742032991,49,34.20385532126703
e,56,97.47024491737939,70,15.946727524721293
e,18,27.548317284438294,44,37.3553843889911
x,51,29.877803183116725,70,12.370720804803625
t,81,72.44558863858863,16,4.164449203371379
u,61,55.23160990666449,62,75.63111539404845
j,43,10.875110328327352,22,98.78045218411847
n,67,13.893165357240012,83,3.1976464610186217
y,44,68.56370382740987,69,91.5035461380564
s,17,2.346868356644549,24,19.043719844425944
y,4,18.225751871802153,41,26.19425249043075
e,73,39.98854070105459,54,89.38622653919549
n,83,45.50323082543143,45,12.068549005291572
g,54,60.25821875214579,48,25.243845020722667
e,88,72.21029267005817,1,54.8731758696561
r,50,85.46475358742175,25,99.77447837205979
h,81,76.12258160537758,1,79.78213129767178
w,44,95.85770636469069,99,71.50424125082124
j,65,17.444817185861574,17,75.26850726340894
u,86,35.53097143382441,74,11.93189464203459
d,51,22.960102977733044,69,61.58849487177213
d,90,31.176282590528082,79,91.63204354177985
s,71,85.21129516756069,13,33.04205728311202
o,46,73.81814516323062,73,30.11198696330578
h,39,91.03834341177959,94,94.19250533875126
a,21,86.16125772126792,15,99.77125218387896
s,49,80.62363645862253,19,5.422087500587002
i,18,52.315825935536544,38,99.69131540957997
g,28,39.27433328831744,84,18.210041232906494
m,22,51.93157972780696,70,14.147738641127583
d,63,35.230728801930745,98,73.6996749653082
e,97,24.353437835100745,43,91.03989297004993
b,55,72.85573960306063,19,9.756763037837556
r,99,96.35040423448187,23,7.682753255133545
j,82,54.97325293961413,32,88.08346445067114
h,58,2.046369599851683,24,84.3195789740835
b,96,61.97395854410651,53,20.743826354972107
a,31,9.385510936945973,27,27.891656403076514
t,10,54.1965451264657,73,90.35027020885184
s,82,52.06266972757205,4,54.02003832519897
v,28,82.42287354260137,52,88.87013204878508
b,68,17.733525338842604,48,58.937795111213596
n,84,76.47926606093613,71,78.13429973393364
q,63,88.21670809901819,52,39.40056099086557
a,57,11.445672016744535,79,8.330036283350694
z,34,1.5425091823785042,95,15.311630992354397
f,4,51.398505128220094,45,2.591809262974154
h,40,94.3812167062189,76,76.56091434383116
m,41,27.350443838839123,10,91.12238456245947
d,26,21.57224889781323,42,40.78134612054747
d,28,81.75611258541501,4,21.497701180532346
s,94,31.406352710969276,72,97.97762319158348
i,24,73.90439007706397,26,21.076786226003495
d,77,41.75202838518041,17,93.8650675763943
z,64,72.35108136928972,93,0.7057734816275807
q,29,14.854692768062872,41,40.874008963551624
e,46,70.58036327033226,54,1.8188833001388516
e,98,25.39323096310957,79,56.42826636525828
b,46,41.8149332092965,51,7.7917314158657325
h,56,4.524698445078701,47,29.97666985964571
e,11,64.68931289943534,37,1.708259468930995
j,98,82.38156417509035,68,43.36065135124267
j,42,46.473037408089645,88,70.83294861425074
c,91,82.24997445939611,57,82.24702416494164
e,32,92.67089965769927,71,38.590900548792575
h,86,70.61575401475201,27,0.15736919741108357
q,85,47.85783677744043,66,30.20015375385472
e,41,65.1223782033217,60,95.93278505969923
p,48,56.2985339596567,22,70.49872678895845
d,72,25.515800720074022,5,81.73586205299517
y,73,78.59316340216208,12,44.398940909404885
m,91,60.99698776158916,83,69.73462335742123
l,8,16.130599580312456,57,97.12259339736097
h,16,77.45729796174015,74,72.03027455220526
s,19,72.0267606642279,57,70.8339955235022
n,33,19.079641254118552,47,69.8858965152271
m,31,33.969324516647106,51,22.95487703784127
i,27,26.878656925013843,83,78.02270693379356
t,37,95.84449963603598,54,96.06204075308487
y,52,29.117799105534413,20,45.395973124907904
n,76,86.4313502285348,56,23.02081642760919
k,59,65.10380256852243,56,10.825306648752742
h,81,38.01389073805835,8,87.44323127680262
h,86,83.05765330889905,61,69.18033642002477
m,6,53.80102068403305,49,63.50470111219789
q,2,24.6575938535619,37,48.42816364461397
q,42,45.62346903307821,27,40.64259965666584
a,13,22.62079433868959,49,20.100009328360713
s,84,88.90392715471049,75,80.69238877737948
o,77,1.2455447327328617,22,28.510746899217665
r,8,62.19135933140885,3,77.46145263502409
t,89,93.51171743238238,28,81.65719279203451
y,83,83.08045219035324,24,87.9816128046944
z,64,46.76348374197584,87,36.06880640818161
w,12,8.007938760545041,100,8.381683917697359
y,77,74.28765451918738,81,34.36685874971399
h,99,85.03813246347835,35,43.63804231585512
c,99,36.26215719496958,42,38.194940377950545
w,86,20.961695702045724,99,37.10112079518637
x,49,97.40225675344713,1,73.36229193731086
s,55,44.65678954845396,3,88.08229987696154
c,41,2.970965572077655,57,96.5611335432956
f,25,10.797401879939983,96,75.94750564870175
a,87,61.92996798263991,15,98.88701143727818
g,9,84.7672953280277,0,62.070507352706805
t,20,0.07478168929082596,96,4.378581465708297
b,51,13.612061953889487,58,76.8737480767245
q,33,62.05643693260116,98,54.700295038537774
b,30,38.12484267509836,58,4.212117713501417
v,92,77.05080605388238,25,21.69089458673985
i,94,34.71057948639648,96,55.61925003984874
v,84,1.0625489959913081,72,1.9749351940896998
n,19,95.61552136515316,8,47.676767510908135
m,29,8.787876521533288,64,72.50499922178845
j,19,49.92872013000136,23,76.54269966739801
d,43,46.78321547967354,92,21.64716681814913
r,81,88.76862525843372,16,12.858845597554602
d,89,57.88808476630616,62,8.146420657030617
q,3,12.545763363167916,46,83.9510508053256
s,92,73.07582182379781,66,29.732034275852325
w,57,31.353819152942798,7,54.73207623568383
a,9,65.00324466414314,63,15.962246236929067
s,6,36.471083422986204,80,69.23603725177496
z,58,87.0808653944799,5,12.066962027092954
x,46,12.861660002623642,98,36.116060539649865
b,99,55.4849474422555,64,2.734556416191758
d,51,53.82344526029422,45,69.6299151087733
a,69,92.65182036889047,8,95.54032676786383
p,27,69.33108244034946,28,57.940853940742635
r,8,78.45125657904192,87,21.579600439770985
h,61,40.03801154785914,39,84.1922451983339
w,6,16.891052223256775,66,24.836417191273917
e,71,93.95926141473745,24,68.72136862251806
c,87,86.98606265036294,12,34.571942258229704
p,71,29.01013188181656,20,51.42824768259414
a,32,6.799994222891758,93,36.758170967134554
a,50,84.45258108034946,82,51.13683804643622
j,22,49.0335111527281,38,21.853396323006457
n,15,9.981074121370714,58,76.02410675358094
s,34,14.200473495961663,1,11.354596849380982
p,41,92.22446425908063,23,75.12883914126172
s,35,37.23407820473192,53,62.42141783075454
a,42,98.43584812771394,63,81.94435749551883
o,94,92.7833748531463,20,45.60006761709349
t,94,64.55054299919517,24,17.393258571626802
f,78,80.03854296524543,26,54.90045545444314
g,60,3.0106451511343946,69,36.31430303187657
o,46,78.42956142566443,100,74.61620761719445
i,51,35.76237525758486,99,82.69962509275398
i,53,95.56863266275664,26,57.52843793780657
d,81,36.15590253384027,42,17.42814156162732
r,16,30.016992686153763,98,0.38525005707004123
q,11,97.90305157320371,18,68.7096515770811
e,68,29.082137108476314,39,44.55447844113197
t,58,94.39393351806663,76,25.128303111950277
i,87,4.810890497722031,49,16.259015835231892
k,33,0.9567799741634131,61,19.91244524681236
q,46,37.85066425837302,32,59.23675037885259
t,36,99.49184149843857,20,33.12536317198016
m,49,66.35406782262098,81,76.05350509219294
f,42,1.302403848692002,28,2.138416959781908
i,22,5.99040686741128,60,21.326794904854708
o,70,78.70845372043469,34,39.04239161855594
n,64,8.316590822277615,60,54.88794326687636
f,63,36.17079199051476,63,14.73350870449286
s,88,87.62945361507738,5,29.552818625637723
j,84,44.28637771159657,75,13.916702010924109
q,12,63.354947805568266,52,32.76290762572964
q,100,86.20209803786251,26,23.786065855435577
c,38,26.18543691729395,55,53.73465081232427
o,26,53.972674512093,62,72.94203321659649
r,63,70.32971637265591,79,94.52058366449221
e,32,15.095511029107843,91,58.15285721529514
d,7,4.473012394837205,82,4.167685890317118
q,8,20.160073738199323,12,7.484157081944032
n,61,3.1532009346148415,29,3.8579660715080677
d,43,8.820476684283596,44,22.836825116490356
s,96,47.82928858666813,96,80.72969450637659
k,41,67.80992454138392,70,67.51415041813094
e,67,60.62925160786925,64,29.482160892131326
c,46,38.01996159422596,58,74.64981195534727
v,97,97.08880712166817,45,32.343941092449946
k,26,63.845699137591374,85,56.81884753699728
g,89,17.14332425725126,61,86.85007638190078
v,55,51.65778528718725,26,93.60514720127729
s,47,77.20581748796758,31,52.694649433385024
q,11,57.2947406108162,82,40.03485748402099
i,63,60.36782335226588,8,99.5373799138695
z,56,95.7752611762106,61,24.582032463265158
v,98,95.23338847834441,32,83.32073055770796
w,26,28.436501040239115,13,26.033520014351353
o,70,73.11506470992053,66,83.56297926502873
o,15,79.84721434025546,73,96.1135172301839
c,89,63.260840636879024,70,90.70658924312488
l,98,92.57051645473877,92,86.75668148495099
b,5,24.265763730112532,29,91.25493026554444
h,83,33.48930147601615,95,5.647975208405631
o,13,37.512988078549206,9,54.44901215230837
j,88,94.3870348412298,80,70.10885196200309
g,41,30.99435602293845,28,87.25018866069743
m,88,18.146594894011393,11,64.31418630515925
s,81,64.7677618930712,1,52.936626979032766
j,67,81.31957212805781,79,2.670156152604586
f,17,7.9032697215003616,63,99.19956840497925
s,54,21.426537121898004,88,64.02556843301087
h,23,71.50172464051705,82,9.746746739249279
l,92,9.96398447481771,43,41.65641538721954
e,61,92.47652348116323,90,67.94932396692755
j,83,58.63294426242588,43,45.24122714491733
t,51,82.61372516243314,51,88.26281523595681
g,3,22.800078422734426,55,36.22528043398131
d,0,37.19373940912374,1,58.29068167517853
a,61,73.52029525801609,7,99.59973219969332
n,15,51.68393018941786,52,66.230700864908
b,59,73.18443680787938,64,18.68008201604502
v,35,0.6705003348935201,72,62.49104971840431
j,65,29.206656252859165,8,41.606493510136424
q,19,35.64127224846574,64,71.33410523969168
n,100,85.42060191691884,67,42.63547347054415
v,23,71.97336509134385,15,81.48052312967411
s,69,69.48621144492004,95,85.05070795666583
u,16,95.83499669881051,78,53.677322981874596
x,19,17.89818783646059,76,34.70205689790811
k,39,13.175307627911003,58,34.78373228732896
v,78,17.301250078339358,33,61.26393388308803
q,67,60.14555517838761,7,12.878607584490254
g,40,91.19047518354463,22,51.9396712830652
o,56,21.001447824894225,49,65.3235651612617
p,5,25.072669138378632,6,61.356789701428916
a,58,55.78803599646025,93,17.130460606330555
l,3,40.68848759322571,89,17.454207288510847
g,97,13.727212794815014,30,16.221566312317513
f,17,96.48420024420659,76,2.723680897024594
y,28,96.42579657828291,41,33.351933581836256
q,98,35.174612182019914,32,61.248998923543084
j,8,92.67590738770723,67,65.09107430605916
o,82,52.01924588285688,83,87.4401763223529
g,62,16.12700813058251,31,42.94091073087165
y,90,14.18727342504732,81,44.9449362784699
q,83,0.683619988024875,23,76.92882839815597
v,7,5.29744191503344,41,71.95037595483866
z,55,5.012402636834102,20,48.004209067426885
z,80,75.21611648226525,26,83.72555229323848
r,94,90.42564295296994,22,67.71502661898
k,1,0.8997259931337154,44,35.59096009565166
t,3,74.0189609801451,40,43.639676182154176
l,44,21.072305697187034,78,17.325176722890735
q,85,68.79433753331337,4,34.665010270814165
g,80,52.38708100146469,81,37.94788521617893
r,75,52.84393121921991,48,80.89226146056015
q,84,12.819155731404486,57,87.0478364034345
l,26,24.940336719417722,31,1.9043038100357679
a,64,13.270077618792985,26,24.442321534249867
r,23,25.949424204836692,41,61.18374910355948
w,10,77.52972383744587,37,50.71317502002331
q,86,83.42277239449825,33,22.818884567393226
i,86,90.13591822642287,69,38.75030282723975
u,4,6.3057306282780505,82,90.84281808983134
c,94,54.97242446250098,8,26.02283472443553
a,51,65.03587346309652,12,91.30257209481564
k,79,97.26470031660516,39,39.097155262881955
l,21,13.5128262587065,1,28.75126559225336
h,22,32.09405020531854,8,9.042337548744083
i,59,16.986371409244107,55,43.27307150602565
i,68,17.302569465985385,48,38.07130043923927
f,100,22.04519084255202,40,4.742236119883325
a,37,22.122009853691793,39,37.50735411465167
k,20,10.16150026579411,73,67.15771955368835
f,47,19.70495413734936,0,11.726802602405362
b,60,41.28504810179312,8,54.03418055513548
u,60,60.992486899737244,89,14.158348835421641
c,1,14.659198357124659,70,14.114372190455304
j,60,62.44038648261615,97,39.62101733734558
w,20,82.44272439188263,19,76.20599674759755
w,3,56.87931669683586,90,50.11396356588469
f,12,92.5246996918726,95,75.2783529107185
n,58,35.85904456605864,0,72.07828389919206
o,26,22.361388570204266,66,94.50805419189815
r,79,70.39612229913527,56,95.8498049805073
o,11,51.05165792152623,60,21.737191352914785
z,9,58.643933186759426,98,61.95074466304782
q,9,53.06312086196314,40,69.94177637986995
q,20,93.62040995142283,90,4.745106410166688
o,69,5.871277580888101,22,95.62509290023456
l,29,50.16079259423458,97,75.39581430362186
c,1,88.53846381735096,66,66.75044811118288
u,10,70.1635543285441,66,92.80757749345447
v,6,59.27109658885357,77,60.33386725025477
g,58,63.79617485009248,55,48.05117862167027
l,82,21.77786924058662,21,41.17654816983438
v,27,37.80118561399015,68,74.17719298181943
e,48,8.407715958301754,80,72.700901672015
l,9,3.5526487287387276,69,55.479311482475566
q,45,36.82871053869752,91,49.19359276467967
c,43,72.79686714419331,32,27.707539120379277
r,31,10.884006382606959,38,31.695383359151542
a,42,74.4683642544401,79,51.30561481227668
n,97,0.05031146525528163,48,29.791388401847207
p,12,70.84167922617614,10,34.86521126361093
c,31,86.91402970745058,78,77.33319231522619
n,92,78.3254909053331,47,48.620340250470974
p,46,22.2133087671152,24,23.691100492732698
x,5,17.02567449294695,82,13.024988759678212
m,16,52.568468942034066,63,9.955277204509116
o,75,39.04811873973113,63,11.722510102142037
b,41,60.831974712158,99,53.26384145462735
l,57,75.35463723469131,20,36.53350748360784
v,31,80.17437139902059,50,64.69924085266553
w,23,70.3203869947389,74,9.147504094460668
r,18,16.204638187073826,21,82.3050598123462
i,18,23.550485830409585,42,37.802577220275815
b,69,69.85711037210062,90,36.39660936085649
k,85,3.3641330317458085,24,40.20836772096688
y,65,1.451787785947778,93,57.105575344700895
m,29,84.24034268810607,8,15.899113657219377
g,87,42.11211302602271,11,74.58916725093164
q,17,17.14016741730725,43,48.17703198012183
v,32,85.24229999184816,40,4.436225099437186
o,73,34.07430747984523,91,45.78468775921629
g,82,39.36470324881387,56,59.64028755898249
u,70,71.60062636445997,88,13.879763489694085
s,51,70.14995275734842,37,2.025510994368518
z,21,60.87802687195668,70,24.280268197464938
o,56,50.66251036577224,18,23.397447719658572
c,31,62.71174069598846,65,71.1875608430012
