T,F,V,B,H
o,64,66.94394291448272,62,95.11651459192055
e,90,42.340133500664024,74,60.78135240456854
p,37,72.79224768180369,19,86.59086805705314
e,11,56.80818065498033,87,82.09485480973039
l,91,61.46638558990954,29,95.59724462103954
q,45,66.88323885579325,44,9.250815367840303
s,3,50.88724362613325,37,98.25407978618729
j,79,77.1944146590561,97,44.877988765611946
o,73,8.526315440010846,74,86.40003491265237
j,15,97.68448400956996,43,30.299822127703436
q,70,91.94614863358778,75,57.71502517228526
v,78,25.112729518021016,9,87.338109661818
s,92,48.23810913424399,58,52.01105632175255
r,66,16.245556009428363,42,73.29225828887527
x,45,42.27668795006527,51,24.29330611319567
r,46,77.08625433388006,57,36.5544930116248
a,63,73.07159269885275,81,46.64488680357749
j,68,70.15517225593499,55,24.322668007678537
f,90,58.903545043503335,63,12.293471365960562
w,79,5.3298474809003515,42,80.11496146877478
u,40,47.55064055439359,62,90.76067053049712
c,25,21.5938126365389,34,90.94326653901311
j,6,96.71153708430552,22,90.36822176275908
o,27,69.2990859514928,100,63.93125271246157
b,21,44.225015231299245,65,75.57274457796443
n,48,99.00669132748222,98,61.512222673183246
c,30,48.40362537373648,67,6.132606921474693
t,23,18.082283028852753,68,13.89973816509582
p,49,67.32396750102531,81,87.9602926421544
a,26,77.25316565687993,78,71.91552869032587
d,49,90.36234532844121,68,98.17572550121454
d,94,59.96881265417341,6,71.07069701981638
i,58,42.497571972766416,13,10.063477782018904
z,6,19.9980257449169,1,7.153834954348703
i,100,39.680462259112694,65,18.46556014679389
g,69,55.26064783774402,95,59.09105066532906
m,84,17.319241709646604,23,83.40709921042844
u,5,89.73284132772199,81,96.07316211532915
e,44,61.63111429383456,75,24.32412650641478
x,70,99.86935219244319,16,91.92726116877115
q,78,23.217317111437662,93,54.93943112841002
p,88,23.380942243579796,19,85.8900740894045
l,57,85.23539605141819,62,85.24304078169882
u,4,5.474731913301434,0,73.55926336142767
u,54,82.09154679335182,70,74.41635863020267
l,51,78.39728828821154,74,27.567782751903014
s,79,31.581871432636564,35,8.034784518310346
g,34,30.439902992433144,100,29.240471923711432
f,13,4.470458552459588,75,22.15077833530158
l,8,31.237993491598537,43,36.29901615218698
e,54,16.927744061762805,3,92.85979025672331
b,86,22.46376270806256,59,57.205786264348056
y,78,85.26118085360508,39,40.64211046517894
v,12,97.09510013084966,39,66.14567647337948
x,85,27.717979319275678,64,51.40068855898725
g,26,46.841649663235316,20,31.794609457074795
j,25,29.722078075209733,41,45.957273310633674
f,9,43.90348660129777,33,96.34884133345574
v,74,45.565217710603335,11,0.7820012051031222
a,71,45.02074262026886,38,17.2114084671636
u,43,13.926701264638364,75,40.88170829458417
g,61,83.21062384160746,50,55.06483901679117
o,77,6.842518340425285,76,70.10328183248754
b,1,15.980119282808102,30,48.758020971430774
i,80,80.1163151950896,91,71.56779334841222
f,8,76.60047355467215,26,58.20124835532584
e,89,8.049931559416724,72,56.56408639150937
a,87,24.677655405042366,64,5.268407311018097
x,94,35.903539313704826,99,11.911271335864937
k,59,4.271320225382425,79,4.263769517209626
v,68,15.622249069447292,27,80.8571910815662
a,97,75.92138782916855,8,41.62105829726145
c,93,98.51597771970776,6,31.24629795481867
u,99,98.44794673685733,23,9.751336058644611
o,18,2.6612304245524743,62,17.316128586511336
a,86,1.8116844852439362,70,73.86395112177136
d,43,62.02411185570931,92,2.1351300867816447
j,93,21.48203026549844,74,70.24178986176236
j,57,69.35252471005225,10,55.495266736434715
i,93,36.13094877893969,64,66.98939152500726
v,40,76.05468853776466,55,51.52941403783039
x,95,53.431195189255206,59,29.791721707211682
l,29,49.02563129206591,77,7.24005582398044
e,23,49.612202210078024,24,69.81792093035992
r,86,20.95772747682365,78,38.46522827043284
s,49,37.71431187840826,39,0.9943584911271675
k,46,98.72424297144832,61,6.815776641312576
k,18,36.569841983950546,83,57.39269816426534
i,49,50.61991167555665,17,60.7769675942474
w,24,14.578855377382737,58,15.146978108509002
z,20,27.259932432991583,41,25.362702431261376
c,52,54.189629967158396,23,36.700319212921976
l,3,93.50503158165355,32,49.88399812811487
m,78,43.348521283011706,55,8.545943644495068
z,44,5.18418179272806,91,37.98390822759609
q,66,59.745391277103096,73,66.37696103683034
z,90,90.50237418699614,68,45.445657452186026
n,91,98.54895171538462,73,73.12496007839067
y,29,2.621168077443814,41,48.23632629355665
h,25,42.27788157989618,16,69.452344639781
g,65,93.08492509374888,2,0.28877014342387763
r,52,33.31859713588684,40,42.48591034022267
q,84,23.23170952662965,73,55.96905376250068
f,71,28.942682404800202,83,79.68793870353943
r,58,5.531538427470084,83,58.53569390853141
v,100,98.19865296335485,83,84.84249783200464
n,97,35.66818426652753,84,69.66062936962855
a,65,23.735380409284858,31,57.824734812868584
h,91,89.6646518910164,51,15.086550537614174
s,71,18.66160272821469,25,98.83935795768633
b,13,59.932994870172685,87,89.21971888214215
o,86,47.25301097178152,16,84.828240411054
e,76,11.170860926626213,38,62.18948588352205
l,13,17.988364515816258,57,12.329206336076437
m,2,81.71208669656679,28,37.923765918201205
q,55,1.990019259212028,68,8.661008669310831
p,36,90.03346319140032,4,68.69808271696104
o,88,92.75495643600323,17,63.43185562293362
z,7,15.168792402085229,46,42.05303002718976
o,30,99.17985815770359,93,69.69024720309417
w,44,86.5693806167982,66,7.761944572049783
l,21,32.23773384755001,31,38.04537277924529
i,12,70.13261584097282,67,0.2979359153882588
c,17,7.492162006561786,68,13.601279596718863
i,46,84.20967118715595,29,49.30323221602772
u,31,49.73303851191269,83,67.74988837775892
h,4,10.46322477173922,63,62.780129125286756
e,12,45.45145605667241,81,44.53661399252164
n,75,85.37362502069954,15,20.728431188956264
z,20,30.83297996764288,77,44.01402837328604
e,31,0.4303153319591413,22,72.31497909748462
r,13,13.072923763921452,94,13.416768415568292
g,82,53.94400837168089,80,64.98253525817816
r,80,97.22360079986095,70,13.126514033466618
y,34,16.587659455264404,68,14.660910116912685
k,49,42.67291221050582,78,4.870746978415951
n,6,0.19886649341733786,2,28.51589811346148
f,2,26.803802446406277,78,57.741554195441616
q,81,0.9216303483913113,77,47.981046075015186
g,65,19.802595077523655,100,76.9907001252351
p,0,60.7263825538229,18,14.583503402082954
c,32,18.136697728354267,87,69.78890525676069
p,80,56.59313995001778,52,17.154404556167467
w,59,21.04413723741738,90,34.769514087350885
w,8,55.64865230285563,79,24.96850577718892
m,78,23.737179111006256,85,65.2880992722262
g,60,63.7704415889541,45,15.65077462308232
q,63,7.514915023841917,16,35.40746091627256
e,17,72.09159376335272,99,29.90063709063576
s,42,75.04948854333907,20,94.63206844074506
w,12,24.686441427932117,54,91.52553937930914
g,1,11.828519646616964,72,41.623355533933584
b,30,73.34651719794363,24,22.83814622108388
y,29,71.54442454610984,30,90.33393710259206
t,80,70.64884669927531,99,34.011690210649846
c,45,46.450166393551875,48,62.135800714606106
p,73,26.02366464809467,89,49.66912337264557
y,37,2.7938066434810116,59,1.9685819186940456
n,75,21.47323916273138,0,89.37529947327965
m,61,95.93483063927431,25,17.01146217581151
a,10,34.089848452635785,31,45.22396065927327
n,79,3.080343286093734,36,63.44944726409585
u,13,31.528443416249697,100,84.49864140542101
x,34,8.882011199713357,96,10.943402923403333
k,54,75.10587714020683,79,55.6772407890064
k,51,25.84943761940661,66,58.40894658796205
y,78,49.5676933849027,45,20.362727657855253
b,40,64.381305524272,47,36.67992836305242
q,54,33.31403672465719,68,79.1739693907166
f,90,53.780828261910194,99,58.28669542575556
l,86,26.94700774941159,37,82.31906831321596
p,53,65.2527963726653,74,94.1406276529015
k,12,61.52790411648576,10,64.54793046723678
v,91,9.251514084099421,91,6.9360875049627175
o,46,41.83748937811574,90,42.46453697951045
b,61,72.54217186510267,87,11.222342764218784
k,95,72.64159707977117,78,43.94872836614171
k,42,5.700403045800773,12,8.461807032168178
v,6,88.03498195348367,8,90.02341308306512
j,21,77.76568971163886,29,67.56263527329864
t,54,39.10905753855608,59,18.796095606868946
o,56,18.899761044298057,4,89.8840619471716
y,100,73.55789205633533,6,38.61642702159366
f,78,26.40413840790582,58,87.48702816111027
l,97,29.65498603921305,99,2.4786748866120867
k,69,64.89128547993161,85,22.49414252057059
k,21,38.52234676502822,72,84.42608214544086
l,22,46.681372135852605,35,79.35278118379196
i,22,98.88165466618946,69,93.69253328474029
t,9,74.90049596796057,37,85.26487043765677
a,66,92.7342263256379,39,97.71411613366277
w,80,55.308729605765365,79,41.30533685945459
p,47,9.399154897823458,59,97.78326721106811
u,53,86.57133229282977,87,42.53241818860665
t,82,24.31004819820034,78,0.899565083595244
n,13,85.39448580185882,44,90.9398212310398
j,15,39.431561947540175,31,70.13820658758763
b,2,54.451808353204626,78,64.42374198767664
m,98,28.85457037598248,92,54.72740043135108
n,69,8.288888752793078,12,69.77567647195482
h,89,80.71711460983855,42,49.73777791505197
s,82,94.22174671217067,0,23.38431464463512
w,97,73.19771902798176,94,13.895918703994614
z,82,93.84863678168058,61,22.06314416918285
v,74,23.226853450486672,33,39.6493084564444
h,53,32.0882766816479,40,78.70841662115106
d,31,94.16638468510274,30,76.85314647546167
l,55,62.16973231714009,58,11.651306021158636
m,13,60.773031718764024,54,38.91490261506452
s,8,78.54413859708002,34,86.81753704259894
u,27,40.4225159416745,76,27.046100990128508
u,48,45.02506918580917,27,98.398633132947
s,25,14.504380792027815,8,68.52296781155421
n,20,70.35188360733436,71,38.92789359000582
i,79,94.67382432862244,99,8.201739141989595
j,3,54.53903716171792,26,95.51220095198786
t,65,96.59468039365255,15,0.012007608472663911
t,42,80.39107802828866,5,51.889785372375016
k,79,89.09989934455652,22,10.321223997971696
c,34,14.40078906982597,66,40.47793021154826
s,28,31.52762076674378,5,65.50737929138822
m,0,85.96187499180891,14,71.8806813052853
f,89,80.85056138161382,7,85.81375117241954
u,10,0.1579383677124402,23,43.65389595246092
s,83,41.801067401583666,2,81.10146111659232
x,45,94.65851392558201,52,91.25876967324467
q,20,62.01504334805543,15,37.46730041774411
o,91,77.97208416480636,37,37.37846481382541
y,45,14.246556415948696,33,61.93586349137855
n,20,53.55776522139595,44,33.13040949712903
d,5,11.997630416133498,6,69.48042205403573
y,24,87.2233246754354,81,43.67933532405576
r,44,57.728871948468786,27,68.84007931556921
s,94,96.28954007542345,13,55.61702473699267
l,97,47.64057419324376,55,38.148883426915646
l,24,86.72472211397174,16,98.85161431231214
b,91,61.49815198303712,89,14.291591860261367
e,57,52.12913780351186,13,78.31317254635289
s,45,82.24895037659809,3,2.8560268621629747
w,35,84.13185100635258,11,9.724525447239607
p,29,55.363788347623455,73,6.427390966041391
e,35,57.465666142903245,39,41.60209595325476
i,51,67.03449026895849,3,20.367513854555718
f,17,71.2515171716198,66,14.107454637663608
g,54,59.55764594135656,14,8.872258224601914
z,92,62.14691392738192,41,83.3311265828457
o,37,25.03997836538727,19,85.7591870123048
h,5,57.34914331833897,71,10.106934905271691
r,1,80.62333460986082,37,12.879596965250162
o,93,1.4320101690289744,88,98.505563177537
c,54,16.507097702107863,24,9.26563148028816
x,95,19.385396125826503,30,52.65496920744768
r,41,13.903624297270934,88,11.268716748276407
k,82,8.25923071261031,68,38.483522944872725
u,100,30.920206139473926,20,69.68110875061835
z,86,97.89488650114816,0,59.6951383943854
k,24,78.72959635517562,5,19.683561969125407
k,55,46.72940428603698,85,87.11031286238054
o,84,52.21293971305958,1,61.32111294359668
h,47,72.4349620501034,43,50.69689278165528
z,68,19.746355209566737,11,63.445043395807886
p,100,80.97325243348395,65,38.99929587018003
v,16,71.37204255582797,34,96.46711716062435
p,13,21.150531249913975,53,55.208219685740566
x,35,21.185975824775905,73,33.81835021989023
g,25,99.53242677481434,34,96.09621273002716
j,73,90.10802257870903,35,98.49688170223581
a,17,50.03261270921989,61,79.51401210042513
n,24,11.33780043512943,47,25.057007647401754
g,5,73.22850603759933,25,10.54334688296108
v,64,49.10049679435253,25,32.33320695193114
m,65,30.990927831893554,12,73.46566213920109
e,42,23.7346569991001,62,66.1681539536541
h,14,87.19117842687204,49,20.93895372607407
o,14,3.894932669150575,48,69.69388173965024
u,53,0.8894641070331333,80,9.199821797126862
t,89,81.39822345397045,84,91.1284809129434
w,63,9.596393386013347,82,72.72915734312917
j,27,43.80010345445894,91,26.52679288252199
l,38,20.020109273623056,81,45.61481550994768
k,35,23.2952159900509,27,29.35414231546615
u,60,71.59496605639094,42,49.58725868819302
i,39,36.351494286374994,29,19.873623795131422
k,80,15.21916815036317,63,3.8326140897270267
f,60,12.42066806295169,83,8.398720545789729
x,29,98.82765119009392,49,77.48180346300519
n,95,6.347969501099538,26,97.70136269071111
x,24,68.16106102490897,37,27.754794257555805
p,60,21.249367161148193,45,55.30519342128405
o,92,59.97583483435973,18,50.0212258467855
m,13,92.55289971729702,10,58.06892797780445
e,56,46.18193885037771,86,78.2642599943931
k,7,60.31360614271378,84,83.78854254233151
n,43,92.95592422930562,6,43.97918023746536
h,64,11.732249305249287,1,49.07572817475641
p,99,87.89673042339552,17,5.408087891090629
x,44,38.31053631168425,40,41.4945488458323
n,89,11.123647069717302,25,71.01782384390131
a,23,42.23969520536593,71,99.83065680501669
o,30,89.98101593199668,59,91.96207479969024
q,99,27.055861210965272,23,86.17663465310633
k,39,89.20572295927506,45,57.278454661443575
m,12,17.379943886927585,4,91.86433190969991
k,3,7.963204320384721,21,62.872944958513145
q,21,11.275633899967785,51,60.37562150889626
b,51,72.08728894511265,65,73.36335690656594
z,37,56.350925069527754,6,29.73670666342606
j,27,85.46470557171175,36,95.52636803055626
w,90,16.962195670731496,85,61.249761456624086
a,96,65.672573452201,67,48.47281858710455
a,7,7.770904919920052,11,83.87168894555363
j,77,91.75751620014903,52,77.97953888408688
h,70,65.67644583611775,8,99.91104417964348
g,5,42.091886355819554,98,27.770989198641317
b,48,58.736549165964256,23,70.74349718624315
h,11,39.53144272313772,24,51.51663033846315
k,82,61.014936442629754,86,34.98025969318705
q,48,88.09286217622542,75,64.92195946125304
h,86,35.03359908092016,40,60.197239553897596
e,79,6.762937672877567,39,34.25091713509847
g,86,25.274014703124625,100,35.54170516961636
k,9,61.7133580767506,10,33.504244989264585
r,29,67.50144358589588,87,92.84001051848938
t,100,89.90966179858913,14,95.5981211297451
c,57,34.85624987105096,28,65.94000274845457
b,86,32.886691595112914,70,73.02982577637196
r,4,68.23676383328284,42,94.92073356159267
q,93,67.88259550532628,15,87.80548694605794
n,74,1.1039607446418964,62,51.079069317204585
b,92,26.801284611372942,13,30.993308235602555
z,63,47.1531588527858,48,24.858821391535823
d,84,44.20536128797096,51,36.12463956471057
i,54,92.87239852818449,54,85.84429947979412
o,36,36.888446390745564,35,87.06156677042677
r,61,16.843105943680126,4,62.25531454566221
p,3,20.878996834881892,71,58.85758924585435
l,0,66.765290588412,80,0.46877372911174886
k,7,17.481844583169536,61,53.193401716680725
o,85,15.955328135578217,77,10.343143451019344
x,24,6.053663223933315,79,55.0784693720938
v,83,32.90859722567448,43,54.9776641172449
e,23,9.12399465145668,9,19.93935839304872
e,86,70.84954276353747,73,26.620619228746822
f,12,86.56722008070538,28,59.63089146989361
a,76,85.59807512683582,12,6.8480482265199205
w,72,50.171484985736946,15,7.767530426164915
v,7,11.89807617081624,36,65.60677822752723
y,10,9.277487503571392,88,51.74345825637062
a,58,39.96049780415234,100,0.08501627249836163
r,89,98.21572171572743,27,78.79321443732476
v,48,83.4352111806909,47,39.878576033155554
k,74,94.78101261354004,47,65.4290480792707
f,9,45.804332924371714,97,57.55992270823236
s,9,38.00406834241462,2,90.06084175932942
t,76,13.589609969204686,18,6.74544138844343
f,53,53.391856510525635,83,92.76004878996282
i,29,73.52798121835008,43,47.284231780817606
h,70,58.171183317230145,33,81.12568095914598
d,81,49.04962359945401,2,40.307771604547824
t,95,84.45993195846235,37,72.9145761748207
z,97,86.96321037765688,44,16.698604912364335
t,19,79.42993198395641,10,63.182346988915405
v,75,38.879941893759884,31,58.294653655830366
n,36,99.24356078075861,65,67.29637967282623
o,97,57.72896228119715,80,92.92898822052936
s,75,94.5331634564631,85,88.49761139645932
v,10,1.2177750141331822,58,46.562319807126386
e,5,47.19589151838285,19,21.475124287299774
o,8,96.36068073380365,12,68.31350660258822
i,76,69.66813306462156,0,86.83594566575609
m,36,26.449261134036906,73,30.09351954927012
y,53,46.767057466110465,82,25.760647549918136
r,29,84.54803498322589,94,74.62241658952246
v,96,29.86986806013604,57,32.013908728969874
k,76,37.36739259129996,28,63.55702145883154
f,60,83.41084721146241,4,30.661873263268248
g,90,76.50498176232077,69,98.54300651725383
a,84,62.23682574812733,71,66.39079815654554
m,80,78.49458433371383,3,53.49689199861556
k,83,80.9787062341729,62,83.30689423334763
n,80,41.88197963468879,38,45.87838097105442
r,14,10.0960183196674,93,97.79368831646109
b,14,38.03767430630109,44,17.613603779728603
w,57,86.14099607485014,69,20.619692423158675
d,55,33.77710266859532,24,6.305279471664072
