P,O,A,S,C
o,42,18.988260683766754,17,78.76194671031287
j,2,84.64169531437622,75,64.00976997176957
b,55,1.203991171740404,0,69.26674183280022
p,8,29.864772675407238,90,45.15435187540954
g,10,63.30870543969752,8,89.22708691263651
b,94,21.59767730203741,77,94.30567015084776
w,100,32.62565155638795,40,47.918546362418304
n,57,55.90089588292344,74,75.95366612439999
w,55,21.474430114522423,16,92.43168850659056
e,55,18.078944864556313,15,2.793216326447634
t,94,79.56318200679856,7,67.98055966346739
h,55,22.836046726829938,50,27.852563537683885
r,55,6.727757053173078,72,46.513642102295364
r,46,39.24466002488798,29,24.621593728587776
v,2,31.471053886292786,10,92.79938817686504
c,66,52.92731276755921,84,68.63234638159918
b,16,42.3248251324753,39,98.57166972279477
z,86,26.40985633984545,87,16.087458066666315
a,68,13.148113356203906,31,20.191452935709897
k,94,75.67849531028163,8,86.2710859691814
z,23,41.83104613789676,26,24.45433538576145
a,44,51.47144247126596,27,20.564999268863705
n,12,81.81196502543112,39,59.74160116310486
y,3,95.06939045857683,19,25.882538444132443
c,54,61.261070385213465,5,34.92334699483409
s,50,77.23458383999835,39,30.11752335712432
u,11,67.8957883995295,11,96.42184531912301
p,46,62.85132700251525,17,70.29388809347672
r,56,83.34101259055052,45,74.51201268832052
f,65,75.74067829768411,81,5.3340791152642675
k,14,68.14476001082998,79,40.561931777840634
j,1,70.29717887079806,85,42.514376302925385
f,100,1.1323021803067101,23,86.31022395550089
y,49,51.44581239506244,69,67.97118228598063
o,28,39.37418090100853,88,39.25919419769297
l,64,1.8187740312009315,24,92.3670796510535
f,70,21.776366973674687,36,54.64941412965819
c,76,61.41982081273489,89,17.38505317934067
p,58,14.080495796758374,89,69.83329509409651
f,61,69.44098499106983,52,86.0025698025198
v,19,54.62610450710949,67,17.5667897998386
d,61,57.442587154100764,2,6.720916624110296
c,7,16.522071470671385,97,39.071048655389816
p,70,13.491610952424981,46,58.32254008642246
u,61,58.10928235553347,43,18.631132352863744
i,47,1.7861799658544175,40,35.099355625714814
c,11,94.23169399044534,99,7.535145879032212
x,44,28.17227904709405,36,12.418978914925994
a,20,68.54209033330768,53,14.28927082142627
w,25,5.6487318324632385,90,6.009595631171627
d,19,79.70396996693529,35,8.67444936994165
j,95,18.925530988262253,65,79.58390199015453
d,88,88.84846815481997,81,48.77438589699009
b,70,99.77041502106825,17,53.22625655081736
r,11,3.1693976957295367,67,95.48128185143116
k,52,15.096050054925037,14,80.36934608999493
a,73,77.10233925124004,83,15.00155353090441
b,45,57.76538072195605,84,49.700245033895605
h,59,50.81356310075177,83,28.298074200654
x,62,9.020678244325243,36,57.733884684154916
i,91,65.90258345888205,91,39.700187217151296
b,89,21.783897999191147,93,21.95922114763096
h,83,64.73680720898477,21,80.68004952046972
w,57,60.51249644977704,80,4.364333804629517
l,18,44.25166769436103,21,38.202316982713135
k,34,17.918715886400605,18,50.961491876275275
z,80,16.34128664394028,67,27.923033085122782
y,32,45.413064043535336,65,92.21960423325555
u,13,40.568130807287574,60,89.67744086279292
f,9,23.17156281530982,77,98.91260045608841
x,82,51.43295735430178,63,24.414991555502375
a,67,90.32190235976239,59,92.06128778037504
l,16,95.65217762532893,25,79.40284271546531
l,83,17.34467840317624,93,73.39934164874278
c,44,96.23536865567004,15,63.91059611687475
i,55,3.233434505406929,58,88.6892196327186
q,29,67.04345119576483,25,55.99721416882192
w,41,56.34840209562206,62,96.65476177401167
p,54,37.16908181146159,83,6.109969949406757
i,60,72.14003352574306,44,11.862046561300588
d,73,8.279081548430456,56,60.68878027385768
q,80,20.273167977689553,51,1.2227690564202587
x,69,52.08572721391774,15,41.94461378713103
f,78,44.27448183726478,33,45.29698890546341
o,69,39.80538712625828,82,45.58713340633852
f,48,56.863195190501955,12,10.19157959664182
d,37,41.593897853078545,64,40.19360111009212
v,6,95.6656378900484,27,17.162410903996395
d,68,40.16057076900579,69,24.380260326812607
k,87,13.658197927806448,29,31.258004626670854
c,92,94.68298022317988,14,85.67627477727243
u,60,9.996160251893249,77,59.363935812542046
l,85,45.13786594933492,11,85.82212142222338
m,95,0.8916955069236954,5,48.06024877645157
n,1,54.0331107544698,20,17.99461206550158
t,67,74.93180257813019,22,46.47782629565233
c,2,46.47963183173531,21,99.33044005181755
m,66,83.54947613528529,87,53.363286742511065
g,30,31.329326463053285,41,22.823805950352806
f,27,73.65542709128715,93,5.415364597963491
f,21,63.32540676603021,36,15.341339388707054
b,87,98.86545736754843,35,24.69908629110389
i,78,36.42961104229377,84,35.73267847619127
u,66,88.76763956022032,51,3.6769889894380015
w,95,85.57902664927383,56,33.123955519367186
s,100,74.08586326214437,90,74.19615662257833
y,28,21.174354565848542,98,81.25546412773846
l,35,48.13288379158275,37,12.574919317830203
x,81,41.297207875352946,2,81.4746419842961
u,10,86.28471251146328,11,55.31042601927296
b,2,25.863299143778296,21,39.441930311445404
q,89,92.08068852059934,37,41.49877154248988
b,13,68.16962517555608,89,93.0242662918318
v,49,86.68957271881112,31,81.96821194690168
q,83,73.53387696764086,68,3.5348535697452332
f,20,30.844488269365613,53,60.852312961817724
w,9,39.27113701915943,50,71.03523256688854
e,87,60.99729576003654,63,50.901458577654665
m,53,30.494908562054135,43,51.272307812042484
c,24,20.619472464770727,6,95.31086260478435
p,34,34.832135177612265,74,46.53026078798498
o,50,56.89632552336341,97,16.817362034086802
t,8,86.55369497883635,4,72.0186362047342
y,66,22.862996844783478,14,52.549806624373765
f,67,97.6243117193693,5,63.48193012191287
r,88,83.7674475830231,29,25.973004856079317
t,87,7.692184963998039,33,21.28322691417701
v,42,42.06256409101221,32,7.704267159685663
u,44,62.25048869794362,19,93.55328425735608
v,29,46.46756029385539,4,32.184452069263955
b,30,54.43791291285736,47,33.9959360906246
v,22,29.536221228516258,44,0.0634919800434175
n,49,87.75420148392645,58,82.86005398546406
u,69,19.55543999701512,91,97.70520919889053
m,33,30.907389081160762,31,11.349064572324497
a,99,19.101219233059197,63,71.425422187982
d,35,45.88444152611508,36,87.03827346843441
m,20,63.57955738486909,71,53.277752072625425
i,46,30.764132474459526,65,86.40385525392534
n,53,40.812837115297974,80,18.94887425938344
u,1,72.12303719549512,22,89.02111313587262
v,17,79.88905106377281,24,76.14796544426142
t,18,55.809305848152476,76,40.453181219356715
w,33,24.52714966985583,63,0.12639642219748337
o,92,78.9526554685758,35,88.67566357076124
b,92,56.56587074648933,90,44.23936448029663
e,92,48.79104668720774,63,68.8675673594589
f,84,86.5200617273256,32,90.2084024019609
e,98,6.305795093067257,72,3.6056526518363996
q,49,52.52005807879745,3,53.595027932321074
p,24,78.0593750318977,20,62.586439633801895
w,81,13.171416933443503,11,83.04658507834327
f,57,4.724686828807356,90,40.83203671558698
y,78,14.591840545640732,100,54.07808161152477
a,21,74.66150967877141,55,24.24394836588356
x,22,56.02428106604438,67,22.592680483440464
q,60,38.231222009722664,58,78.51854341852507
a,16,81.15193663036912,77,84.49098859434771
g,73,59.1948227738079,62,54.625670274610584
p,24,65.66508787616041,98,60.941478014624394
s,37,86.44347596976006,0,17.534972591182417
n,57,63.934306295244006,25,38.14428420560974
q,68,82.84492695111744,14,26.194046096106195
h,3,1.7637522287020313,58,53.7112332197967
p,3,25.88570703295321,21,43.748700787564474
n,28,71.74920104070198,71,71.01361242721251
v,53,99.06238268800436,99,92.12821736362457
g,11,27.208037143986108,32,46.05530437635994
c,58,60.23285513542058,84,42.74899440306067
h,46,26.57747358205157,54,6.731162119375645
b,8,98.22465238613589,78,23.75779766302707
o,42,46.63588889325096,52,28.140837048372504
y,60,66.28190026064064,93,34.981991919915934
m,24,18.711438694657932,37,36.809746283566284
o,2,24.89970692820018,84,97.5992054286731
z,46,32.56932398748944,14,39.23061161069844
h,66,28.357847378190392,12,32.27814945724072
s,29,70.71892567978173,62,22.849616485371303
x,78,70.72330943487457,32,40.17691493624168
p,34,38.98719959248361,88,49.290052579606595
w,16,0.5311811399028254,25,72.53267381890251
z,45,2.965105301643256,75,67.31589947489665
k,89,96.62454274314926,54,27.188043188999288
c,46,34.675704804501926,94,30.990332281338407
h,10,21.93627141012453,50,99.88137079066618
g,2,5.386607792351395,13,27.73111782145924
q,30,69.5662284322363,68,22.840760029295993
v,67,9.391409416000807,8,28.740331691261943
l,87,37.31003023241315,49,21.151653045026187
e,70,32.87217417592431,77,82.83665547292806
p,39,70.08642788874397,39,3.3158917979043023
z,93,23.954112798981207,35,24.226662424592117
x,23,57.32950301872162,63,17.617366215787555
l,21,55.38522417294753,45,78.05201053949419
v,83,32.13538496649365,21,61.11514563353781
w,78,66.49588338293627,78,23.815955193219573
d,74,59.09895689216188,70,99.50004173214845
m,5,7.0016903854774775,60,66.46198452290453
i,79,40.8142747794521,74,61.16710230657986
s,39,52.1318241957647,67,44.68636439656181
z,35,77.8151022296526,5,48.74499556634058
t,72,1.5074479598915835,42,48.76729386191134
o,82,62.77740618169398,97,86.47534655225382
z,15,9.237174610358823,89,96.63537777878418
g,9,48.06000120691498,96,91.21467575079603
w,52,91.65405098850707,72,62.66085120795935
u,1,12.43259728277365,40,23.066573683317948
s,61,86.4468637230026,99,56.57107020175627
u,93,2.5330305165608302,39,17.535396730242027
s,53,9.874453315765708,90,67.6758417609247
m,55,90.74499627026891,50,81.239177604465
y,96,48.72942414438671,16,63.96482868027462
c,30,91.65127529455401,79,23.686630142446464
n,83,88.11825515680376,54,22.13678602247847
f,75,73.38716537064255,69,39.76457183495942
u,44,68.56918518108776,4,79.28227704733321
p,40,77.4207192281486,49,65.32939735476975
l,13,89.7140526444653,60,23.878902917199063
m,73,44.35787102412957,17,36.249617437694766
d,65,16.365197476631486,18,78.07780440472219
g,52,72.06578726075504,82,47.951386385097216
z,75,94.30367423705346,12,20.522216641397385
z,1,27.815887966969754,5,72.67505428958265
b,72,28.61321912714484,53,69.82020699113892
i,54,15.22577155182272,88,37.661311315683086
c,80,27.732665821868686,92,75.45153512971497
m,39,70.2295211659453,17,55.32266812545215
u,69,19.81071640566745,14,82.04534214715605
v,89,38.970108887139645,91,95.00312755671165
b,42,77.67555357932443,18,58.54518420125885
y,60,84.18915452954828,73,58.73024160579743
b,92,43.374191701346334,7,82.97764895738247
v,19,98.85036678246149,46,59.22058882683664
h,58,37.85883240807838,84,27.590630518719696
s,22,12.801946825283405,62,32.50293410828802
n,26,32.76401204270076,78,30.795481818480585
a,56,84.1837202273683,87,89.67601398464768
u,40,93.49803583377953,76,54.27066435961723
k,50,7.9172591357671855,99,39.21589517549589
j,73,67.56647412131643,93,85.64634580074028
z,90,76.46608154980237,27,84.15829679398436
z,94,35.753055499430275,36,3.432891156035889
c,22,16.943944101060648,2,48.434573676160106
b,48,8.995937801059172,77,86.00675365426564
t,93,93.8132156886774,18,35.796428703914565
n,89,50.330287022427,28,28.533877964469223
l,29,52.8329495704626,77,15.684999345116179
k,78,19.442748909901198,94,50.56819622189014
w,90,41.96854077172767,8,99.45516864570467
r,13,66.44796435076128,69,61.856272497693446
x,48,28.67699113832667,77,87.06775981135516
z,29,30.345765738073503,31,88.73646816120643
g,52,51.296506685519226,66,4.7051735505155285
k,28,2.8706741772182798,15,28.86550739667789
b,47,86.49377001695706,5,48.8610754090981
x,54,61.77081889375175,6,94.36644736411915
c,72,49.12225004646263,99,54.44463824220214
f,63,33.396344055097806,58,48.18748557308427
t,48,33.394204185532814,26,10.621835768811605
z,19,83.5884341901553,28,51.43518804066293
d,49,89.76206042463775,68,95.98583190700676
e,73,31.409166149574986,32,82.07499344228597
l,9,69.1873361848241,50,20.533596544566677
h,42,5.849340012676841,69,48.12691874847247
y,78,45.13112409569888,60,81.91861953168697
i,43,94.2224913895222,59,27.609431272971364
g,90,16.402570375815873,10,9.777210168484308
o,79,87.1091489386094,95,49.058427309793295
v,77,67.71602215762114,15,25.750147783141053
h,92,97.4589938884776,18,7.585385584762639
t,72,88.8688508663733,24,56.95545249501313
w,68,23.18502998483243,89,4.568023601752924
b,40,89.43604541960019,62,50.35495619446226
u,59,54.1392482107746,15,9.673581630296779
k,29,47.452518755959225,70,46.09179155814663
f,26,17.772784242726303,87,86.12137294752202
b,20,0.846357852778612,34,49.116047660633235
q,49,94.96744520222435,50,88.04008459178053
k,0,95.38711551780553,95,73.12317618406875
n,76,66.83172524278113,65,72.60768819264602
z,83,72.65354290528033,77,42.93973017663769
i,16,62.54414479425614,9,2.5427298339050664
u,49,60.06664741846153,23,60.62097744363377
b,6,90.14047592468444,47,62.79797926497805
r,61,50.41439124634679,2,85.84219821177707
l,78,14.574976615598256,73,98.61457579327758
y,90,22.094463734192658,50,16.093590222652978
f,98,44.23320513652077,16,99.05074293625842
q,11,76.74208768680661,72,67.81860432010767
t,88,43.36962274621538,9,7.607828450998078
t,86,68.94798531685849,67,41.344942579859875
n,30,81.22213997975172,2,67.1321232204287
s,62,25.803934822142526,7,36.04689486366325
x,84,43.244412688437265,87,75.96271040711923
r,7,32.27217416644156,79,4.889776023269543
l,3,96.0120359490061,34,38.2594318494302
x,82,35.537401333460274,95,46.87836872315285
b,40,39.548980082914966,71,45.49659908542826
t,48,72.48562699838845,96,85.86336125986182
d,79,64.73369161190692,89,74.10060075901352
w,6,37.73986318293665,79,24.690443781354475
m,23,59.26253957020994,35,9.257240665253285
t,71,50.32260424875993,77,42.61554615404117
b,52,69.30069165130239,36,44.261350612232555
r,79,17.298039033120617,96,27.34706684498047
a,97,91.06325551756092,95,39.01723111595295
c,49,17.677599375991072,24,99.98814410418846
o,78,91.59519444816277,8,94.89355286431248
a,86,78.72559363915774,10,88.11617307202259
a,4,24.535902826210087,88,7.1103328763743034
l,12,7.853317534730298,55,5.019789278185572
n,36,80.81608960062395,94,61.371646781082504
s,64,19.095322554276862,83,95.83845317832841
v,73,96.2032434813663,77,11.991707649848493
k,90,48.512869696746804,60,2.359808262928753
e,58,76.1356959565984,44,16.363812382653876
p,94,34.96333505595325,7,53.63724612255653
v,78,55.69831500912122,54,51.71112790703326
c,36,11.148642955056697,31,33.8043494722302
e,55,81.10371648372482,73,53.27957399290477
b,13,98.01016723616783,45,0.14526424887415512
z,66,14.89237340168913,50,54.59678906906507
y,97,83.6132010479392,3,11.061322770090653
l,40,21.504702890677198,82,86.11568470447767
w,82,70.8089197774138,67,85.5441221454356
c,7,24.4306962074852,98,17.857244239197357
n,8,1.2865590876270594,87,18.40405614148992
i,19,88.4144560565274,63,16.68309473815951
u,47,41.78078018155871,72,48.047556690569124
o,16,17.08372935504795,94,5.111397335265067
s,88,96.92227310470925,36,53.8809552798969
o,86,95.66402410105019,46,66.7347130448834
f,49,3.506973357477161,5,79.43967592172714
l,59,74.7752915101015,55,73.19612565947202
w,66,95.418417708697,55,48.79569862813772
c,67,90.05549918350806,23,80.62472909267888
e,69,86.9210747863073,27,15.497019361202359
u,0,78.28469424128839,67,57.41323238112829
x,34,28.638333012632312,1,75.63014686975934
g,12,71.14243845051436,56,31.806465792357585
q,98,29.98932076179287,21,57.74648132711141
h,14,16.09643105668932,97,56.83669965496889
t,17,5.203924906524926,70,38.009030979156165
k,6,30.55015385878589,14,16.789770797127023
p,44,19.043131699194248,48,73.19537198490109
f,45,10.01857855533882,23,48.489263377542876
l,93,83.65043938246085,31,38.91622257593522
x,12,20.719120135771075,1,49.23353340917739
j,67,45.94569712865834,31,7.923796128493265
a,34,70.16221453170272,33,38.62661626303346
l,61,43.82130436106545,49,93.83874153683693
s,31,62.28553619452719,22,39.6375640219344
d,73,25.428170172810162,63,29.550550897245632
p,38,41.91127431057716,57,9.715596082993505
i,15,82.34515067970986,25,95.70701684808681
y,82,80.4777554631623,77,49.66032258477525
s,49,91.83033909782748,62,73.04427255089018
e,50,38.24375982012832,34,22.900558914585268
p,6,70.77454207713268,24,73.88139770670848
e,28,92.78648681056367,88,11.850303879568692
e,42,61.97726412635465,48,29.248155601236014
f,4,30.37461656765067,87,17.35170469875077
m,19,3.6393004416826025,4,76.16910779123268
e,100,82.2103547932684,52,64.35898308214105
e,26,77.71441243473282,11,99.18561234077812
h,62,76.98038133695702,68,93.02128471746614
z,80,47.20239289740245,30,45.43464059209993
m,12,33.57314611496569,88,81.8659270627902
r,38,29.010852590400027,2,90.43584363871379
f,20,27.12532123881759,43,85.80680971977037
p,0,92.79984426657826,95,7.358578920906389
u,74,68.59326477852505,97,61.20417677883384
n,34,39.0931379019546,87,43.087260548182314
a,88,46.134712488344434,13,2.519545557977787
u,64,40.42610743782199,25,66.85872400092221
h,76,7.720826341184505,69,50.66717685682086
b,84,46.284284583763544,84,10.672668799161645
v,69,56.88650312474538,83,74.6432765346463
t,71,55.71766037948568,7,48.1851292162701
k,56,30.850954277087506,53,43.82695010762818
l,79,44.2734481895847,11,46.31313168212873
m,74,86.05611716368725,31,4.216929050881202
o,2,24.674108290292406,51,97.44492959372603
l,6,80.66370881153311,68,6.959558418317613
