I,U,Y,C,J
p,36,57.615069260850774,68,61.33376059708503
k,48,9.179206270476037,36,57.79486024370336
z,69,5.9740022203395915,2,79.74414410623775
v,34,12.817875444933001,40,36.11223073943174
x,15,32.01979228947931,44,97.95564899316787
m,31,46.7455992171261,33,51.68425891961444
b,97,79.28564928970378,78,3.048002649785986
d,11,69.2007062144027,20,83.68278348822939
s,90,61.58975200764476,11,82.73257376379046
p,99,18.217861192680964,45,45.96025071655656
t,12,50.71390385093591,89,10.231537005044732
q,2,3.1121564242803212,13,58.23821567153949
l,15,37.670101597307834,40,55.7330786598648
k,42,3.18876453573147,10,52.87484971575785
m,92,51.94420447621311,0,30.461222505353934
h,75,77.35587839742782,63,79.43359014485144
t,32,53.487188229227826,39,15.830336522982048
a,84,88.29474667984083,45,33.621205574866266
f,64,69.07453049755486,46,11.545236552314908
j,53,38.5207771359556,60,13.263773269610613
r,21,59.39810560093135,42,67.48081925822412
p,54,95.81114975696661,19,14.058723156901397
h,78,53.81857456896294,71,80.05120331275344
d,12,67.18029584259132,89,24.26725348570966
q,19,84.3335817548497,22,63.54304157298325
q,83,55.74355849442717,36,69.74826577681083
i,65,69.70676294127627,77,89.2082714911995
p,96,8.838549221905701,50,60.17336899899877
x,43,18.51936892709576,0,40.761224342175616
o,51,38.490711693390644,61,27.259816866233166
g,77,78.76335892696973,26,67.68906127863812
l,42,14.261585013989475,47,27.323565374773583
n,48,89.02910124492458,2,55.84712779278023
t,93,69.74829200954176,94,59.11176296389055
v,16,71.77402815039477,22,88.72537788695213
p,26,52.31751198869684,58,21.117476408665105
m,21,88.24252756418916,15,39.90835230256804
b,54,73.5144263256089,86,4.154995977802467
j,29,98.28327077135877,89,0.7929050457252118
b,48,85.28417604053917,70,73.57481446017037
t,59,77.8919849802842,24,92.33026956824314
g,27,36.5212796712013,26,85.6849387023387
t,7,33.429084024566144,12,29.233780671925636
a,70,6.405636567730156,9,1.168220713798851
v,94,41.79488522914369,68,97.499935958325
q,75,89.13712816830787,83,60.91439344438562
i,71,18.54480323689338,45,23.580190929444544
q,54,11.41198698560224,91,45.73860311355836
d,0,50.1927619343799,36,61.061668474249764
i,54,68.28845410202113,85,3.5162762654133983
f,98,74.8418450924667,15,80.71146499131383
g,64,2.2713466052401543,18,34.71895129270328
q,52,19.384830546663633,99,25.857708803093626
w,30,47.66767308045148,25,95.7413720210769
e,25,11.972904571384447,58,48.72986392882122
m,98,76.9687182259364,38,5.545240748471237
h,47,10.836181877131901,98,98.58628838546495
f,31,16.251509600885417,42,13.56252299199243
b,8,2.8090315378513253,55,4.296013499221985
q,4,47.026431064958665,35,18.48490086019933
i,49,45.38171246704038,6,10.624928676698664
x,80,89.91425026859382,28,75.29144592938546
t,35,97.76610632987665,74,45.3878690511276
b,98,49.51596998900173,7,6.107010255186351
m,15,91.9956274368279,66,24.503271959775386
e,71,76.89589525047641,69,78.26841047479111
x,62,66.0749338848452,2,88.03813931408008
k,80,81.86283065908509,98,89.79017120645797
w,6,2.5315791133584065,87,95.59584176840497
l,2,92.07645736172886,74,2.808300299034805
q,58,85.86360538955876,35,4.864914612748383
h,34,35.124349513297894,56,13.734490335414772
t,75,13.6717899907709,86,94.6385556153871
e,51,53.90205006718058,99,49.356814650685955
g,67,27.686307498373985,65,70.10854223288628
a,57,8.56006143714435,34,10.878658250348906
u,20,94.24829355873928,30,15.781029615123598
r,63,76.32497490872915,39,22.09311868273832
z,87,70.97708146553774,40,90.35678085376263
g,99,0.39909065046613845,38,56.796295065049286
e,44,38.09830919461105,16,29.83517664785832
a,87,34.36899996845432,46,98.68417088917833
r,60,89.64515935479064,60,16.606189501978175
i,68,11.765107709843047,88,77.44114365302788
k,24,73.09755248800307,26,62.827647408388586
y,35,25.94296034047091,83,23.501819504101174
u,39,81.29419424194646,36,46.43287520492099
r,0,4.698567436114565,85,73.03506755396249
o,26,22.954140267796763,2,87.92806164358275
d,64,59.46809329055536,94,82.01379059910211
n,51,54.69373265073041,49,33.9234779474401
c,7,55.80000916373107,91,60.54711556269731
l,80,44.54313097049633,61,44.430351780710545
b,19,30.943552213493618,78,78.02661572208419
k,44,66.65453100038974,78,4.166168759198097
i,87,36.765640769147645,21,4.813410083284397
j,4,8.544679325563553,27,78.0317156680871
w,2,0.21181446742536414,67,61.39163279130704
s,74,63.03821303030623,66,61.06058265935069
n,13,0.08983225006060636,57,77.56988152429608
s,99,5.57251500062621,70,20.637147549417676
j,23,35.658651796995365,80,60.98222151316762
w,89,92.2310350425087,25,35.18480427095605
j,7,30.705941682201786,97,87.32758366302447
r,19,30.226597799381206,83,9.03248014146003
x,17,59.451765615382065,43,10.449197940344856
o,8,15.517420119983838,30,87.29799334860213
e,87,42.37362961807823,37,93.39298570355349
x,70,57.52088727549839,57,3.484042987686087
f,86,57.93037899339525,33,13.778610095693121
s,75,10.185558766317214,70,97.06597204315754
h,61,70.64711616199806,18,12.0498118046919
q,58,96.78327420897723,31,58.3048168809721
o,98,33.81253124475375,8,46.98823451465755
m,40,72.88880633696408,29,45.39991572983742
e,41,43.51328539665524,4,68.46546978714318
l,3,16.210770203508616,48,41.7450938436144
j,95,48.96191823430187,38,83.11923361941763
p,79,35.09628367956441,32,5.355672406297318
d,37,65.52026755215459,20,47.224034324280595
v,81,84.94739455339293,100,61.05096944024867
r,70,52.28525604044694,57,86.49870046749827
b,95,31.27726257713389,68,37.17388455701109
g,5,50.942468345444325,52,87.64574767024484
s,11,9.528430085588301,46,92.33735178031785
d,46,96.22857846752429,73,68.08931370408148
a,80,14.040181134649899,43,41.954498164351925
i,65,35.12976692021742,6,7.715927952091883
c,30,23.892984428544462,2,91.88084584924064
h,41,30.675603097041414,36,66.54391123771114
c,28,48.4584984643772,53,24.382004221125854
z,15,3.6443766268107414,27,78.32894380289798
d,62,20.37801082505898,69,14.370102663133
e,7,68.4719915454209,74,52.7537062245889
e,21,35.59362909913326,94,6.319050770828261
c,47,39.01827755964631,64,86.29152958055943
d,50,20.078398277128993,36,49.58169542451044
r,6,9.581673841755588,88,9.83497425909946
z,40,56.12812530679672,77,40.49689302672195
y,13,37.15259176154709,44,98.71772334177416
q,80,41.71994289791127,49,72.79121161267783
c,31,90.1143754316685,5,37.20946842390085
i,61,70.09652173386579,27,56.25712639439484
v,26,13.819131817614117,67,54.76302198838315
x,99,88.66555689368421,44,91.29170854644393
f,1,8.686799824924341,10,64.99297963987127
c,85,61.066264642245386,78,51.68530442360998
y,81,72.23406084261076,51,3.9334245242874877
g,89,74.68259652994864,26,7.5550966887214965
b,75,44.59915113958266,68,74.6669763404529
t,54,49.04219146529448,38,94.82980000478989
j,56,15.612376215141277,25,16.209430337357144
x,5,69.43659912692249,0,18.857931417950812
a,25,20.148445145235193,58,65.86186778979705
y,78,38.278663202226035,72,12.771897799968169
x,11,61.301722682649284,36,65.2281262647034
n,0,84.54325814465736,58,28.82603024134771
o,38,50.506926014025765,20,81.65925237779831
u,92,16.180242064906746,73,2.1009900416255167
h,94,96.96826345883908,8,99.97530806369201
o,10,63.973922260551234,56,71.90485782585569
n,99,6.647199201347032,77,95.48543936495058
r,93,37.271198568654086,60,77.37332550644075
x,91,95.25783102207338,85,86.75933373981688
z,91,75.88242039385237,38,96.07703483124381
o,33,91.36508125604948,35,87.24390318836022
l,31,57.347512020235534,7,40.28519446592641
x,26,86.56257764747144,46,62.16137075971196
t,1,20.490599710926116,59,49.67949356077901
r,59,28.66407944831808,94,28.654415981497927
b,64,97.64223244221796,59,99.57311152926135
h,72,16.98127114858722,27,72.76078538303477
l,40,64.95333637384908,25,1.3036038475218836
v,6,46.94427453330815,13,20.71462771761583
e,65,16.688998524160603,49,21.217284122848657
o,40,8.310291891465072,18,33.414501761443475
w,77,81.03889972451704,24,13.237537218477357
w,74,38.42927556806634,64,59.84366398894527
v,39,10.373790030222118,81,64.01656541992662
q,41,21.2168725661392,83,81.62772712931633
q,49,85.55224962834778,34,42.473480377453775
a,34,89.1065005800863,74,9.524847756360877
c,93,63.552494938011016,100,13.102101647364517
n,24,5.669309172099513,100,49.37599198064843
g,43,9.193761123433998,15,57.19028508109339
s,81,28.742635884690028,83,34.32898205257962
p,3,57.77808405961093,95,73.41615536257694
f,70,84.90353369028603,73,0.09143262365065574
q,78,25.824948852540686,43,63.1358601955177
j,30,27.76012165774553,76,3.3742350389903586
g,90,61.04834577782816,38,94.54711591171578
l,32,12.04789825558411,29,13.429215489421143
b,76,32.37838977487048,47,74.85398761640502
h,13,97.14778932865627,16,81.2286711157304
y,73,92.99397067998034,79,74.89834671186796
o,14,56.931219874916685,28,98.14785258755171
e,3,99.30480599572297,44,40.30478233480495
n,97,86.88463706761216,37,84.22014386121154
