A,Z,W,J,K
s,70,72.57026154807129,27,14.635968925960752
h,80,96.42846503077055,0,79.50140427159809
c,84,12.623590518065175,55,31.33578441468655
r,90,6.611026405281162,88,74.09389101250687
q,69,33.325299888814854,83,35.704051017475294
e,25,95.12610579697396,13,26.31944086643838
u,73,27.71612351724514,95,33.04068964924115
l,74,55.66602854813757,61,4.117620195144534
h,56,6.754650976431309,7,1.7619096570519632
o,32,17.628212012971613,11,16.591756674021074
k,57,69.38438156124312,20,68.65180886136665
d,58,53.61871335118066,34,15.552300130770647
r,92,52.35716379705783,31,14.123192246886063
g,87,20.55817702344791,8,98.58832613139177
y,83,2.310765439336415,54,13.447052003660009
n,50,69.21496161682322,74,58.88319855716362
y,22,16.595115449101595,17,77.76311720457169
i,11,8.527123799541192,61,93.51376898541697
m,58,86.4097898217845,25,31.587034007932946
x,5,91.22914355592383,62,69.7658711150024
p,6,37.30358210285456,58,20.756634141093432
s,92,97.34743965911508,58,71.12981992150324
b,95,87.83586964373178,73,21.52597693617333
m,76,65.99623951970491,31,4.3278273746095275
g,46,14.752559801155918,85,69.67723883729573
q,59,37.01103398832171,52,44.03373023251228
h,95,12.672038619456305,55,59.835380480529096
w,62,45.71145407528725,48,75.13643165989544
j,98,55.723162338960655,94,77.09259057486497
i,79,86.57531758876397,91,76.56763719892604
t,74,0.5549322910550103,63,88.31994519540122
o,24,82.3137707405928,23,52.82275696513812
h,28,92.61326930876238,14,78.19530714068486
h,80,46.617606505221886,20,22.58033677827266
v,87,60.48421240622659,88,91.80151386556189
t,88,49.802920544987785,5,99.89629367221863
e,84,0.3506280395027983,54,73.43125507254076
h,52,73.4938124707261,36,44.24974507404132
f,99,84.63790620710131,76,38.39050441528793
j,30,46.17779050041548,58,99.8973476244701
n,27,35.193202843481295,2,82.3590240075586
j,87,99.30230139990474,9,10.385917718192683
e,32,56.27996841914478,60,28.942892931870755
p,8,38.13805455613978,96,32.7678538401524
w,38,93.8345742707297,34,48.473923623790014
e,6,79.28562482030414,74,19.636765020870328
l,80,16.995641379769268,1,53.478829417199705
w,84,26.636926743929944,75,4.914538832560877
v,16,44.473098971134526,92,33.78666253592796
o,71,68.6750527868106,95,8.48584024579323
g,26,4.8751149264826825,6,7.731530604414982
m,3,83.35147904381138,95,77.48881645176694
p,87,84.08774064829136,98,28.242356683236657
g,50,44.062194587113055,56,78.91993296338954
j,96,57.86348715237877,34,71.25614949983606
i,17,29.535376163786665,76,70.42924693994387
l,50,32.099605375069494,76,7.758953594797324
s,67,23.048665909568765,55,52.8187257352148
o,29,71.66965828691967,80,5.012494740253803
m,47,92.18083066783215,20,39.38731799065969
j,23,87.43355254057423,90,63.97574935380207
r,72,39.736528771711555,35,72.48280750451296
y,52,26.660636078861742,39,83.33474727240839
y,83,35.48354426955335,93,48.15014755611347
w,97,47.002743530623746,94,14.128153222484585
s,28,37.41053334112847,100,11.733088769191324
d,13,58.22407132438055,41,3.14803426491318
u,19,99.6964619601574,80,55.72380324815882
t,2,6.791032038301237,39,12.735610198278579
n,78,37.10147225176379,0,69.29341427257644
x,75,62.97474737158024,13,55.129871715629676
b,90,66.51400911527145,2,52.22527784368016
g,71,4.457193626088629,46,85.21411088915427
j,52,22.074700584763463,9,4.365854918588363
v,92,72.64055575771488,5,76.4049989557219
p,26,26.887594313609597,26,50.008353647321854
e,3,20.378574048858756,13,34.65619896974689
w,20,84.8561961426692,66,63.78709060608006
m,83,21.336233462890686,50,13.375670004417605
b,52,38.84190662739765,14,57.02347268953183
f,89,6.939335527509238,41,38.86636675852968
o,9,42.45446366708635,93,96.24424256811861
m,98,85.35046160053878,37,74.89179675183323
h,1,97.72608185395988,59,25.80844951654573
n,67,42.21827956281049,77,65.46484604612026
q,31,72.85633506108319,19,21.580581207001547
v,88,47.466331682818094,73,0.922640882928838
i,82,53.833859054963625,91,89.69312292700879
t,48,2.212813954124715,3,83.08838811610563
j,53,82.10855476271931,9,7.891233355761629
o,99,26.109739831942523,8,55.22479925626694
l,67,54.71259705118501,99,31.415722482461362
i,48,55.11363840831475,78,94.90778167519736
e,9,44.872351290646975,81,76.50186346488688
y,43,58.18948363574704,86,62.34717277029432
d,3,13.510715291996501,18,17.672550834401978
y,38,86.36835953050513,16,63.602386042271256
q,93,72.6841180697851,33,76.44859990536008
l,79,56.32857261656723,65,95.13312477768417
u,47,69.01288607549361,73,35.979752148715974
v,38,12.633908670744932,71,49.06042858501961
o,20,43.14773070611743,62,47.72141868884702
f,84,80.98555798212412,28,66.56640437066424
i,68,57.13551293345691,71,41.069386056958045
q,79,84.23040835673385,57,21.433270079945665
l,64,43.95784419038991,69,1.018397103879387
u,56,53.9739070817574,53,33.7324260063445
d,4,52.706027046248416,21,61.23550162481459
i,58,65.8682261600895,76,31.239546173652865
a,4,82.74606998737104,32,89.24262805947606
j,83,47.51880892000533,32,32.66370939408083
j,36,88.90691469573474,51,10.76564027766931
r,24,90.36537508485632,4,35.30837305697456
y,67,31.417919068181178,83,18.96738635041608
v,65,64.01786266029433,60,30.202962741537654
p,79,66.73115899710118,20,52.811007332497205
h,55,34.35377543658497,80,21.37605518742438
f,93,59.55905961977166,47,79.90323316265032
t,34,7.168376140718613,14,16.18815726988866
s,6,41.009145393055576,17,76.77803116842952
x,19,6.257900829571872,98,14.777197771278994
a,78,19.12881843514175,25,96.95267048276575
z,14,18.52750918333429,27,50.69714069094549
p,51,64.13569588757917,31,72.12102910097653
h,49,45.443375145526524,62,28.311404985408405
v,41,21.274965283788138,38,23.26694053191689
i,27,4.523303438024406,19,64.77533849634598
l,48,52.97755970501869,8,16.630167874069322
f,26,38.99902444050865,60,78.26918834237303
m,87,60.843315472808925,78,52.02089973341298
x,41,28.177841558632178,30,70.73149410158848
p,33,90.75475209363758,61,87.8067581972853
k,50,27.45001471609164,76,66.44433994936784
y,6,91.01185544123851,98,2.4446749147131963
n,12,53.506212270103404,7,46.188875721462665
z,62,98.64818400907211,78,47.70044659644617
p,1,11.860113695811192,87,17.861380836649065
l,44,24.455489639591633,61,61.7871077876554
e,38,67.63543170673977,71,29.346473027237874
x,84,3.2311722245277674,89,2.510357281098252
n,38,14.598963196089244,67,80.83960034766024
n,17,10.101260698258962,89,90.83784382827713
a,62,82.598153310363,30,61.499094251717736
p,22,15.893720530642131,96,35.50000828109903
m,23,53.15440201098076,90,60.72458546506344
w,49,86.08636614547154,53,53.612216332479946
z,27,47.54964041724489,49,3.451368725295545
a,31,70.76397255125306,33,25.429918838074205
b,43,69.08389327094925,29,78.71020215569837
r,44,4.980316491126169,95,14.266086298920799
f,86,58.94228334033671,71,23.904003413251786
b,11,66.1073245897743,30,59.51380424263497
d,97,25.769339883868835,17,78.01289031030419
p,85,93.13385937939866,7,53.353787063546086
z,97,55.47648321783096,60,27.52702525605164
l,9,0.5101449120356816,85,4.798226656498961
z,86,8.798815005915571,35,36.62335557226023
c,22,26.2443005768502,71,46.47766577852348
p,0,31.252375336615724,77,21.43440116503622
h,52,59.97029375569305,32,0.542549533841008
f,54,29.63878054679331,18,96.73221074352543
e,93,4.44726615156561,61,22.165915826399797
p,10,71.78317226704219,17,79.86791824043632
e,25,84.28407707152044,31,16.621080301036184
o,96,11.237222120613755,53,26.346996693814894
j,93,28.62069498648343,87,16.76458797366891
k,46,98.39773219712717,16,24.852845907266385
u,71,83.92130279550028,12,55.24807756704242
m,44,97.94860948466987,29,42.20284719021941
q,43,2.088717246039218,97,54.06596022275995
r,52,29.243287234608328,9,77.21978216333498
n,69,31.74145330391831,71,83.81435310251727
l,3,53.01812922583762,47,14.40599656833359
u,35,96.93718777311429,19,97.42727090068391
v,72,91.77662513421451,87,4.579312162306859
s,99,42.363754585031224,92,68.82518315448645
g,100,94.83750050175358,3,91.8273330146344
m,56,19.040184164291997,22,3.599763932860489
j,70,62.191684212625844,98,22.018263793221273
a,6,25.028611539594714,50,34.73936741081805
z,61,53.382985693947205,23,75.29205308301748
h,53,90.5271522135801,53,1.9917421467743779
y,88,21.77639467032376,61,28.99573501342886
j,47,18.28975807009273,53,43.49396076067218
x,51,8.076832052466454,29,66.39568235186563
m,71,51.53019850993813,12,96.51338703934105
w,38,72.18618619142315,22,90.78662448416591
u,90,59.246483920462204,1,12.028196348232301
z,68,9.430448057221408,98,7.427817399683667
q,60,58.18566315806238,38,16.825492770635197
l,79,83.86130373254412,67,12.163101780623741
k,20,46.03311351599816,4,30.58569990638612
h,28,13.679996306894171,14,37.08913167086874
k,64,1.5035411935486853,51,83.12023451482989
i,66,67.67969198893917,76,26.483771929276777
c,71,73.52357021846242,43,35.06846819076019
m,12,77.17423855718201,8,71.87817806849537
l,31,26.37834327491191,87,45.70952516337182
e,14,9.390890880672554,12,28.099460158518564
g,66,63.12114816171304,9,68.35092984665636
n,26,22.684982489598394,3,31.76496034888642
j,14,25.136788885649285,33,18.16296596310011
j,52,80.19395279772961,91,71.56441094738531
q,28,72.80105558560834,29,71.55062771968839
a,10,13.773761004381303,74,80.00753146454214
d,88,4.096275374047265,26,15.621167975785289
i,58,69.90525805445905,61,21.28668902152858
v,8,26.06079439842306,96,65.4756154647928
z,71,32.446574707949296,35,62.296895365046154
h,22,95.21926794661168,83,82.25197578687987
v,12,65.26710056462065,93,21.072694218135368
q,15,8.228498975890242,52,1.043500716902368
r,66,33.456136675127745,61,97.83722738269448
a,66,37.740628009944544,74,80.96780143468206
l,50,31.866070288171432,19,35.51914191885479
x,89,89.671199550242,73,4.183759458061498
k,2,64.29650618572462,18,60.02151426129125
z,89,90.44757014401148,9,50.350257164385994
k,21,46.49211696074218,27,12.587181519179424
q,87,90.20228402822791,39,4.918670846993711
b,51,96.42414545982643,31,39.0435699488049
n,61,66.43569210682247,90,34.81594311704025
i,12,61.72579278380371,74,21.68575511041242
w,83,26.563408847642222,42,38.67305278455646
t,96,9.167429848966435,7,0.37193835900235506
j,15,67.71541660828731,71,46.51387283594053
h,78,5.993797052748628,4,57.95145188571726
q,97,47.24251193805485,72,41.24174286217528
b,93,7.740870480641949,30,5.794175929996248
v,37,47.6511309798312,4,85.31455165904492
j,78,67.92930155253828,18,24.811534470965157
v,81,73.80776203273358,66,94.24877806609067
k,15,73.92611538268544,70,88.33457614825598
j,37,35.14280750553155,88,3.5399525797764286
g,36,47.98866912408408,16,28.270404880595702
e,22,45.80085021929421,100,64.96634268201467
m,10,71.59315002675655,90,3.130660979646449
r,71,78.09988397020624,85,44.119495145718126
b,67,74.37135329910464,32,85.67574385271027
x,86,19.628273531250162,22,7.258088630163773
u,71,54.49782968132825,30,31.353888688321383
e,23,16.555469323551474,23,43.20179361741347
q,56,52.509819645662816,16,86.07647147702511
u,35,8.815119823624485,83,8.834458160592451
n,74,14.29643744421033,73,85.75425085275599
j,48,39.267843353506805,39,5.845619150969594
a,2,67.41301663584458,100,1.1419597060944753
a,98,60.55211140943838,92,51.86374158052273
i,89,57.46911434335291,76,31.522204611457195
h,97,66.31620570922586,53,91.44752704965055
o,89,8.838331021446999,44,38.7751215808429
a,13,30.572418876262887,32,56.86495057894242
i,65,93.75028740174835,35,15.591275808556537
c,77,39.80145214401739,84,58.196954512752896
h,99,2.471865506642923,11,97.07438110279311
k,69,15.282436814161738,0,34.81184797860942
i,37,21.498511575213307,52,28.316378339757097
p,67,47.16650843353195,59,51.73098739363117
a,87,95.49279705528998,80,14.103554676462993
a,62,7.434051330314229,3,33.39386819591107
m,37,89.41420959907168,10,20.7131923554828
p,91,17.433282518948545,5,1.0742293679399162
e,8,91.03829430254535,99,90.8580202841875
k,84,21.84528685390381,8,24.584852482299326
y,46,23.02608500767851,4,47.99927220937877
e,73,43.317090020909376,62,49.53610051665518
x,91,59.08615406424499,99,43.2530915650851
k,52,79.36050436809752,65,29.32920827391684
r,71,44.608767558040675,26,32.29898847722104
q,25,28.475657335846492,22,63.76991499692538
a,55,93.65931627790337,11,62.49055204274554
s,8,98.13061603265216,93,69.36390409058343
s,37,72.99874933732492,72,71.91788565959226
h,22,27.217044158218904,77,11.03404150149484
v,28,81.09665869887958,0,58.936975784819154
a,1,79.83984000764848,2,68.05046553915923
h,45,87.34890325396863,53,38.739159609765025
q,13,95.61796286502747,35,21.1516886816133
z,28,89.82398744368291,33,60.639710695849914
i,15,16.094647891480573,81,47.234968842121106
j,33,57.744963721729704,51,47.967343180126946
n,34,91.19499945001016,11,41.720902833139526
j,36,14.256736444409668,38,4.397094643856347
n,84,43.539163930705016,100,44.462022746891364
c,58,65.45492522006772,47,33.99689410062234
s,77,6.808394073108759,50,1.1652089767347218
o,80,11.501429387332918,38,41.02366301038883
d,23,61.12452205500063,30,54.260574824428375
s,14,69.20280320699071,56,62.80790373719457
g,37,85.72271698111342,13,82.57762568410199
l,4,2.244729070246132,6,65.0530993231018
v,14,94.12666340216067,47,92.84918212407483
b,88,15.130911871564178,7,95.81717518305653
a,94,23.265749169222694,59,50.61576079610665
v,50,84.33746182434668,4,42.773727639337366
l,58,20.180210665381427,2,20.471680969604922
d,59,3.7383036565277195,27,77.42979198937326
h,15,94.28602888050693,73,67.73895326670304
h,94,94.15600991011219,76,0.30545128689677403
k,75,58.76917125303205,50,87.53952313605771
v,5,30.88324827124613,4,82.14082772918377
q,36,43.95279440182248,91,53.09388776411698
n,99,94.50478554937388,86,7.552186866018062
z,80,62.65342718829241,54,63.02070958967334
a,33,94.16410175027639,1,76.27071105021285
w,36,64.74305048674628,69,98.30359677469608
c,93,96.0186322890058,43,7.603086933842562
x,45,84.20500161836763,17,14.387547412473523
w,77,38.63695472002148,68,10.673580139035266
e,61,3.728567823176343,83,8.619042073723637
i,56,86.7962584780603,71,78.46710580788859
q,94,41.631407044132494,89,22.50459559428807
u,17,7.5326398190153405,10,45.442331041251
u,44,34.26455957232244,74,6.157524070891718
s,25,89.96477085218561,69,64.72387004027465
q,4,77.1791302617392,79,54.860420153051095
z,49,81.53737221112705,31,26.657562439122806
u,49,19.056445063947592,22,46.5891638929836
a,62,18.260958781368775,77,23.48370906960836
e,98,43.035370357495765,100,61.22611242273407
q,47,61.09894904925318,76,4.081425584188003
e,45,29.657936835945087,66,93.38697665267442
r,51,96.99534313077629,14,45.445393147622035
u,40,83.26066446477274,46,98.47627283320628
i,41,84.23837334773737,5,47.4691320639643
o,67,86.16660346358046,99,86.647728924635
e,92,43.656541686862504,90,96.14817530046355
s,15,30.15222367897117,19,22.0111993045344
g,3,19.23340374788224,49,82.37766373833108
x,77,74.31362328151725,14,70.81347854331426
b,100,47.47834839405134,48,69.26480440377901
j,61,94.29381555289572,12,71.842974127433
p,70,50.156929816747244,16,51.8646264955375
y,72,19.881185815628697,87,18.54258217485343
g,0,30.009970173426847,94,39.58654534192485
j,4,15.70226838821066,6,29.248598539179284
s,86,98.02345300137027,57,49.77953318732787
i,81,97.13844925627377,83,49.007126052235286
w,19,17.542407258509975,46,37.3459709756557
s,39,51.097253604302004,27,83.09627781855667
g,80,7.200192161251284,68,8.124153868399109
r,24,10.63596776124619,15,71.40525980124008
f,27,19.439684004660062,30,87.47638183205865
r,12,12.843238473940987,70,42.98619622868043
s,3,72.92693326408977,83,65.27851046051887
y,16,57.37738630118558,48,38.488017600864744
g,49,73.02083234085868,60,97.13639633209678
u,2,98.48589827074683,20,83.61107073126617
o,75,96.17356869039028,92,19.691112943824074
w,77,97.07996071482586,66,64.34134930585196
w,48,47.14014605445546,74,83.2617542778897
i,12,3.0990582045049897,12,52.09265024130383
q,59,63.19713959779101,61,12.85935436033727
m,10,97.2630141601137,19,94.95403711093759
d,66,56.83890366148579,85,53.86400365599787
e,19,81.99676208391423,53,76.82400724886803
c,32,36.654722017755404,11,13.601816830185754
w,18,96.33233636496925,22,81.02020708121972
t,68,17.82765463975532,91,44.65174275419248
y,85,74.47866327874236,70,37.70019389970572
i,67,70.07537254958906,53,80.32935054870003
m,83,66.34099452364588,17,93.76911532153541
z,72,17.355512354731072,69,28.069916327248833
o,13,63.538650966680684,22,53.55350191596151
h,16,13.290956236703277,85,52.91103764549763
f,88,14.421730489039552,23,74.28265212195167
j,76,24.269441058747386,25,44.38244106121124
w,18,94.10039405278476,25,83.81696686264164
h,22,66.9386919954461,14,92.81248046176282
y,81,99.67066153183683,66,76.44196522409909
a,21,44.064191157572886,30,19.101924545385884
b,42,54.57414347204932,58,93.67467223896585
n,14,17.105430989044812,0,93.82432991331186
b,29,38.3462303531541,24,7.580442505280194
w,27,44.07823245789102,75,50.39879081972533
y,4,85.14775988354411,3,44.09308681195891
x,24,88.67775864931757,34,32.11053748942603
d,51,37.54575613540586,99,40.67758473687957
y,0,34.80363384464783,74,12.035069970380462
g,60,66.32086886297483,25,79.01026521802665
m,0,52.006456596248654,80,63.84049227823233
r,47,31.76777749731363,57,39.79765228530773
j,96,95.90408792767852,34,80.92999913935576
e,3,9.460994550260104,75,58.223626374440386
f,30,38.21227291894159,72,4.573130449594565
