X,Y,M,T,B
g,41,19.94392405693619,83,52.64128776065207
p,21,27.17815895765462,31,75.09399018656012
c,87,34.16216101798789,93,0.8345464172964889
x,37,39.82943933769904,59,91.78344578024598
y,59,5.2689344193661665,87,17.33203382350659
b,2,10.860476135572405,35,45.47332403181294
o,14,16.297918155814163,16,86.5919431529713
t,46,97.3157496825549,71,15.13923428397942
l,1,70.86344523514502,66,54.72610649664592
g,29,69.88927461523224,100,49.867739359631244
p,17,63.64023068147229,75,34.381084071658485
b,21,76.01537036849975,2,53.54738545048813
c,98,36.73084155645009,48,2.174215231810217
g,4,18.21780110261093,87,13.516859117523705
j,46,5.905096953706268,98,26.066044009840127
n,75,20.93276638829291,18,59.479097167354865
k,52,35.197711817182885,6,85.00027304919719
n,6,87.59595649861012,7,5.505603535901904
u,40,15.815499290855772,96,30.471122796240813
q,36,32.05625553262668,96,29.823022972456837
m,28,33.63275378711441,42,12.908248387043441
m,26,95.32411800439733,24,67.70214824682111
q,1,77.00776969004468,53,79.95604626956828
n,65,31.42220524435453,86,75.75086894299261
g,11,93.9018103511005,20,81.99371236576454
b,20,71.58915187104262,40,0.7773321750594198
o,70,6.703248959556984,93,48.913445960175665
v,4,19.884746316452308,96,61.08791466698643
q,6,17.354930875810272,10,95.0944805864789
n,42,81.36939635790081,7,80.68552457560628
p,99,31.98699907242557,67,28.69301928689614
a,82,90.55024926923736,96,20.269856231239125
n,14,82.18897626068127,54,12.012285673532897
q,94,55.25426778704477,89,55.61095151199091
w,45,12.74502251500147,6,63.378735113595766
c,91,55.438227489073455,30,37.53047678180581
t,21,50.903881808783204,50,83.10550064497913
d,92,21.49363660167203,29,43.29951847321626
m,51,71.97253308364182,98,1.8080545705665085
x,10,1.685435462225504,25,89.46356237184415
m,98,4.37843553573879,2,96.34592396704679
m,88,81.17916105049207,71,2.2791622284644264
w,6,91.68906208272335,95,53.1540398563537
h,89,11.261192668867892,45,51.18005516825176
b,88,83.24172907015523,66,6.516049776842115
u,80,79.58268528549243,45,95.62498364521676
z,45,31.35979467753619,22,83.6135392497697
z,12,75.61388406088021,37,90.4890206960884
o,61,5.116473491903262,9,38.34572095516897
p,35,14.270339735005821,45,9.169170433656614
n,96,39.43406381799818,29,70.40378138081283
r,35,59.556873259442035,10,21.656247451444198
c,48,49.080975496047316,68,10.390639011361724
v,36,29.13170215797688,53,45.92891484097361
c,85,28.044768489715764,86,34.78867319936112
f,97,79.87485070412693,78,36.52970646648798
v,61,1.2538563722629292,24,62.51762341060204
q,81,4.672175081933572,20,13.057377312846707
z,6,38.32825025761443,65,22.433191508730033
w,14,97.21774812821346,19,39.33528255328361
o,83,39.397494576950464,74,66.44912621579947
f,74,44.5424345869895,34,41.3230728760155
m,4,43.021503662596004,18,15.233303218840643
i,11,92.67936080575717,48,37.51062692912589
d,84,58.700866435105695,27,7.244306716221571
o,57,3.7547001386130763,46,8.489404893299302
t,28,3.172597413852385,70,1.1671257157885306
g,81,8.721779500197302,8,16.20420192284201
g,84,27.065884634803105,6,17.991147840545164
g,68,70.25298344794653,42,94.54511701124619
f,75,84.1054874403567,29,24.481848576685337
x,89,95.33782962309212,78,57.97897363209204
d,48,15.620376205227949,81,26.093793814458245
s,27,11.85731220070334,3,70.38249119267505
x,33,59.84345284270465,73,65.6764482803903
s,65,12.52726209162065,39,65.8508355437568
e,70,45.30860646920415,27,62.89854968949663
q,87,92.93853392125703,77,93.82668060681118
e,88,7.470295782498582,65,96.28594948545019
r,55,98.25499034159307,36,38.615753634239404
h,56,77.95017503941077,29,54.8690188049333
d,57,57.10202758094989,15,61.12199811637949
r,20,40.51964223376097,45,43.73906963788544
n,38,79.94077653706634,71,68.44148241425162
o,89,74.8822531886056,89,53.43544423619815
w,41,67.21393557481626,89,33.3624119677585
f,74,34.990228414087134,81,33.303933257821036
s,40,98.72303236586885,66,1.312689488485852
y,57,49.086479280377105,32,23.221678314286166
j,37,37.32869901544761,58,0.10927880624040931
z,77,53.401637345374695,44,98.69372215124105
s,6,50.190972250663634,58,9.820849806486343
s,24,44.948179983250554,40,49.15234989438595
c,92,21.213212233126953,2,4.915259874660349
z,82,17.13221617166595,53,90.91022823210315
r,30,60.2272507603678,62,91.75454470436141
i,84,64.46281687822794,80,30.157124475741202
s,7,44.948521863574555,79,14.793509915681756
v,41,83.5113506045273,41,5.1271114385582734
v,72,80.60996178421162,44,36.550996301125416
n,2,16.021442935692164,44,75.64303088122828
x,61,69.41353991694722,62,91.90445682669638
l,93,17.32548822382349,9,27.949863289388777
a,69,80.16871254103881,94,36.15303281902859
n,71,71.2902054840095,22,63.925752262542666
q,73,79.79951772725401,15,67.81284269637692
j,77,71.23445234770561,35,48.741972215915716
w,61,30.560095878414106,22,36.6563913855305
w,26,92.99924865330256,30,39.250563461794826
h,35,28.22412770088709,45,60.33024301896506
v,23,34.64278105384197,5,46.389213321679335
w,71,15.52667207563817,8,24.857514250208933
s,10,37.87627272925961,35,13.125414753209919
w,31,0.8220801527970445,39,69.86419178788188
c,30,19.658670724460148,10,10.980442397442802
v,78,36.030954559904146,21,6.169348250324768
e,77,94.13459451801846,88,33.83563191259466
v,20,12.3331878502966,82,73.45976050026907
r,71,77.05265630995302,41,44.29402075675337
i,42,30.889678423793566,96,42.050975044485654
t,67,22.741780272485133,93,39.97327312358936
c,57,83.46444277191625,85,19.226523777660464
l,1,53.31517081511237,59,78.62546881583472
s,57,69.70305335891909,0,17.370397864340802
m,58,63.95057485326197,47,10.08562358865117
h,12,19.320688485847327,85,53.82521301421581
b,30,4.901329057538629,100,61.93485342126067
g,34,98.56759447819469,11,12.089321330104209
f,84,49.719144306301935,92,36.10066818782543
n,82,17.56321739135196,29,81.31992192060369
e,37,92.42712767485338,54,68.80401516459244
y,78,21.31512884552349,68,84.99083455010734
y,16,9.414599969434601,51,32.39686197430372
l,70,82.28076984355164,64,42.79228343240765
q,85,3.0121595425688263,87,9.917942648475076
k,19,25.81416975724341,99,53.57509729298203
i,58,16.66905351322009,47,24.352378048290145
v,57,12.921186215662317,17,1.268274152511406
w,47,28.60172780843142,20,28.874376658659873
i,37,98.44958068592247,5,95.34284274461706
g,100,42.83165464472335,73,26.113062433524426
x,78,72.92376177551137,12,52.72741859204262
q,18,5.608412706862465,58,14.696265038531042
y,4,87.85259679688153,10,20.66193293935813
v,77,32.529763250848696,52,5.011803948846961
h,76,2.536428586361583,63,87.38459258401654
e,91,58.42039880072705,71,1.154298563318512
l,80,34.03185619690969,57,90.00120748611805
z,90,48.962816960267496,60,53.90831131912862
q,97,91.95670854330726,81,60.71874211961506
d,1,19.801051016593096,68,36.29538392314191
h,57,63.77091172323499,33,85.80535105481545
q,43,69.06477155519796,71,85.45452317239899
s,71,78.06433117096296,26,65.8393115766819
x,90,63.65758301203471,48,80.88455261032104
d,29,91.20255827224793,1,60.98467818277782
w,22,47.92120083916349,38,21.88645036844038
s,49,12.251663676435143,91,34.52008020841467
u,82,93.08712143933099,87,18.16693250501403
p,49,86.6109496488743,3,6.699040116962063
q,38,80.08942569820118,67,90.34575901334476
x,78,51.31390212629644,14,60.181000062979315
f,51,51.44704864109908,9,72.64300475634448
i,98,56.3364577698939,10,53.17021339143556
i,48,98.38846883503312,22,17.587191944887405
o,22,84.81097412631439,36,7.472110454460035
w,68,69.5150258649023,84,91.878233364385
j,51,58.50712810081773,52,34.588140337485065
f,54,60.04259648254988,71,51.39286859250055
e,57,15.641187820460644,47,87.15936403911283
k,23,57.65185723390379,50,25.889676325854005
z,81,61.68699286494351,75,83.88653943140854
g,72,75.58202478467891,38,93.70327413998268
k,25,26.34509855366831,3,63.29750265044258
e,12,19.23235505996782,63,21.25558697148733
d,83,48.70209297103957,45,22.191940704871527
a,96,55.18432560906148,53,50.47677934504544
y,20,37.49568064338953,87,92.81900009920376
a,87,78.1748836219768,63,76.67711139378682
y,42,27.60332043111603,84,21.40317609254546
h,45,41.15779231625053,40,43.11498362647846
w,8,30.129089695896205,59,21.767951465543067
o,28,35.001706279315655,87,54.48605182851715
s,97,30.647985008731894,42,46.10005694572323
j,63,66.54826414533052,80,55.94443868093687
d,94,44.8588714408623,54,33.87741264113507
a,76,45.94436710012092,81,41.052047733434414
c,48,15.054341557632366,62,73.72092605436767
o,9,18.50360544396382,8,73.20139353469497
m,88,3.495759873238169,34,32.63165203988425
p,69,50.285996548264535,26,10.533877940297643
o,63,3.4777327186618967,100,90.61607106054244
y,65,29.996219690951108,59,94.90751254635772
m,41,81.63427766038424,60,51.12458524561859
l,36,27.90173430948949,24,72.30165351629958
v,17,73.23735311145523,0,97.66667589752127
m,13,54.49437750129553,81,72.60243584068303
t,50,75.97764430150524,49,67.43821434212661
v,39,26.034546439377948,48,4.115998838984991
r,48,70.426405602669,92,80.02719559054661
d,90,69.11691755592612,22,63.325356688490395
w,18,30.56434457134516,13,16.298286538148442
x,37,82.00587507404525,71,98.28706006937183
a,55,2.111032517024014,82,15.86397149991564
m,98,88.70436443961363,30,52.56707696499101
v,26,33.26285265153355,76,39.632152744680724
k,46,12.594618579842354,55,98.8562932856157
c,94,2.6622764289704115,35,37.96499593069199
u,81,69.99438872641609,33,61.968438074258124
s,67,95.61685592129076,56,23.370559032809435
o,89,45.355308221969224,45,6.703490936263612
p,22,45.397447357425136,31,71.12536270637402
y,84,5.087040133620368,90,90.61104996175565
i,3,72.73740128238275,27,78.54402216414945
t,49,71.73499733203198,70,67.82179060965562
q,22,85.10807166238422,77,42.84234374734096
r,86,5.453630711850299,4,39.366455033935985
k,53,85.07516179221953,69,29.798274046874273
k,58,55.653209336749576,53,68.54823580710433
u,88,32.85765896512057,25,78.20502948145896
b,50,63.1479622137345,1,25.44901254370845
r,28,69.87629963276908,92,13.46519262810838
w,73,67.66681645721211,39,42.31538514082802
o,79,11.759350141346559,4,15.646891369348603
o,92,42.580349781769215,46,84.25532027537382
y,23,66.18439250500006,59,54.626995058242166
c,67,75.94569728075426,89,25.702787495706183
h,77,44.55276078081039,27,32.302062790398075
i,57,32.91591888093802,73,87.67033964455628
d,90,76.22933076881476,40,69.17080246033447
s,18,89.33185284525858,0,50.965739599142026
m,50,31.602148963364318,94,92.11606838775127
r,63,0.653018895923696,74,34.1207672706336
k,55,56.49129928975567,75,61.97734290125033
y,42,69.05294748110462,17,78.21839234253915
u,7,74.10549722969277,43,80.89510902471987
l,7,35.046797128238296,5,99.57799671033803
j,41,51.91249445119214,55,58.5264956508526
d,54,78.1030438881924,65,36.389598687312386
g,17,99.68442149589892,43,40.44500714436722
w,60,36.57225871560772,80,88.19873585193052
l,2,59.723980654190854,90,67.6610463302063
f,37,81.2919666154821,31,41.24196413994024
d,41,6.764008888200513,79,21.607449150482083
l,56,51.40158561409329,93,54.761551459870475
p,39,97.47112056623851,96,69.88890592248492
g,19,73.69351189768864,31,98.39501965786323
n,47,67.05751211583996,85,87.68790149665635
t,52,27.813703178196615,58,36.73704798000599
h,61,10.469886540429297,23,16.94491561761301
j,58,99.19687551733027,91,13.437393475791758
e,45,54.94514322469619,10,2.057992700646838
x,83,11.998624328141306,90,39.51201953435118
r,77,12.080490784983866,77,2.891965391870688
z,16,72.08373395600636,37,30.735350336724665
a,51,94.53225113721301,66,48.0180965181523
t,14,41.589412961247355,56,67.38737011590784
k,62,32.78866424782103,29,6.751210813739982
v,14,94.39898070008361,68,62.0297582474986
p,40,76.37434648599734,36,5.61763963325792
x,92,46.242278580429065,49,7.471272680510365
s,60,40.50392648215756,83,92.81424704761073
w,12,27.948346674083403,18,64.79812810502276
l,31,77.08380140599579,91,20.701277170371657
e,37,13.849473002674962,41,63.722816363308965
b,66,82.11711617835587,80,36.38649108939257
k,5,74.3678499062711,6,55.47790573080401
t,2,69.0440831520717,57,56.298833113186866
g,2,6.06687050613256,47,47.12414000610082
w,30,74.49952839363601,24,10.329644579379416
r,65,67.53441311985429,44,63.93245342533547
r,55,19.684924308862428,50,80.3678189755065
d,19,32.80966113034695,47,97.09410614758409
t,86,48.029053821508306,24,25.45519090949132
i,57,29.135112816963392,34,41.41110178908244
p,80,63.28121774476342,50,25.877063295517278
p,92,72.04668888135785,52,74.04893640859454
i,6,70.79177715024156,15,59.01931212671479
n,96,55.50187601033769,0,50.743911134924566
k,97,4.690707103982373,64,33.74814239926446
d,18,15.685215533475127,97,18.18325348120611
z,59,9.167911318041277,73,49.485289452835715
m,24,24.38908683306987,62,9.059414377041907
t,39,10.311805094831417,11,71.89399722317668
w,73,15.821893647403584,49,71.89846943517266
e,1,67.27667907100043,17,39.332339325373376
o,89,36.63448302118651,51,40.496212601428795
b,5,39.23929858624585,31,93.79154578824136
q,60,23.848825663763584,100,7.022829326940827
t,46,34.38323776322441,42,15.922324251658093
j,38,58.805403759207486,52,81.80266946709143
u,36,80.59134265836367,97,12.831004019041082
r,43,40.19247402311108,96,91.28943265147069
c,25,35.60879487723898,29,30.031851901712304
b,56,26.036434543757448,9,67.48703915663778
p,58,38.230066928960916,37,98.67740130883625
h,85,38.551702597932255,38,9.589088376888654
j,25,38.14156240793901,8,95.30489879191296
u,82,85.1256936303758,87,40.53094064865825
w,52,45.942095334170716,17,94.54892560803097
e,92,1.676375115574047,79,31.979752021672002
d,60,95.1898559045831,49,78.60746425171713
u,26,23.874842509676586,45,98.863523047125
g,80,98.41135910360379,9,83.68628612934941
i,63,54.64766918347759,28,6.353863012936378
o,88,43.466743964582186,61,99.58101438168895
s,63,42.480194331542165,59,56.64581691761319
w,42,51.69272819528096,44,85.7200804405553
y,59,21.66521554761942,87,67.27753707051801
i,82,67.62913123270151,89,68.10286713840043
l,26,45.73619208215567,47,83.51081135885522
e,20,37.99454540713977,54,31.736087201522057
e,37,98.2332650084002,67,21.753322511435258
b,37,60.24645646943348,98,74.68630717572034
t,44,9.09162466661886,92,71.28815280020966
u,29,7.252428065844551,35,62.42049741449826
b,47,93.71532511988855,20,11.348188708858897
h,83,4.900552281558934,29,90.38639140400066
r,93,27.652338160798738,49,66.81626762344723
x,33,62.76221192104665,81,67.9131248639281
m,93,48.172726212605774,42,63.77881496857496
r,23,8.999648202213727,92,20.466916221956765
h,10,76.33407631998085,45,18.866127127355227
d,67,27.976408258183504,41,87.79422046986144
b,21,95.16909620046624,39,18.437962616904823
r,99,73.19517384101106,68,18.199658591634392
g,81,85.73548030030146,40,70.0601695234666
i,55,63.83372122868038,16,24.046625053219884
w,63,56.27250991064461,18,71.36138898316264
c,96,38.03606137337475,87,85.63254036621458
p,30,80.65577925605189,44,77.31260070013698
k,83,63.307902789076955,97,95.3521471030917
y,91,53.15682635825044,7,58.90355286744804
m,91,36.88662855708199,39,84.09337593230744
j,52,44.2942826936569,35,97.70184416977355
z,15,35.944454530290606,41,11.893587101572333
d,63,12.56821443880326,89,1.3593908205376426
g,30,7.745776596066123,38,59.64175945923794
s,14,69.95527077593697,23,12.764807300043856
h,92,10.107443731215483,88,59.889076484003326
n,27,73.8909419433004,20,91.00693279457852
w,22,73.89401925452775,85,21.568268043909566
t,96,89.48964849587216,5,44.34316106664
d,93,80.56782894489312,50,12.093586243192556
m,57,69.97202633493951,0,90.51289114197692
e,52,32.937743396774586,39,93.4141316168774
e,98,77.98439945343549,30,93.21344832463264
f,82,38.84076367604779,65,58.81680300747602
d,17,84.93778971002124,71,20.907358333583147
y,52,0.009724887577733377,48,99.47148544439182
n,30,57.9397568984603,64,2.9405451993015252
f,80,83.55041982374549,74,57.69506514081919
j,0,0.25301204275250955,57,36.464646447532665
b,30,13.088696114924247,44,17.9856719286577
t,100,48.07255722511465,68,5.120001790061779
a,21,26.62585927657335,98,29.698177160079954
n,17,88.93110459410507,84,5.606136921363303
w,15,73.8444362184407,48,93.41072194769657
n,50,72.83174038978142,26,13.466739238205284
j,96,54.95372236581583,21,31.700407420640953
n,52,31.955502684900562,10,34.38602944284036
q,12,2.1066775968008877,36,62.80947405713623
o,1,54.326447105076504,95,90.7336711261946
u,21,41.65339292791547,26,69.05853483055745
k,38,75.82886861089546,57,21.085331751688752
v,6,60.64967341454367,68,85.47914346350525
c,71,6.923843375388461,85,40.16304719279879
b,27,19.821516172683683,27,55.06711944665241
r,38,19.786268468839907,62,14.57220376153886
n,60,46.39758917383586,73,78.56625209993004
k,21,3.99375074520546,25,12.128003356012051
l,78,66.81237207499831,1,87.83957635152613
n,20,73.47186610349185,44,5.5625669872631285
l,9,71.34158511307987,83,90.72983174105839
x,45,90.35181224389747,80,68.69564015653498
s,23,66.2123242131771,41,60.53244700381596
m,37,54.054134528200834,11,63.37560384032399
f,31,40.341038814360175,39,40.79862661957342
u,92,93.05622224657182,72,69.57158428723959
j,20,3.545287228779348,96,91.19357079068982
a,54,53.288999209859966,52,63.626996116769874
c,66,36.58126841146354,52,92.98289751731342
u,51,42.03599226660643,41,65.32939954808721
k,47,31.396781130022944,40,64.42038771796732
b,53,63.704592180130945,19,26.522353267558852
t,71,64.39425709927474,84,42.30489794728859
