J,Z,H,W,X
o,68,46.81719933517763,19,1.6358933398796682
v,74,18.09972366702709,22,7.368794131506162
i,28,29.31861426616703,31,77.17196409589174
q,12,74.71821538773777,93,93.45259622521556
b,88,2.0634459961689,49,9.06578200638336
l,3,83.57827576258224,53,1.5564260676282915
o,83,60.3818219401726,2,86.34153461159079
y,28,92.78046722608025,42,84.6798701568251
q,24,8.13486357860118,63,98.53746004510238
z,46,81.7776999675236,28,22.05674842564651
e,90,97.09842663203429,29,17.98811673009505
v,60,47.2933223786758,60,78.12802929931236
a,6,15.307291695812609,75,49.91046609921982
o,54,32.518727438871764,56,81.87866345089549
g,100,4.739002603711551,32,30.744821024352433
g,63,88.51266853707133,9,28.76235958771469
j,99,59.89802422401447,52,60.24713579971183
p,48,1.68539563871134,71,34.50312637984534
h,87,41.32359115364819,73,64.11458337173134
l,66,56.8296817484689,87,47.32069036916885
w,56,77.16717104501176,70,36.02455304569885
j,30,14.67267962835519,73,79.68526219477307
o,24,14.892846587744202,6,18.064718332035213
t,22,54.23495334410813,89,53.11234509193671
m,32,34.60794844910799,12,55.31475672587709
e,14,65.6852281950379,63,40.41403511260724
w,25,45.293637817200725,91,74.98556861826363
r,15,76.15584545469416,54,71.94846629710919
s,49,31.388795118534407,67,22.153786187556936
k,84,68.75693784538505,78,74.48353454061883
m,90,10.86685729967476,100,68.49223157919236
z,64,85.1845621898803,73,85.25877587970146
c,13,2.8125229883275704,68,52.859283006472864
r,13,53.52126190344172,48,80.64911379474175
g,60,50.06756294698425,73,68.37914423034303
x,20,1.137371606135551,48,65.48295974558799
m,69,51.80574511627305,78,48.54192626668096
k,9,58.78106683734325,21,63.00707351644126
p,42,14.75767060626183,7,50.69522240937185
k,18,14.299997126206632,31,70.14443864740957
s,4,28.045884435618273,82,87.88107449730717
z,73,69.71777906870041,85,48.23500657695997
w,21,65.58510802230072,59,83.90741536451
l,12,38.28306259507465,93,37.99935067729186
r,73,96.08682043746329,98,90.50488172919636
i,36,9.256130580794665,38,78.90400043468408
y,14,67.94201443140486,72,62.53196412389344
k,100,97.76809939451645,13,41.70532867636771
b,94,74.17502382993719,92,0.3904227872090993
e,27,26.334527897711567,40,63.856118295823684
s,42,60.036604576502874,44,25.593083067080425
t,86,75.0731977469475,58,91.09855635703582
o,98,43.808140144641364,98,98.49504223423874
a,14,54.59504416694484,34,38.73733691866394
d,52,0.7014309262152629,18,38.10274811903325
e,53,73.37799406568202,78,42.61361392154491
e,86,39.36264700558279,62,13.629006219585083
x,37,22.57110596887405,27,57.879745881536515
u,7,87.68515275308586,61,53.39894905574295
j,75,74.36445213741307,73,20.141883416809492
g,0,9.540624110821017,41,85.84875752928288
e,5,0.9645162764706727,77,14.730293660900495
z,9,71.20788785802732,97,10.576646001856426
b,46,94.57149356556975,46,94.799026223448
t,46,19.7687241928026,74,43.07278292451095
q,18,17.678475666328787,88,80.37082661059245
m,2,25.20547049869274,90,30.491771212350237
s,78,29.712834487338103,89,59.683636589892
o,2,56.233586844911976,62,20.967547585769232
c,26,39.18380441648819,13,61.14704532424414
s,82,47.02356347076729,32,58.193055957935805
j,63,30.805983467846264,84,41.05832737606382
j,46,16.00804267192737,96,10.242707483058588
x,97,61.2934131424252,5,25.282041821937796
y,90,47.88059864809038,66,6.5437847924479815
n,49,3.288392108665472,15,58.84668432772096
d,61,70.97657560254159,68,13.841413417920368
s,95,24.359652078946514,48,84.19239475698923
c,37,88.09271977940264,91,83.86402610722884
y,41,10.467146222693202,66,76.2972815806093
p,41,96.34855700380264,64,13.77519261007395
v,20,82.37747692169559,54,45.51531099417143
r,52,81.02133015920948,70,45.13406849054824
e,42,11.217697529057203,4,43.72965101911199
k,7,57.099509569738146,30,66.09724331340675
s,15,13.659146573165259,100,41.59593451528538
a,11,52.90677927406669,59,17.401860918871236
e,10,67.62893144144789,13,61.4367481701309
f,44,24.107322849515846,58,19.82292361947363
x,10,52.164490969086984,40,81.8536395830381
b,77,70.42386380849842,34,97.83929842695358
b,1,1.0384009286341644,40,67.0713105642134
d,50,40.18928543520944,81,23.177589067886984
k,94,61.87541400849239,3,24.289390099612838
n,34,1.2835307360400394,34,90.65047500675337
s,58,90.00104894366892,12,34.248290574950204
q,82,70.10788586404699,3,79.92147731066287
f,28,33.965594103600026,93,88.65394330131015
s,0,46.911079406679754,11,95.37673477601496
o,4,8.391183182897677,36,20.1504591692624
o,27,81.66172120238167,68,12.924450501269625
x,85,67.68810361065144,24,76.67277690236116
k,76,88.68916491695994,42,98.09519003318108
h,2,37.72806099102306,20,66.04343064104246
x,92,89.40289595616694,88,34.30601500562981
t,52,23.021726390653985,91,91.10965643478204
k,60,48.773723703756325,64,96.74781160771974
t,39,3.0250955528801193,77,27.150997205881445
x,64,36.065577512290915,79,49.37694224140468
x,42,98.58149052981719,94,14.215777833311883
b,83,52.46630662628691,65,91.61964972789474
v,18,86.62535880355357,60,30.350433882951013
v,17,33.01232722484787,96,31.1255652622088
y,47,92.4737519602572,47,75.71025826059628
o,45,43.32526592493586,19,76.46180711035994
b,64,95.56145747817145,1,37.998398612897
u,82,79.6772247005025,99,55.88300006148952
q,78,53.082605301240385,87,17.425223340935545
e,88,84.44671156162399,42,51.679818447903614
v,5,1.4997613910041174,38,70.97465779063127
y,83,71.3068865872746,92,39.24259712253446
u,70,36.76615421607896,32,74.17491957035372
l,48,6.776639807410467,85,32.8578546173757
w,40,61.80572370137257,49,27.26590417437449
m,91,47.41744768433313,89,52.55729591645885
w,95,18.159427242964497,71,64.6141846506415
q,6,37.37456686496666,39,58.09385182203607
i,20,7.360930526806452,27,83.1725053794651
s,73,0.6762359237355686,55,79.21494279552388
o,27,98.66190193897307,34,58.19765244402236
h,3,10.938013474540643,71,88.32735422856888
u,64,51.1920356150532,1,55.16167973708159
x,35,55.031428423756125,73,54.92962552738866
i,58,32.38814990545297,8,93.54981937879027
u,64,7.548237014623593,77,71.48967191139873
w,84,42.82377929259897,8,83.22655343205219
w,84,89.99487648521786,84,80.59434720975914
i,90,23.67340032055887,75,19.48922818792824
k,16,13.455813337519206,72,31.181854513070817
h,20,57.527319058152436,87,23.39765703655242
u,35,0.025611283320625677,32,54.29158761230841
y,30,34.3339607082586,57,42.95412656734573
l,16,13.561276955711254,71,18.888626511501606
x,15,29.966473090817857,82,79.14853675372278
y,97,76.65701134199134,81,73.46096328933395
c,47,25.629896864652267,59,87.3693929546835
d,9,98.3357931351792,76,34.074667926928825
b,93,42.04963446231176,52,60.8870739887173
k,93,84.3135466547116,52,96.83261036298107
b,42,49.017527148599406,62,3.675648065260595
g,48,69.55392406857132,7,71.26767465238187
f,44,1.3186237029607084,45,59.96716401964088
p,31,87.56600054210838,94,54.34987051488376
u,20,49.142539583330134,70,12.27028061952149
s,15,97.85930410642676,37,2.1881895287880537
m,74,41.79586624460136,51,8.832674725992929
p,21,89.94660900478372,89,36.69028137594608
y,100,5.270519147147079,6,60.245433673823
f,11,43.76317425141373,52,2.9468975768107475
a,64,47.23232500971519,31,16.365105481921006
l,53,13.194011712794829,24,76.40618931377415
f,67,56.13117529413637,10,30.701172008944788
t,6,52.36696419198671,43,37.57716184483995
i,100,61.54810145934426,15,69.50623653483196
i,97,10.012562763509504,3,17.56068088190894
i,17,8.183850704779926,57,61.78763147144488
d,29,15.909884138164177,96,92.84263769265596
n,8,81.462716185503,50,18.58924126994004
e,31,17.455055114819608,93,59.459456700871435
n,74,76.08503001596083,92,86.71948732187629
v,66,39.904877365314626,26,39.541453528542846
d,44,18.46493550331608,55,39.29930435613752
j,46,80.81583803373121,5,70.06371751283841
o,88,15.960609302232154,33,87.0461112969786
k,94,6.758381627901766,61,56.127743164666846
k,17,43.3583213421045,41,43.18636554466799
h,80,32.12779433822318,17,42.53722681644003
a,74,93.63940179581866,65,83.39988626612677
h,84,30.0827131137541,81,39.871036041738904
l,78,81.95522312044903,77,22.05263973181041
w,15,20.853353358215,37,25.23023100909588
q,52,38.561106796653576,13,50.947860499108955
k,22,97.31959385106884,63,6.544935395561458
t,76,55.47838443300533,45,18.707836347688712
k,23,42.61540413827576,91,44.391975825667075
m,7,23.095730526789048,96,72.3413056520581
g,96,82.68545366649144,74,46.09628600703538
b,69,18.767605600723524,70,14.77968753826968
c,3,75.64538560504795,13,13.877686354644469
a,16,86.41091377989439,88,20.061958846818307
m,44,15.697586115722418,40,80.14572797312412
d,32,74.95621089854204,67,89.51683771188318
i,32,38.495183686795556,24,42.16413552063071
p,28,47.70118488969032,79,47.26548187930304
j,77,97.01088455022267,87,9.270776287439286
r,15,7.959175201484481,65,22.51382143683379
d,61,40.17417431657538,13,30.537244498336513
k,39,8.858162242784307,29,67.82312011716422
i,83,56.318930378470874,56,79.98115853372548
d,30,86.24625379350435,69,62.38606989787161
t,28,53.10881942172292,45,77.68211793150553
a,62,54.78671264056638,5,24.949365074157516
b,40,90.0150173124142,65,93.01834670696014
g,7,93.55615437556611,24,46.09370695953826
k,60,46.19116662306021,15,58.989687344285755
c,82,79.4384551291528,53,93.63251986492637
w,41,97.9645309537099,29,21.61317900821541
z,46,17.47380782665633,64,49.148953485020776
n,34,67.49920100828656,55,40.136328303057844
c,48,82.84469634307905,40,84.89036064118174
g,6,42.68871870563095,46,40.22032378836232
g,66,87.59315837232229,79,0.7986647641540556
h,47,81.33560773412941,41,48.14028413285134
h,2,34.97685569989867,45,87.73674408082765
d,19,33.47658724792177,46,11.250923722963247
j,84,63.98605440404898,32,70.32307746149456
e,97,78.73497176693989,17,1.0266507242773448
l,82,89.70178871089499,95,90.0045398502543
v,78,82.88197307353366,86,21.358394874246343
a,22,19.56574167175914,31,85.58536366678722
r,41,87.58290579773451,70,28.380026402963033
f,43,43.971945056688085,93,95.81462661149406
k,62,42.918162931315365,3,10.719572017544943
n,41,90.37280960582083,12,40.723909792630366
d,6,21.68896037032173,28,93.846442151981
x,19,36.74661616596514,85,30.06051021139633
e,38,82.42321214311211,55,63.984392634410256
e,8,35.27391108359475,87,3.368476722364855
s,52,83.80249814147014,58,2.754940992668198
u,35,97.90853339976974,33,6.898739458315362
t,0,68.30336870219172,12,17.354438776738323
v,59,29.912564844223155,79,18.44816652417023
b,37,31.320782222721654,77,48.229001524597074
j,62,89.0574123955854,45,59.94075788316992
x,25,45.931222158242534,100,10.51749643302119
h,85,48.05230940370232,80,59.47678929496303
u,8,29.291122922316003,6,48.752994652574934
i,99,62.527517152705435,13,66.75865264035217
h,19,61.683025433283646,52,10.9865274875116
q,72,66.52903994532659,26,54.81724904456278
i,21,74.03534664478931,10,88.41266275725887
t,87,53.2259627747985,44,16.440918315215736
d,96,12.630586515521003,67,34.42303019321332
v,95,13.9499807481143,63,31.091942876424717
l,4,86.87339382499985,63,40.82959608126595
q,73,83.31148037719318,70,88.09973696126895
w,29,17.241655720295114,58,96.96932675192468
c,88,46.44265581232161,27,88.81272090208363
u,28,70.97811213818434,37,73.17567596722732
u,54,98.59030763798401,25,36.54702900304391
e,5,84.43107211990143,2,45.78093939913293
l,23,5.584258087956284,40,77.36813401881413
d,63,40.11158875550909,40,61.834575995605576
y,44,34.48323572201316,1,2.9546099480081134
s,34,70.76347731098014,97,20.051810691789417
g,84,2.525263323848981,1,73.4164199103886
c,96,31.62276378276372,78,31.93935020168205
e,67,85.36781804380603,87,80.92830994837803
s,88,75.24724695092011,6,82.85642404244216
b,88,58.25203901508497,85,46.62117666127963
r,68,90.04252244321422,55,47.21443317072763
i,90,16.648294815241048,97,47.30819874819978
i,76,66.8127647839139,15,67.57567422430655
m,30,89.51532897063883,39,95.10845065899368
f,22,27.883988014833825,86,50.229058964904226
m,65,97.52234110146787,12,56.91142276800646
x,29,88.56625440132179,33,84.35908594599627
d,71,26.91310331770167,68,93.39686005698188
b,30,16.21398278841555,1,44.88586831567039
b,19,62.03765046916636,70,92.28318916154356
t,35,99.20276726748837,68,61.134780494658344
e,81,48.38248195502731,62,41.05355495385891
f,16,67.59538209791425,69,89.78622297626472
y,23,70.20109770326114,80,10.894159546703175
w,78,45.48921582966982,87,37.81529442602586
l,82,51.93143433949112,48,88.89865237476589
q,9,85.67400320098587,48,17.92015333463597
v,68,50.16576036399355,26,13.65515996279778
l,71,92.63599721084283,50,23.35998371432063
v,22,87.26759728421149,33,99.43107733510217
d,80,60.581407480061664,11,27.03589619659522
t,86,37.71655326008844,16,68.62791372421539
x,1,90.8254125199628,35,54.1724035278461
j,65,47.46231850232962,99,44.11367551976604
x,41,83.08588019533323,3,25.016100786406913
n,23,28.152099137853458,62,10.673332596017914
p,75,47.31191782001778,32,20.33654337175854
i,32,11.460534925685174,50,4.497520393964849
e,94,38.12800095263383,50,25.012436813335537
p,34,63.791161444588816,3,61.14645928219042
c,65,16.8676082610116,98,3.119509584818081
w,76,53.095123052674374,67,24.933856901778817
g,21,86.9757126888455,2,1.0496302787472156
e,82,74.03030583340065,99,99.19779472310285
j,54,44.19867201874855,97,15.14050370029606
h,26,49.38830630877187,69,17.55191724775266
v,38,19.585854960357928,6,54.32725736661125
f,33,75.55302060694697,25,65.28546347878749
c,21,89.49888639308743,60,44.724564536164365
p,62,55.30536091207989,73,35.53780208822028
y,53,10.409032841408772,26,22.462726086768647
h,35,15.3804140415162,47,54.20761952208088
v,45,66.28079863778575,67,31.064507889780756
t,99,15.941816032519164,87,96.49434240482718
y,72,6.320557202841892,69,65.96531281124865
w,29,56.68303125961523,36,20.063101352708735
t,50,19.794608713251094,27,64.20735535672301
d,5,12.02828589476903,63,12.066994585183267
c,3,4.613793672742705,4,99.07359689643104
m,21,54.050575176299574,98,36.13991336266934
o,89,71.66756151582008,47,19.84172712915718
v,1,40.065372142017544,89,29.224487601231175
d,78,5.384024014109157,56,46.944603047781776
s,11,46.00735212356939,53,43.24063473029148
v,82,30.221240586581068,84,38.43117022770449
w,87,71.43968406884889,62,15.555795078177137
z,14,34.27456949895576,66,59.73836593489273
f,100,79.77582769024092,38,68.65022448776335
l,80,64.82512581496094,41,10.621025388538962
y,17,76.5026731992712,74,7.919742695781573
v,56,72.09809069514846,41,8.18737968124209
w,19,14.721341510977803,78,89.67977523056817
q,34,5.66150769840954,18,19.515836515562125
k,75,80.78029310411499,85,74.01705961366277
s,5,25.233201247249347,64,17.148485732667773
p,49,59.668498603423025,80,0.721318382976488
t,59,31.503335217191207,22,18.244649033866843
l,32,41.38402074990037,85,22.094429652456206
v,57,75.91827936966035,36,27.153091045970225
z,37,80.3630645727674,58,98.1805749888921
s,28,56.75367234854337,61,57.10679945427919
k,94,45.06921257380739,50,42.79641907137173
o,47,84.11846249290257,10,20.56326096688723
w,78,90.37250102218998,94,26.361389382284585
c,44,28.679630133572985,79,31.43083777528146
w,39,88.3727614662793,96,10.171143794198656
s,84,40.027783428323694,59,55.198578366477506
v,64,14.631929837343183,63,79.07165402915679
b,79,76.83890971283397,98,73.0137498715239
s,99,7.946940172885619,53,77.65981200097109
e,91,34.91419756159887,1,42.710917017710024
b,75,88.92600115280155,81,10.68318519021143
s,72,72.58603272462038,20,85.852505222903
j,94,37.03824759780249,32,63.53191877202913
x,21,69.98217824693505,7,26.53249540690584
u,98,76.240448413498,0,16.459772670674656
w,86,86.90797725845198,82,87.48782778790127
m,52,64.61508180352965,44,19.141424005584796
x,100,1.5165835239391523,53,30.034728122695075
k,5,46.86746263905881,19,67.77273863575049
f,84,95.40501791470632,64,12.65281620868638
l,34,74.69401100362603,97,16.290221676084784
p,90,6.851860063416959,67,52.679376694306924
p,59,19.569302107775542,38,90.3687269329339
x,74,61.82280183369981,100,34.553236397749345
m,76,46.46032952273455,17,14.749828837422507
d,84,25.52992757488616,81,42.06463389828392
w,43,33.622926111575126,91,63.40787979547701
r,63,58.700289138752446,32,35.82513210698151
h,1,56.70532194357263,4,84.66702894440083
g,15,9.797301875797604,58,62.54378652671024
v,18,54.05578215522724,16,45.654277848248284
u,79,29.462363961348835,41,86.58040909170049
s,20,73.55546153149058,95,19.492283891387718
g,47,29.884066244098772,95,71.81997595118054
y,0,50.587702194345965,85,54.80819372437774
d,27,87.30001502716355,86,31.904604481286537
m,10,69.66638407031247,86,36.945290849117654
m,61,82.30185061683073,27,19.137734714589204
z,78,11.88477422286005,16,8.818278626534138
d,49,39.38343696035042,78,52.99304407149145
v,30,63.43864277403848,51,87.99095643309293
s,66,71.0554604833379,38,13.293000460993165
e,64,86.4113932936426,76,57.305613947390576
z,36,77.09759945711076,97,32.67191064571314
b,48,96.48392442588028,47,11.848384370258035
e,100,60.35897903705487,6,23.551590413223277
o,6,12.111195647995777,90,28.253158410429634
l,87,64.03007771227132,6,6.7498918525016105
t,0,12.343162067687397,76,59.34977055397742
g,19,82.7567605663866,0,25.262198529709657
g,13,25.181739725396035,45,61.47058087415173
h,14,90.07774058366131,12,30.372918793614666
m,80,16.918143419426556,7,89.49128919307412
v,19,99.12125852777524,50,84.71465230287014
